id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,curStatus,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,fan,groupRef,his,hisConvert,hisEnd,hisErr,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,outside,point,pump,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,water,zachName,mod
@p:ubcv:r:23d50f02-ad9da173 Acadia Park HR Unsorted Points JCL-NAE10/Event Rate Trend Log,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000006,✓,JCL-NAE10/Event Rate Trend Log,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",27215,2019-07-31T16:30:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.909-07:00 Los_Angeles,"","",JCL-NAE10/Event Rate Trend Log,✓,"","","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","",✓,"","",Los_Angeles,_,"","",2020-04-09T19:15:03.61Z UTC
@p:ubcv:r:23d50f76-bf7ca833 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BLR2-EN,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000505,✓,JCL-NAE10/FCB.Local Application.BLR2-EN,✓,@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","",✓,"","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"-1 enumNumberToStr(self, false)",2020-05-12T13:56:59-07:00 Los_Angeles,"",7798,2019-03-18T14:32:47-07:00 Los_Angeles,ok,"",✓,Str,2020-05-12T14:00:13.765-07:00 Los_Angeles,"","",Enable Cmd,"",MSV3000319,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-f82aaf07 .+(\.|-| )BLR\d-EN,"","",JCL-NAE10/FCB.Local Application.BLR2-EN.Trend1,Los_Angeles,"","",BLR2-EN,2020-04-08T18:55:25.879Z UTC
@p:ubcv:r:23d50fcb-d57559d1 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.Summer Mode,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000788,✓,JCL-NAE10/FCB.Local Application.Summer Mode,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"-1 enumNumberToStr(self, false)",2020-05-12T14:00:00-07:00 Los_Angeles,"",11625,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Str,2020-05-12T14:00:20.843-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.Summer Mode,✓,MSV3000787,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.Summer Mode.Trend1,Los_Angeles,"","",Summer Mode,2020-04-08T18:55:17.175Z UTC
@p:ubcv:r:23d50f76-2f1f34a2 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OCC-SCHEDULE,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000053,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OCC-SCHEDULE,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"-1 enumNumberToStr(self, false)",2020-01-11T16:55:07-08:00 Los_Angeles,"",15,2019-01-25T12:01:56-08:00 Los_Angeles,ok,"",✓,Str,2020-05-12T14:00:13.621-07:00 Los_Angeles,"","",Scheduled Occupancy,"",MSV3000028,✓,"",✓,"","","",✓,"",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,✓,@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OCC-SCHEDULE.Trend1,Los_Angeles,"","",MUA-01.OCC-SCHEDULE,2020-04-08T18:52:35.387Z UTC
@p:ubcv:r:23d50f76-5f3f5557 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP6-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000486,✓,JCL-NAE10/FCB.Local Application.SHWP6-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.157-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP6-O,✓,AO3000207,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP6-O.Trend1,Los_Angeles,%,"",SHWP6-O,2020-04-09T19:01:58.649Z UTC
@p:ubcv:r:23d50f76-82ec2ae9 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.HWS-T,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000458,✓,JCL-NAE10/FCB.Local Application.HWS-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",38680,2019-01-13T15:00:00-08:00 Los_Angeles,ok,✓,✓,Number,2020-05-12T14:00:21.165-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000125,"","",✓,"","","","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE10/FCB.Local Application.HWS-T.Trend1,Los_Angeles,°C,✓,HWS-T,2020-04-09T19:01:58.65Z UTC
@p:ubcv:r:23d50f76-ae3d9ab9 Acadia Park HR Unsorted Points P3 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P3-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000516,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P3-C,✓,@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P3,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-02-15T14:12:16-08:00 Los_Angeles,"",14240,2019-03-01T11:30:38-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.654-07:00 Los_Angeles,"","",Run Cmd,"",BO3000077,"","",✓,✓,✓,"","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","","",Los_Angeles,"","","",2020-05-12T11:03:27.94Z UTC
@p:ubcv:r:23d50fca-98c506ce Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000540,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-C,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",153,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.632-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-C,✓,BO3000039,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:55:25.649Z UTC
@p:ubcv:r:23d50f76-decd7753 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP6-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000470,✓,JCL-NAE10/FCB.Local Application.SHWP6-C,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:05-08:00 Los_Angeles,"",567,2019-03-19T16:30:08-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.413-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP6-C,✓,BO3000117,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:55:36.88Z UTC
@p:ubcv:r:23d50f76-118f2116 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP7-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000479,✓,JCL-NAE10/FCB.Local Application.SHWP7-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:05:14-07:00 Los_Angeles,"",2468,2019-05-31T14:36:13-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.732-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP7-S,✓,BI3000120,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP7-S.Trend1,Los_Angeles,"","",SHWP7-S,2020-04-08T18:55:37.004Z UTC
@p:ubcv:r:23d50f76-b9435de1 Acadia Park HR Unsorted Points P10 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P10-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000520,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P10-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P10,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",11,2019-05-31T14:36:14-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.511-07:00 Los_Angeles,"","",Run Status,"",BI3000083,"","",✓,✓,✓,"","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P10-S.Trend1,Los_Angeles,"","",P10-S,2020-05-12T11:03:27.833Z UTC
