id,air,alarm,avg,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cool,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,gasMeterLoad,groupRef,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4d6e3-49540fee Ponderosa East FC-404 PON_EAST_FC404_HCV,"","","",@p:ubcv:r:23d12dc1-8aec5ce2 PondE PON_EAST_FC404_CP720204 (720204),TL3,✓,PON_EAST_FC404_HCV,"","","",✓,"",@p:ubcv:r:23d12dc1-8aec5ce2 PondE PON_EAST_FC404_CP720204 (720204),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10942-3986a870 Ponderosa East FC-404,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"",✓,✓,"","","",2020-05-12T15:52:58-07:00 Los_Angeles,"",339785,2019-01-18T05:38:21-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:53:28.799-07:00 Los_Angeles,2019-01-23T16:53:11.426-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_EAST_FC404_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.562Z UTC
@p:ubcv:r:23d4d4d3-e361ec44 Ponderosa East FC-106 PON_EAST_FC106_HCV,"","","",@p:ubcv:r:23d12cc2-2f4c19a4 PondE PON_EAST_FC106_CP720106 (720106),TL3,✓,PON_EAST_FC106_HCV,"","","",✓,"",@p:ubcv:r:23d12cc2-2f4c19a4 PondE PON_EAST_FC106_CP720106 (720106),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10064-26589f61 Ponderosa East FC-106,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"",✓,✓,"","","",2020-05-12T15:46:57-07:00 Los_Angeles,"",337758,2019-01-18T05:26:34-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:48:01.821-07:00 Los_Angeles,2019-01-23T16:53:18.721-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_EAST_FC106_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.353Z UTC
@p:ubcv:r:23d4d69c-d2977311 Ponderosa East FC-311 PON_EAST_FC311_RT_AV,✓,"","",@p:ubcv:r:23d12cc2-5480c899 PondE PON_EAST_FC311_CP720130 (720130),TL5,✓,PON_EAST_FC311_RT_AV,"","","","","",@p:ubcv:r:23d12cc2-5480c899 PondE PON_EAST_FC311_CP720130 (720130),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b104f7-fdfee907 Ponderosa East FC-311,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:50:56-07:00 Los_Angeles,"",337676,2019-01-18T05:35:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:45.635-07:00 Los_Angeles,2019-01-23T16:53:02.744-08:00 Los_Angeles,"",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_EAST_FC311_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.493Z UTC
@p:ubcv:r:23d4d71a-8400b103 Ponderosa East FC-409 PON_EAST_FC409_FC,"","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),TL12,✓,PON_EAST_FC409_FC,"","","","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10949-230236e4 Ponderosa East FC-409,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"",27639,2019-01-14T01:06:46-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:46:51.909-07:00 Los_Angeles,"","",PON_EAST_FC409_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:53.951Z UTC
@p:ubcv:r:23d4d46b-54d3a8a8 Ponderosa East Unsorted Points PON_EAST_DHWT1_2_SWT_BTU_TL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL624,✓,PON_EAST_DHWT1_2_SWT_BTU_TL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",27447,2019-07-31T12:33:01-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.983-07:00 Los_Angeles,"","",PON_EAST_DHWT1_2_SWT_BTU_TL_AV,✓,AV624,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_PON_EAST_DHWT1_2_SWT_BTU_W06_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.172Z UTC
@p:ubcv:r:259793a4-76fcf5c1 Ponderosa East HP PON_EAST_HP_HWRT,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9086,"",PON_EAST_HP_HWRT,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"",13353,2019-12-25T07:00:00-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:55:18.992-07:00 Los_Angeles,2020-01-21T13:59:43.284-08:00 Los_Angeles,"",Entering Hot Water Temp,"",AI2302,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-2ae762c1 .+_HWRT(_AV)?(_\d+)?(_TL)?,✓,PON_EAST_HP_HWRT_TL,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:37.173Z UTC
@p:ubcv:r:23d4d46b-1162747e Ponderosa East Unsorted Points PON_EAST_SUPPLY_DC_FLOW_BTU_TL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL610,✓,PON_EAST_SUPPLY_DC_FLOW_BTU_TL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",27447,2019-07-31T12:33:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.078-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_DC_FLOW_BTU_TL_AV,✓,AV610,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_PON_EAST_SUPPLY_DC_FLOW_BTU_W01_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:37.174Z UTC
@p:ubcv:r:23d4d65a-5109e236 Ponderosa East FC-308 PON_EAST_FC308_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),TL7,✓,PON_EAST_FC308_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104f3-7a98c465 Ponderosa East FC-308,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:56:57-07:00 Los_Angeles,"",337804,2019-01-18T05:32:08-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.064-07:00 Los_Angeles,2019-01-23T16:53:28.452-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC308_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.475Z UTC
@p:ubcv:r:23d4d749-58a5e9b6 Ponderosa East FC-413 PON_EAST_FC413_SAT,✓,"","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),TL4,✓,PON_EAST_FC413_SAT,"","","","","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b1095f-d78a7e64 Ponderosa East FC-413,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:49:58-07:00 Los_Angeles,"",137031,2019-01-17T19:35:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:09.106-07:00 Los_Angeles,2019-01-23T16:53:09.491-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC413_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.62Z UTC
@p:ubcv:r:23d4d71a-c03e4d61 Ponderosa East FC-409 PON_EAST_FC409_SAT,✓,"","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),TL4,✓,PON_EAST_FC409_SAT,"","","","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b10949-230236e4 Ponderosa East FC-409,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:34:58-07:00 Los_Angeles,"",122640,2019-01-17T19:34:39-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.078-07:00 Los_Angeles,2019-01-23T16:53:06.356-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC409_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.594Z UTC
@p:ubcv:r:23d4d46a-f0458ce8 Ponderosa East Unsorted Points PON_EAST_EF17_EFC,✓,"","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL207,✓,PON_EAST_EF17_EFC,"","","",✓,"",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-09T19:38:47-07:00 Los_Angeles,"",42,2019-07-23T13:01:18-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.094-07:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO2603,"","","","",✓,"","","","","","",✓,"",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:245cddb1-fc491e66 .+_EFC(_\d+)?(_TL)?,"",PON_EAST_EF17_EFC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:48:54.841Z UTC
@p:ubcv:r:23d4d6ba-3e0afdb9 Ponderosa East MAU-2 PON_EAST_MUA2_SAT_SP,✓,"","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL87,✓,PON_EAST_MUA2_SAT_SP,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b0fc92-bde03350 Ponderosa East MAU-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",39924,2019-01-15T21:48:29-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.262-07:00 Los_Angeles,2019-01-23T16:53:07.544-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV203,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"",Los_Angeles,°C,"","","","","",2020-04-14T16:50:01.494Z UTC
@p:ubcv:r:23d4d46b-a03d316d Ponderosa East Unsorted Points PON_EAST_SUPPLY_CHW_MU_USAGE_THIS_YEAR_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL8000,✓,PON_EAST_SUPPLY_CHW_MU_USAGE_THIS_YEAR_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-10T23:38:20-07:00 Los_Angeles,"",82974,2019-08-07T16:00:18-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.499-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_CHW_MU_USAGE_THIS_YEAR_AV,✓,AV8035,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_SUPPLY_CHW_MU_USAGE_THIS_YEAR_AV_COV_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.176Z UTC
@p:ubcv:r:23d4d46b-94ba5f6b Ponderosa East HP PON_EAST_HP_CHWST,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9042,✓,PON_EAST_HP_CHWST,"","",✓,"","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",27755,2019-07-28T14:32:21-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.109-07:00 Los_Angeles,2019-01-23T16:53:23.582-08:00 Los_Angeles,✓,Leaving Chilled Water Temp,"",AI2303,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2415a910-877e4879 .+_CHWST(_AV)?(_\d+)?(_TL)?,✓,MV_PON_EAST_HP_CHSWT_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:37.177Z UTC
@p:ubcv:r:259793a4-ac90c1a9 Ponderosa East Unsorted Points PON_EAST_WSUP_IRR_USAGE_THIS_YEAR_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL6000,"",PON_EAST_WSUP_IRR_USAGE_THIS_YEAR_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-09T19:39:07-07:00 Los_Angeles,"",32,2019-09-19T04:57:44-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.506-07:00 Los_Angeles,"","",PON_EAST_WSUP_IRR_USAGE_THIS_YEAR_AV,✓,AV6035,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_WSUP_IRR_USAGE_THIS_YEAR_AV_COV_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.178Z UTC
@p:ubcv:r:23d4d70e-1e0f47e0 Ponderosa East FC-408 PON_EAST_FC408_SAT_SP,✓,"","",@p:ubcv:r:23d12dc1-850b4d2b PondE PON_EAST_FC408_CP720208 (720208),TL7,✓,PON_EAST_FC408_SAT_SP,"","","","","",@p:ubcv:r:23d12dc1-850b4d2b PondE PON_EAST_FC408_CP720208 (720208),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b10945-0af662b6 Ponderosa East FC-408,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:56:58-07:00 Los_Angeles,"",339532,2019-01-18T05:35:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:43.66-07:00 Los_Angeles,2019-01-23T16:52:52.718-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC408_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.586Z UTC
@p:ubcv:r:23d4d646-b6dc19d7 Ponderosa East FC-307 PON_EAST_FC307_CO2,✓,"","",@p:ubcv:r:23d12cc2-8bcdd71c PondE *PON_EAST_FC307_CP720126 (720126),TL12,✓,PON_EAST_FC307_CO2,"","","","",✓,@p:ubcv:r:23d12cc2-8bcdd71c PondE *PON_EAST_FC307_CP720126 (720126),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b104f3-e1c61512 Ponderosa East FC-307,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:34:49-07:00 Los_Angeles,"",23223,2019-01-14T08:36:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:42.757-07:00 Los_Angeles,2019-01-23T16:53:01.718-08:00 Los_Angeles,"",Zone Co2,"",AI5,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"",PON_EAST_FC307_CO2_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:37.469Z UTC
@p:ubcv:r:23d4d6ba-77c54777 Ponderosa East MAU-1 PON_EAST_MUA1_HCV,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL60,✓,PON_EAST_MUA1_HCV,"","","",✓,"",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc86-a84230fc Ponderosa East MAU-1,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"",✓,✓,"","","",2020-05-12T15:53:14-07:00 Los_Angeles,"",38934,2019-01-17T21:19:15-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:56:39.299-07:00 Los_Angeles,2019-01-23T16:52:50.097-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO9,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","",Los_Angeles,%,"",✓,"",✓,"",2020-04-14T16:50:00.99Z UTC
@p:ubcv:r:23d4d71a-0208e582 Ponderosa East FC-409 PON_EAST_FC409_MODE,"","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),TL9,✓,PON_EAST_FC409_MODE,"","","","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b10949-230236e4 Ponderosa East FC-409,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:01-07:00 Los_Angeles,"",27935,2019-01-13T22:01:34-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:46:52.083-07:00 Los_Angeles,"","",PON_EAST_FC409_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC409_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:25.363Z UTC
@p:ubcv:r:23d4d70e-44dabef0 Ponderosa East FC-408 PON_EAST_FC408_CCV,"","","",@p:ubcv:r:23d12dc1-850b4d2b PondE PON_EAST_FC408_CP720208 (720208),TL1,✓,PON_EAST_FC408_CCV,"","",✓,✓,"",@p:ubcv:r:23d12dc1-850b4d2b PondE PON_EAST_FC408_CP720208 (720208),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10945-0af662b6 Ponderosa East FC-408,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:56:58-07:00 Los_Angeles,"",339533,2019-01-18T05:35:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:43.408-07:00 Los_Angeles,2019-01-23T16:52:55.328-08:00 Los_Angeles,"",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",PON_EAST_FC408_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.587Z UTC
@p:ubcv:r:23d4d48f-ba867699 Ponderosa East FC-102 PON_EAST_FC102_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-dfe369a4 PondE PON_EAST_FC102_CP720102 (720102),TL7,✓,PON_EAST_FC102_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-dfe369a4 PondE PON_EAST_FC102_CP720102 (720102),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b0ff74-90e4a2c4 Ponderosa East FC-102,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-12T15:46:48-07:00 Los_Angeles,"",337737,2019-01-18T05:26:47-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.758-07:00 Los_Angeles,2019-01-23T16:52:54.333-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC102_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.328Z UTC
@p:ubcv:r:23d4d48f-6b3ab56a Ponderosa East FC-102 PON_EAST_FC102_MODE,"","","",@p:ubcv:r:23d12cc2-dfe369a4 PondE PON_EAST_FC102_CP720102 (720102),TL9,✓,PON_EAST_FC102_MODE,"","","","","",@p:ubcv:r:23d12cc2-dfe369a4 PondE PON_EAST_FC102_CP720102 (720102),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b0ff74-90e4a2c4 Ponderosa East FC-102,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",26915,2019-01-13T21:59:31-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:46:52.022-07:00 Los_Angeles,"","",PON_EAST_FC102_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC102_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:25.372Z UTC
