id,air,alarm,avg,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cool,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,gasMeterLoad,groupRef,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4d69c-a85cc465 Ponderosa East FC-311 PON_EAST_FC311_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-5480c899 PondE PON_EAST_FC311_CP720130 (720130),TL7,✓,PON_EAST_FC311_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-5480c899 PondE PON_EAST_FC311_CP720130 (720130),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104f7-fdfee907 Ponderosa East FC-311,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:50:56-07:00 Los_Angeles,"",337675,2019-01-18T05:35:41-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:47.45-07:00 Los_Angeles,2019-01-23T16:52:50.819-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC311_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.497Z UTC
@p:ubcv:r:23d4d6ba-7146241a Ponderosa East HRV-2 EF PON_EAST_HRV2_EF_SPD_FB,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL37,✓,PON_EAST_HRV2_EF_SPD_FB,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25d7526b-85c8dcea Ponderosa East HRV-2 EF,✓,✓,✓,"","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",39924,2019-01-15T21:48:29-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.721-07:00 Los_Angeles,2019-01-23T16:52:50.391-08:00 Los_Angeles,"",Exhaust Fan Speed,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","",✓,"","",@p:ubcv:r:23e65d0f-5a047ba9 .+_EF(\d+\w?)?(_VFD)?_SPD_FB(_TL)?,"","",Los_Angeles,%,"","","","","",2020-04-14T16:49:59.128Z UTC
@p:ubcv:r:23d4d4f5-26524786 Ponderosa East FC-108 PON_EAST_FC108_FS_BV,"","","",@p:ubcv:r:23d12cc2-d80be9a2 PondE PON_EAST_FC108_CP720108 (720108),TL13,✓,PON_EAST_FC108_FS_BV,"","","","","",@p:ubcv:r:23d12cc2-d80be9a2 PondE PON_EAST_FC108_CP720108 (720108),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10064-cbfc98be Ponderosa East FC-108,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-09T19:35:31-07:00 Los_Angeles,"",442,2019-01-13T21:59:34-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:07.225-07:00 Los_Angeles,"","",PON_EAST_FC108_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:43.888Z UTC
@p:ubcv:r:23d4d730-22c990ef Ponderosa East FC-411 PON_EAST_FC411_FC,"","","",@p:ubcv:r:23d12dc1-37aa38be PondE PON_EAST_FC411_CP720211 (720211),TL2,✓,PON_EAST_FC411_FC,"","","","","",@p:ubcv:r:23d12dc1-37aa38be PondE PON_EAST_FC411_CP720211 (720211),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b1095f-cdd70bbd Ponderosa East FC-411,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-11T08:20:09-07:00 Los_Angeles,"",26866,2019-01-16T04:08:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:46:52.306-07:00 Los_Angeles,"","",PON_EAST_FC411_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC411_FC_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:25.352Z UTC
@p:ubcv:r:23d4d65a-f7509cbb Ponderosa East FC-308 PON_EAST_FC308_MODE,"","","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),TL9,✓,PON_EAST_FC308_MODE,"","","","","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b104f3-7a98c465 Ponderosa East FC-308,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",22576,2019-01-13T21:59:31-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:56:39.972-07:00 Los_Angeles,"","",PON_EAST_FC308_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC308_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:21.817Z UTC
@p:ubcv:r:23d4d46b-7f67c8c1 Ponderosa East HP PON_EAST_HP_CHWS_FLW,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9007,✓,PON_EAST_HP_CHWS_FLW,"","",✓,"","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","NO FLOW,FLOW","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","",✓,"","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-09T19:38:32-07:00 Los_Angeles,"",77,2019-02-20T11:23:13-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.533-07:00 Los_Angeles,2019-01-23T16:52:59.206-08:00 Los_Angeles,"",Leaving Chilled Water Flow,"",BI2306,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-883eec10 .+_CHWS_FLW(_TL)?,"",MV_PON_EAST_HP_CHWS_FLW_COV_TL,Los_Angeles,"","","","",✓,"",2020-04-08T18:50:17.551Z UTC
@p:ubcv:r:23d12e3c-a45e1f9c Ponderosa East Unsorted Points BTU_E_STUD_DHW_RWT_MUX,"","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),TL27,✓,BTU_E_STUD_DHW_RWT_MUX,"","","","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"",138977,2019-01-14T06:35:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:44.472-07:00 Los_Angeles,"","",BTU_E_STUD_DHW_RWT_MUX,✓,AV1036,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",BTU_E_STUD_DHW_RWT_MUX_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.135Z UTC
@p:ubcv:r:23d4d46b-b05ca16a Ponderosa East HP PON_EAST_HP_FAIL_BV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9037,✓,PON_EAST_HP_FAIL_BV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-02-26T11:00:00-08:00 Los_Angeles,"",4,2019-03-26T13:07:58-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.537-07:00 Los_Angeles,"","",PON_EAST_HP_FAIL_BV,✓,BV93,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HP_FAIL_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:17.206Z UTC
@p:ubcv:r:23d4d558-bd64d886 Ponderosa East FC-205 PON_EAST_FC205_FS_BV,"","","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),TL13,✓,PON_EAST_FC205_FS_BV,"","","","","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10385-ade45260 Ponderosa East FC-205,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T11:00:04-07:00 Los_Angeles,"",24051,2019-01-15T13:03:48-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:46:22.801-07:00 Los_Angeles,"","",PON_EAST_FC205_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:53:43.917Z UTC
@p:ubcv:r:23d4d536-4a41f6be Ponderosa East FC-203 PON_EAST_FC203_RT_AV,✓,"","",@p:ubcv:r:23d12cc2-bea14c10 PondE PON_EAST_FC203_CP720112 (720112),TL5,✓,PON_EAST_FC203_RT_AV,"","","","","",@p:ubcv:r:23d12cc2-bea14c10 PondE PON_EAST_FC203_CP720112 (720112),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10385-fb218bf6 Ponderosa East FC-203,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:46:56-07:00 Los_Angeles,"",317129,2019-01-18T05:31:43-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.225-07:00 Los_Angeles,2019-01-23T16:52:52.209-08:00 Los_Angeles,"",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",Los_Angeles,°C,"","","","",✓,2020-04-14T16:49:59.665Z UTC
@p:ubcv:r:23d4d46b-e0cff616 Ponderosa East HP PON_EAST_HP_CLG_SP_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9006,✓,PON_EAST_HP_CLG_SP_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T11:22:11-07:00 Los_Angeles,"",20681,2019-08-02T02:20:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.339-07:00 Los_Angeles,"","",PON_EAST_HP_CLG_SP_AV,✓,AV40,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HP_CLG_SP_AV_COV_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.195Z UTC
@p:ubcv:r:23d4d47d-60b010fe Ponderosa East FC-101 PON_EAST_FC101_MODE,"","","",@p:ubcv:r:23d12cc2-b6e0c6c8 PondE PON_EAST_FC101_CP720101 (720101),TL9,✓,PON_EAST_FC101_MODE,"","","","","",@p:ubcv:r:23d12cc2-b6e0c6c8 PondE PON_EAST_FC101_CP720101 (720101),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b0ff1f-566072b2 Ponderosa East FC-101,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",23376,2019-01-13T21:59:31-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:46:22.771-07:00 Los_Angeles,"","",PON_EAST_FC101_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC101_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:21.839Z UTC
@p:ubcv:r:23d4d6ba-6d134786 Ponderosa East Unsorted Points PON_EAST_EA_DMP_LVL3_BV,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL64,✓,PON_EAST_EA_DMP_LVL3_BV,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T14:30:01-07:00 Los_Angeles,"",920,2019-01-03T05:01:22-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:39.86-07:00 Los_Angeles,"","",PON_EAST_EA_DMP_LVL3_BV,✓,BV262,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:54:20.761Z UTC
@p:ubcv:r:23d4d46b-36dbdbd9 Ponderosa East Unsorted Points P12 PON_EAST_DHW_TANK_1_2_HWST_P12S_BV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL309,✓,PON_EAST_DHW_TANK_1_2_HWST_P12S_BV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P12,@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","","","","","",ok,"",✓,"",Bool,2020-05-12T15:55:19.364-07:00 Los_Angeles,2019-01-23T16:52:57.665-08:00 Los_Angeles,"","Run ","",BV56,"","","","",✓,"","","",✓,"","",✓,✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",MV_PON_EAST_DHW_P12S_COV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.205Z UTC
@p:ubcv:r:23d4d606-46df54ba Ponderosa East FC-304 PON_EAST_FC304_CCV,"","","",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),TL1,✓,PON_EAST_FC304_CCV,"","",✓,✓,"",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b104ec-6d3bf3b2 Ponderosa East FC-304,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:52:56-07:00 Los_Angeles,"",337724,2019-01-18T05:30:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:19.47-07:00 Los_Angeles,2019-01-23T16:53:12.152-08:00 Los_Angeles,"",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",PON_EAST_FC304_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.45Z UTC
@p:ubcv:r:23d4d748-91f207fc Ponderosa East FC-413 PON_EAST_FC413_HCV,"","","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),TL3,✓,PON_EAST_FC413_HCV,"","","",✓,"",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b1095f-d78a7e64 Ponderosa East FC-413,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"",✓,✓,"","","",2020-05-12T15:50:58-07:00 Los_Angeles,"",339651,2019-01-18T05:33:57-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:51:09.747-07:00 Los_Angeles,2019-01-23T16:53:02.067-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_EAST_FC413_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.623Z UTC
@p:ubcv:r:23d4d6ba-bd605642 Ponderosa East HRV-2 PON_EAST_HRV2_WHEEL_ENAB,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL10,✓,PON_EAST_HRV2_WHEEL_ENAB,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:25b0fc77-97fbfc96 Ponderosa East HRV-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T12:03:08-07:00 Los_Angeles,"",1452,2019-01-08T05:03:57-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:40.017-07:00 Los_Angeles,"","",PON_EAST_HRV2_WHEEL_ENAB,✓,BO11,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:53:21.097Z UTC
@p:ubcv:r:23d4d75a-7903996e Ponderosa East Unsorted Points PON_EAST_DC01_4S_BV,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL64,✓,PON_EAST_DC01_4S_BV,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-09T19:37:19-07:00 Los_Angeles,"",136,2018-10-03T08:10:35-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:46:51.684-07:00 Los_Angeles,"","",PON_EAST_DC01_4S_BV,✓,BV34,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_DC01_4S_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:20.766Z UTC
@p:ubcv:r:23d4d46b-afeed805 Ponderosa East HP PON_EAST_HP_HWS_P15C,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9016,✓,PON_EAST_HP_HWS_P15C,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON",P15,@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-09T19:38:37-07:00 Los_Angeles,"",48,2019-08-06T07:41:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.541-07:00 Los_Angeles,2019-01-23T16:52:53.137-08:00 Los_Angeles,"",PON_EAST_HP_HWS_P15C,✓,BO2503,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HP_P15C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:17.465Z UTC
@p:ubcv:r:23d4d6ba-113931dc Ponderosa East MAU-1 PON_EAST_MUA1_RM2000B_RT_AV,✓,"",✓,@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL50,✓,PON_EAST_MUA1_RM2000B_RT_AV,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc86-a84230fc Ponderosa East MAU-1,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",38933,2019-01-17T21:19:15-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:40.057-07:00 Los_Angeles,2020-04-08T11:37:14.586-07:00 Los_Angeles,"",Zone Temp,"",AV257,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",Los_Angeles,°C,"","","","",✓,2020-04-14T16:49:59.137Z UTC
@p:ubcv:r:23d4d5ef-29e5b6c1 Ponderosa East FC-303 PON_EAST_FC303_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),TL7,✓,PON_EAST_FC303_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104f0-12b0f053 Ponderosa East FC-303,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:50:56-07:00 Los_Angeles,"",337793,2019-01-18T05:32:43-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:40.463-07:00 Los_Angeles,2019-01-23T16:53:24.11-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC303_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.445Z UTC
@p:ubcv:r:23d4d46b-2da864bc Ponderosa East HP PON_EAST_HP_HWS_FLW,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9008,✓,PON_EAST_HP_HWS_FLW,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","NO FLOW,FLOW","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","",✓,"","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2019-02-20T11:29:07-08:00 Los_Angeles,"",36,2019-02-20T11:23:09-08:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:55:18.157-07:00 Los_Angeles,2020-01-21T13:59:43.157-08:00 Los_Angeles,✓,Leaving Hot Water Flow,"",BI2403,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24140663-53ec35b2 .+_HWS_FLW(_TL)?,"",MV_PON_EAST_HP_HWS_FLW_COV_TL,Los_Angeles,"","","","",✓,"",2020-04-08T18:50:17.555Z UTC
@p:ubcv:r:23d4d75a-7d740176 Ponderosa East HRV-1 PON_EAST_HRV1_WHL_FB,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL57,✓,PON_EAST_HRV1_WHL_FB,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc20-877e3363 Ponderosa East HRV-1,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,✓,"",✓,"","","",2020-05-12T15:37:47-07:00 Los_Angeles,"",59305,2019-01-17T02:57:55-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.539-07:00 Los_Angeles,"","",PON_EAST_HRV1_WHL_FB,✓,AI108,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HRV1_WHL_FB_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.639Z UTC
