id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25f3a81c-1d3edce6 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP3,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007470,"","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP3,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.064-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP3,✓,AV3006572,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP3.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-110.EFFCLG-SP3,"",2020-05-11T11:07:41.383Z UTC
@p:ubcv:r:224ec3e9-af05f6ca Swing Space Cooling Plant P3 JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.P3-E,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000764,"",✓,JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.P3-E,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P3,@p:ubcv:r:224eba6c-9ea6252c Swing Space Cooling Plant,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [145] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100186,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"",✓,"",✓,✓,Bool,2020-05-11T05:22:40.108-07:00 Los_Angeles,2018-12-07T09:45:28.975-08:00 Los_Angeles,"","","","",Run Cmd,"",BO3000762,"","","","","","",✓,"","",✓,"","","","","",✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.P3-E.Trend1,Los_Angeles,"","","","",✓,"","",P3-E,"",2020-05-12T11:03:27.574Z UTC
@p:ubcv:r:224ec3e9-5097d532 Swing Space Rm 220 RAD-201 JCL-NAE23/N2-1.RAD HEATER20120.CLG-SP,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000524,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.CLG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-65a36bd2 Swing Space Rm 220 RAD-201,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [183] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100143,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T05:22:40.11-07:00 Los_Angeles,2018-12-07T09:45:28.961-08:00 Los_Angeles,"","","","",Cooling Sp,"",AO3000523,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224fdfd4-baf97f61 Swing Space Rm 220,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:25fd6232-50ab9bda .+\.CLG-SP,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.CLG-SP.Trend1,Los_Angeles,°C,"","","","","","",CLG-SP,✓,2020-04-14T16:50:00.804Z UTC
@p:ubcv:r:224ec3e9-102d412b Swing Space Rm 222 Zone JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.Fx-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3001611,"",✓,JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.Fx-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:224eba6c-03d1c12e Swing Space Rm 222 Zone,"",✓,"",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [211] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100061,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T05:22:40.112-07:00 Los_Angeles,2018-12-07T09:45:28.98-08:00 Los_Angeles,"","","","",Discharge Fan Run Status,"",BI3001003,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-40bc43a5 Swing Space Rm 222,✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-38c9065b .+(\.|-| |_)FC?(x+)?-S,"","",JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.Fx-S.Trend1,Los_Angeles,"","","","","","","",F2_STATUS,"",2020-04-08T18:55:35.242Z UTC
@p:ubcv:r:25beec53-99ed57cf Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-013.ZN-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006139,"","",JCL-NAE23/BACnet IP1.FAC-013.ZN-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.065-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005596,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-013.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-206.FCU-2-02.ZN-T,✓,2020-05-11T11:07:41.259Z UTC
@p:ubcv:r:25fa3193-db2f8678 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-007.RAD1-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007957,"","",JCL-NAE23/BACnet IP1.FAC-007.RAD1-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",328,2020-03-08T20:37:12-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.526-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-007.RAD1-C,✓,BO3007954,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-007.RAD1-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-406.RAD1-C,"",2020-05-11T11:07:41.508Z UTC
@p:ubcv:r:25f3a81c-851df001 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP1,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007459,"","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP1,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.067-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP1,✓,AV3006668,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP1.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-105.EFFCLG-SP1,"",2020-05-11T11:07:41.387Z UTC
@p:ubcv:r:25beec53-1e6d2515 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-015.DA-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006215,"","",JCL-NAE23/BACnet IP1.FAC-015.DA-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.068-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3005612,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-015.DA-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-208.FCU-2-04.DA-T,"",2020-05-11T11:07:41.264Z UTC
@p:ubcv:r:224ec3e9-29babd83 Swing Space Rm 122 Zone JCL-NAE23/N2-1.LECTURE RM 1222.Analog Inputs.P-AV-ZNT,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003267,"",✓,JCL-NAE23/N2-1.LECTURE RM 1222.Analog Inputs.P-AV-ZNT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-9d39ff82 Swing Space Rm 122 Zone,"","","",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [140] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",33835,2018-03-22T04:00:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T05:22:40.013-07:00 Los_Angeles,2018-07-30T13:54:05.013-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.LECTURE RM 1222.Analog Inputs.P-AV-ZNT,✓,AI3001202,"","","","","","",✓,"","","","","","","",@p:ubcv:r:21698838-f61a5bb5 Swing Space Rm 122,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.LECTURE RM 1222.Analog Inputs.P-AV-ZNT.Trend2,Los_Angeles,_,"","","","","","",RM122_RM_T,"",2020-04-09T19:15:05.872Z UTC
@p:ubcv:r:25d7f89b-32ebd9b6 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-020.EF07-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007319,"","",JCL-NAE23/BACnet IP1.FAC-020.EF07-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,✓,✓,"",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:20:43-07:00 Los_Angeles,"","",137,2020-02-11T10:20:37-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.533-07:00 Los_Angeles,"","","","","",Exhaust Fan Run Status,"",BI3007316,"","","","","","",✓,"","","","","","","","",✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-020.EF07-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-222.EF07-S,"",2020-05-11T11:07:41.45Z UTC
@p:ubcv:r:25fa3194-32f217e7 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-008.RAD3-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007951,"","",JCL-NAE23/BACnet IP1.FAC-008.RAD3-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",274,2020-03-08T20:34:38-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.528-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-008.RAD3-C,✓,BO3007948,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-008.RAD3-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-409.RAD3-C,"",2020-05-11T11:07:41.516Z UTC
@p:ubcv:r:25beec55-d7595888 Swing Space Unsorted Points JCL-NAE23/N2-1.FFH-210.HTG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000622,"","",JCL-NAE23/N2-1.FFH-210.HTG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"",✓,✓,"","","",2020-01-28T12:40:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [202] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",628,2020-01-24T04:10:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T05:22:39.994-07:00 Los_Angeles,"","","","","",Zone Temp Heating Sp,"",AO3000621,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3e-a892db78 .+(\.|-| )HTG-SP,"",✓,"",Los_Angeles,°C,"","","","","","",HTG-SP,✓,2020-04-14T16:50:01.338Z UTC
@p:ubcv:r:25f3a81c-c9b89bfa Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-013.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007482,"","",JCL-NAE23/BACnet IP1.FAC-013.Parameters.EFFHTG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"",✓,✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.071-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3006167,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE23/BACnet IP1.FAC-013.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-206.FCU-2-02.EFFHTG-SP,✓,2020-05-11T11:07:41.366Z UTC
@p:ubcv:r:25f3a81c-0d28b1fe Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007437,"","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.072-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP2,✓,AV3006954,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP2.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-308.EFFHTG-SP2,"",2020-05-11T11:07:41.355Z UTC
@p:ubcv:r:25f3a81c-72a9f1fe Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-016.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007476,"","",JCL-NAE23/BACnet IP1.FAC-016.Parameters.EFFCLG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.076-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3006292,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE23/BACnet IP1.FAC-016.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-210.FCU-2-05.EFFCLG-SP,✓,2020-05-11T11:07:41.371Z UTC
@p:ubcv:r:25beec53-621fff65 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-014.ZN-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006181,"","",JCL-NAE23/BACnet IP1.FAC-014.ZN-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.078-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005608,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-014.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-207.FCU-2-03.ZN-T,✓,2020-05-11T11:07:41.263Z UTC
@p:ubcv:r:224ec3e9-844c968d Swing Space Unsorted Points JCL-NAE23/Schedule.F-4 SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003834,"",✓,JCL-NAE23/Schedule.F-4 SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",1230,2018-03-01T21:00:01-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.688-07:00 Los_Angeles,2018-07-30T13:54:05.069-07:00 Los_Angeles,"","","","",Scheduled Occupancy,"",SCH3001063,"","","","","","",✓,"","","","","","","","","",✓,"","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,✓,"",JCL-NAE23/Schedule.F-4 SCHEDULE.Trend1,Los_Angeles,_,"","","","","","",9010.ZN222-SCHEDULE,"",2020-05-11T11:07:41.68Z UTC
@p:ubcv:r:25beec53-4767908f Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.ZN1-CO2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006896,"","",JCL-NAE23/BACnet IP1.FAC-009.ZN1-CO2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.079-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-009.ZN1-CO2,✓,AI3005867,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-009.ZN1-CO2.Trend1,Los_Angeles,ppm,"","","","","","",9010.ZN-306.ZN1-CO2,"",2020-05-11T11:07:41.238Z UTC
@p:ubcv:r:25beec57-026c2088 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.EF07 08-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006738,"","",JCL-NAE23/BACnet IP1.FAC-019.EF07 08-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-01-22T14:57:58-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [41] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.065-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-019.EF07 08-C,✓,BO3005806,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,"","","","","","","",9010.ZN-221.EF07/08-C,"",2020-04-08T18:50:23.737Z UTC
@p:ubcv:r:25beec53-61e188e3 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-008.ZN1-CO2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006384,"","",JCL-NAE23/BACnet IP1.FAC-008.ZN1-CO2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.084-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-008.ZN1-CO2,✓,AI3005661,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-008.ZN1-CO2.Trend1,Los_Angeles,ppm,"","","","","","",9010.ZN-405.ZN1-CO2,"",2020-05-11T11:07:41.232Z UTC
