id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25f3a81c-fd4c88c4 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-014.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007479,"","",JCL-NAE23/BACnet IP1.FAC-014.Parameters.EFFCLG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.968-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3006208,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE23/BACnet IP1.FAC-014.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-207.FCU-2-03.EFFCLG-SP,✓,2020-05-11T11:07:41.367Z UTC
@p:ubcv:r:25f3a81c-0f65da8d Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP3,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007439,"","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP3,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.973-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP3,✓,AV3006943,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.EFFHTG-SP3.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-310.EFFHTG-SP3,"",2020-05-11T11:07:41.356Z UTC
@p:ubcv:r:224ec3e9-85e44a84 Swing Space Unsorted Points JCL-NAE23/Trend1,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004307,"",✓,JCL-NAE23/Trend1,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:24:54-07:00 Los_Angeles,"","",765465,2018-03-28T13:22:23-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:22.099-07:00 Los_Angeles,2018-07-30T13:54:04.951-07:00 Los_Angeles,"","","","",JCL-NAE23/Trend1,✓,DEV523,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:05.74Z UTC
@p:ubcv:r:25f3a81c-9e5c67a5 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007492,"","",JCL-NAE23/BACnet IP1.FAC-019.Parameters.EFFHTG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"",✓,✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.974-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3006765,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE23/BACnet IP1.FAC-019.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-221.EFFHTG-SP,✓,2020-05-11T11:07:41.378Z UTC
@p:ubcv:r:224ec3e9-a51e1597 Swing Space Rm 220 RAD-201 JCL-NAE23/N2-1.RAD HEATER20120.RM-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000520,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.RM-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-65a36bd2 Swing Space Rm 220 RAD-201,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [192] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100114,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T05:22:40.088-07:00 Los_Angeles,2018-12-07T09:45:28.886-08:00 Los_Angeles,"","","","",Zone Temp,"",AI3000519,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224fdfd4-baf97f61 Swing Space Rm 220,"","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.RM-T.Trend1,Los_Angeles,°C,"","","","","","",RM-T,✓,2020-04-14T16:50:00.465Z UTC
@p:ubcv:r:25f3a81c-71d5f377 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFHTG-SP2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007461,"","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFHTG-SP2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.976-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFHTG-SP2,✓,AV3006659,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFHTG-SP2.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-107.EFFHTG-SP2,"",2020-05-11T11:07:41.391Z UTC
@p:ubcv:r:25beec56-a0360d8b Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-010.ZN2-OCC2-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006465,"","",JCL-NAE23/BACnet IP1.FAC-010.ZN2-OCC2-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",690,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.593-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-010.ZN2-OCC2-S,✓,BI3005692,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-010.ZN2-OCC2-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-307.ZN2-OCC2-S,"",2020-05-11T11:07:41.436Z UTC
@p:ubcv:r:224ec3e9-159a6168 Swing Space Rm 122 Zone JCL-NAE23/N2-1.LECTURE RM 1222.Parameters.MAIN FAN HTG V-PI Stpt.PISTPT,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003795,"",✓,JCL-NAE23/N2-1.LECTURE RM 1222.Parameters.MAIN FAN HTG V-PI Stpt.PISTPT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-9d39ff82 Swing Space Rm 122 Zone,"","","",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [138] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",33836,2018-03-22T04:00:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T05:22:40.008-07:00 Los_Angeles,2018-07-30T13:54:04.932-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.LECTURE RM 1222.Parameters.MAIN FAN HTG V-PI Stpt.PISTPT,✓,AO3000927,"","","","","","",✓,"","","","","","","",@p:ubcv:r:21698838-f61a5bb5 Swing Space Rm 122,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.LECTURE RM 1222.Parameters.MAIN FAN HTG V-PI Stpt.PISTPT.Trend1,Los_Angeles,_,"","","","","","",F1 HTG SP,"",2020-04-09T19:15:05.749Z UTC
@p:ubcv:r:25fa3194-78ba5615 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.RAD2-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007970,"","",JCL-NAE23/BACnet IP1.FAC-009.RAD2-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",214,2020-03-08T20:40:52-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.52-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-009.RAD2-C,✓,BO3007967,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-009.RAD2-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-308.RAD2-C,"",2020-05-11T11:07:41.521Z UTC
@p:ubcv:r:25beec56-f7da7a69 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-020.EF12-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006688,"","",JCL-NAE23/BACnet IP1.FAC-020.EF12-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,✓,✓,"",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-02-11T09:08:46-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [51] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",42,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.083-07:00 Los_Angeles,"","","","","",Exhaust Fan Run Status,"",BI3005783,"","","","","","",✓,"","","","","","","","",✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-020.EF12-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-222.EF08-S,"",2020-04-08T18:55:50.677Z UTC
@p:ubcv:r:25beec57-74d94b6d Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-006.CLG2-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006007,"","",JCL-NAE23/BACnet IP1.FAC-006.CLG2-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",42,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.409-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-006.CLG2-C,✓,BO3005549,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-006.CLG2-C.Trend1,Los_Angeles,"","","","","","","",9010.RTU-02.CLG2-C,"",2020-05-11T11:07:41.504Z UTC
@p:ubcv:r:25beec53-07017f0e Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.HPSW-T,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006984,"","",JCL-NAE23/BACnet IP1.FAC-004.HPSW-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-07T15:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [7] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6257,2020-01-24T04:10:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.248-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-004.HPSW-T,✓,AI3005905,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-004.HPSW-T.Trend1,Los_Angeles,_,"","","","","","",9010.HPS.BUILDINGHCLW-T,"",2020-04-09T19:15:05.758Z UTC
@p:ubcv:r:25beec57-efc79ebf Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.HTG4-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006598,"","",JCL-NAE23/BACnet IP1.FAC-021.HTG4-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T11:12:43-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [68] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",128,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.21-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG4-C,✓,BO3005729,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG4-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-100.FFHTG-C,"",2020-04-08T18:50:34.221Z UTC
@p:ubcv:r:2066c2d9-c24dc277 Swing Space Rm 121 Zone JCL-NAE23/N2-1.Lecture theater 121.FC-SF-C,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004276,"",✓,JCL-NAE23/N2-1.Lecture theater 121.FC-SF-C,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:224eba6c-25997113 Swing Space Rm 121 Zone,"",✓,"",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","",2020-02-13T08:31:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [20] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1692,2017-04-20T20:30:02-07:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T00:31:14.106-07:00 Los_Angeles,2018-12-07T09:45:36.108-08:00 Los_Angeles,"","","","",Discharge Fan Run Cmd,"",BO3004223,"","","","","","",✓,"","","","","","","",@p:ubcv:r:21698799-171a9f01 Swing Space Rm 121,✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",JCL-NAE23/N2-1.Lecture theater 121.FC-SF-C.Trend1,Los_Angeles,"","","","","","","",FC-SF-C,"",2020-04-08T18:50:17.833Z UTC
@p:ubcv:r:224ec0d1-9300cef9 Swing Space Heating Plant JCL-NAE23/N2-1.BOILER.Analog Inputs.PHW-SWT,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000691,"",✓,JCL-NAE23/N2-1.BOILER.Analog Inputs.PHW-SWT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-0f5a18a9 Swing Space Heating Plant,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [197] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100041,2018-03-27T14:20:00-07:00 Los_Angeles,fault,"",✓,"",✓,"",Number,2020-05-11T05:22:40.09-07:00 Los_Angeles,2018-07-30T13:54:04.958-07:00 Los_Angeles,✓,"","","",Leaving Hot Water Temp,"",AI3000690,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a2bf28c7 .+(\.|-| )SWT,"",✓,JCL-NAE23/N2-1.BOILER.Analog Inputs.PHW-SWT.Trend1,Los_Angeles,°C,"","","",✓,"","",HW_RT,"",2020-04-14T16:49:59.406Z UTC
