id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,chilled,chiller,cmd,co2,comp,condenser,connRef,cool,cooling,coolingTower,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,fsc3W2WConversion1830,fscVAVsetback1815,groupRef,heat,heatRecovery,heating,high,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,spray,sqlConnRef,sqlPoint,static,submeterAdd,tagTableRef,tank,temp,tlName,tt0724,tz,unit,utilityPoint,valve,vfd,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:24d5d001-45d8771a Forest Sci Rm 1702 VAV-1-119 JCL-NAE45/N2-A.DC-119.SPFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031512,"",✓,"",JCL-NAE45/N2-A.DC-119.SPFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa36-9562777b Forest Sci Rm 1702 VAV-1-119,"","","",✓,"","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.921-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000414,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6758-ef2197f2 Forest Sci Rm 1702,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE45/N2-A.DC-119.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV119.SPFLOWSP,"",2020-04-30T11:10:45.652Z UTC
@p:ubcv:r:24d5cf58-9134a70c Forest Sci Rm 4330A VAV-226 JCL-NAE48/N2-A.DC-226.EXFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010217,"",✓,"",JCL-NAE48/N2-A.DC-226.EXFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2a-d9d6531d Forest Sci Rm 4330A VAV-226,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.511-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3001026,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674b-63a6c6da Forest Sci Rm 4330A,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE48/N2-A.DC-226.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV226.EXFLOWSP,"",2020-04-30T11:09:57.14Z UTC
@p:ubcv:r:251c1d14-6ad6d0d7 Forest Sci Rm 2608 VAV-2-613 JCL-NAE46/N2-A.DC-613.ACTHTGSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014779,"",✓,"",JCL-NAE46/N2-A.DC-613.ACTHTGSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa25-576383e9 Forest Sci Rm 2608 VAV-2-613,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.755-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000359,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6745-d0098cbc Forest Sci Rm 2608,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE46/N2-A.DC-613.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","","",✓,2020-04-09T19:02:13.94Z UTC
@p:ubcv:r:251c1d14-1c7536fd Forest Sci Rm 2027 VAV-2-606 JCL-NAE46/N2-A.DC-606.BXHTCMD,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014641,"",✓,"",JCL-NAE46/N2-A.DC-606.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa4e-398942ea Forest Sci Rm 2027 VAV-2-606,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.762-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000267,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6772-67dd76ec Forest Sci Rm 2027,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE46/N2-A.DC-606.BXHTCMD.Trend1,"",Los_Angeles,%,"",✓,"","","","","","","","","","",2020-04-14T16:50:00.515Z UTC
@p:ubcv:r:24d5d000-ed229a21 Forest Sci Rm 2204 VAV-2-124 JCL-NAE45/N2-A.DC-124.ACTHTGSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031117,"",✓,"",JCL-NAE45/N2-A.DC-124.ACTHTGSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa28-e7e09091 Forest Sci Rm 2204 VAV-2-124,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.934-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000494,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6749-0fc1dcae Forest Sci Rm 2204,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE45/N2-A.DC-124.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV124.ACTHTGSP,✓,2020-04-30T11:10:45.709Z UTC
@p:ubcv:r:24662580-9909f5aa Forest Sci Rm 3202 VAV-159 JCL-NAE44/N2-A.DC-159.SPFLOWSP,"",✓,"","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003419,"",✓,"",JCL-NAE44/N2-A.DC-159.SPFLOWSP,"","","","","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa36-8688248c Forest Sci Rm 3202 VAV-159,"","","",✓,"","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.161-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000137,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6759-5cb082f0 Forest Sci Rm 3202,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE44/N2-A.DC-159.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV159.SPFLOWSP,"",2020-04-30T11:11:15.58Z UTC
@p:ubcv:r:251c1d14-f8efac85 Forest Sci Rm 3010 VAV-3-704 JCL-NAE46/N2-A.DC-704.ACTHTGSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014794,"",✓,"",JCL-NAE46/N2-A.DC-704.ACTHTGSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa42-f9d9daf2 Forest Sci Rm 3010 VAV-3-704,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.768-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000538,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6766-0a87fe9a Forest Sci Rm 3010,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE46/N2-A.DC-704.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","","",✓,2020-04-09T19:02:13.947Z UTC
@p:ubcv:r:20dd5f8a-e4447f3e Forest Sci AHU-03 JCL-NAE47/N2-A.DC-3.RA-T,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3002459,"",✓,"",JCL-NAE47/N2-A.DC-3.RA-T,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:20dc6eef-11ff7044 Forest Sci AHU-03,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",93889,2017-06-27T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.59-07:00 Los_Angeles,2018-05-09T10:55:46.807-07:00 Los_Angeles,"","","","",Return Air Temp,"",AI3001081,"","","","","",✓,"","","","","","","",✓,"","","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-33dbc1b0 .+(\.|-| )RA-T,"",✓,JCL-NAE47/N2-A.DC-3.RA-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.AHU3.RA-T,"",2020-04-09T19:02:14.468Z UTC
@p:ubcv:r:2422e655-43821a66 Forest Sci Unsorted Points JCL-NAE46/Programming.FS.HVAC.FS-AHU7.DPR-MIN,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3003318,"",✓,"",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.DPR-MIN,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22bc2023-23490bd7 Forest Sci Unsorted Points,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.769-07:00 Los_Angeles,"","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.DPR-MIN,✓,AV3002898,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.DPR-MIN.PointHistory,"",Los_Angeles,%,"","","","","","","","","","","","",2020-04-09T19:02:13.948Z UTC
@p:ubcv:r:21c59e0a-9729f12f Forest Sci Heating Plant HX-01A JCL-NAE45/FC-B.45B-FEC004.353-CV-HE1A1-O,"","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3012602,"",✓,16,JCL-NAE45/FC-B.45B-FEC004.353-CV-HE1A1-O,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530f2d2-c6ba7275 Forest Sci Heating Plant HX-01A,"","","","","","",@p:ubcv:r:21698352-13c5efc9 Forest Sci Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",82870,2017-12-11T00:45:00-08:00 Los_Angeles,ok,"","","",✓,✓,Number,2020-05-12T14:35:46.941-07:00 Los_Angeles,2018-12-07T09:45:29.005-08:00 Los_Angeles,"","","","",Valve Cmd,"",AO3012566,"","","","","",✓,"","","",✓,"","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-23ef60ed .+(\.|-| )CV-HE\d\w?\d?-O,"","",JCL-NAE45/FC-B.45B-FEC004.353-CV-HE1A1-O.Trend1,"",Los_Angeles,_,"",✓,"","","","","",✓,17,unbound,FS.HWS.353-CV-HE1A1-O,"",2020-04-30T11:10:45.809Z UTC
@p:ubcv:r:24d5cf59-e0037d3e Forest Sci Rm 4430 VAV-241 JCL-NAE48/N2-A.DC-241.EXHFLOW,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010380,"",✓,"",JCL-NAE48/N2-A.DC-241.EXHFLOW,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa33-d72a8c2d Forest Sci Rm 4430 VAV-241,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26915,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.522-07:00 Los_Angeles,"","","","","",Exhaust Air Flow,"",AI3001230,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-e981637f Forest Sci Rm 4430,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-eebf1d9a .+(\.|-| )EXHFLOW,"","",JCL-NAE48/N2-A.DC-241.EXHFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV241.EXHFLOW,"",2020-04-30T11:09:57.177Z UTC
@p:ubcv:r:24d5cf58-d883b2f6 Forest Sci Rm 4435 VAV-244 JCL-NAE48/N2-A.DC-244.EXFLOWSP,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010230,"",✓,"",JCL-NAE48/N2-A.DC-244.EXFLOWSP,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa28-9b1c871b Forest Sci Rm 4435 VAV-244,✓,"","",✓,"","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:08.525-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3001279,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-40571997 Forest Sci Rm 4435,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE48/N2-A.DC-244.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV244.EXFLOWSP,"",2020-04-30T11:09:57.181Z UTC
@p:ubcv:r:2422e655-4796890e Forest Sci AHU-07 JCL-NAE46/Programming.FS.HVAC.FS-AHU7.LO-T,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3003368,"",✓,"",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.LO-T,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6ae9-80bf84c0 Forest Sci AHU-07,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.782-07:00 Los_Angeles,"","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.LO-T,✓,AV3002917,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.LO-T.PointHistory,"",Los_Angeles,°C,"","","","","","","","","","","","",2020-04-09T19:02:13.953Z UTC
@p:ubcv:r:24d5d000-f56d46eb Forest Sci Rm 1702 VAV-1-119 JCL-NAE45/N2-A.DC-119.SBOXCMD,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031290,"",✓,"",JCL-NAE45/N2-A.DC-119.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa36-9562777b Forest Sci Rm 1702 VAV-1-119,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.943-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000415,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6758-ef2197f2 Forest Sci Rm 1702,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE45/N2-A.DC-119.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV119.SBOXCMD,"",2020-04-30T11:10:45.816Z UTC
@p:ubcv:r:251c1d07-52cdbfc7 Forest Sci Unsorted Points JCL-NAE47/N2-A.FEC-006.MAD-O,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3014007,"",✓,"",JCL-NAE47/N2-A.FEC-006.MAD-O,"","","",✓,"","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22bc2023-23490bd7 Forest Sci Unsorted Points,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22061,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.603-07:00 Los_Angeles,"","","",✓,"",Mixed Air Damper Cmd,"",AO3013991,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"","",JCL-NAE47/N2-A.FEC-006.MAD-O.Trend1,"",Los_Angeles,%,"","","","","","","","","","",MAD-O,"",2020-04-09T19:02:14.475Z UTC
@p:ubcv:r:259236b3-93083c3d Forest Sci Unsorted Points JCL-NAE47/N2-A.DC-1001.ZN1933VLV-O,"","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3015378,"","","",JCL-NAE47/N2-A.DC-1001.ZN1933VLV-O,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22bc2023-23490bd7 Forest Sci Unsorted Points,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",20356,2019-12-21T22:20:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:08.846-07:00 Los_Angeles,"","","","","",JCL-NAE47/N2-A.DC-1001.ZN1933VLV-O,✓,AO3015305,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE47/N2-A.DC-1001.ZN1933VLV-O.Trend1,"",Los_Angeles,%,"","","","","","","","","","",ZN1933VLV-O,"",2020-04-09T19:02:14.479Z UTC
@p:ubcv:r:24d5d001-b6787c3d Forest Sci Rm 2310 VAV-2-134 JCL-NAE45/N2-A.DC-134.EXFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031361,"",✓,"",JCL-NAE45/N2-A.DC-134.EXFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2f-bd3b48ad Forest Sci Rm 2310 VAV-2-134,✓,"","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.945-07:00 Los_Angeles,"","","","","",Exhaust Air Flow Sp,"",AO3000648,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6751-bcb97da9 Forest Sci Rm 2310,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b6aa-d8b9ab23 .+(\.|-| )EXFLOWSP,"","",JCL-NAE45/N2-A.DC-134.EXFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV134.EXFLOWSP,"",2020-04-30T11:10:45.826Z UTC
@p:ubcv:r:24d5d001-fbb311be Forest Sci Rm 2401 VAV-2-149 JCL-NAE45/N2-A.DC-149.SPFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031541,"",✓,"",JCL-NAE45/N2-A.DC-149.SPFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-b518358c Forest Sci Rm 2401 VAV-2-149,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:46.948-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000870,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-1e2606c3 Forest Sci Rm 2401,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE45/N2-A.DC-149.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV149.SPFLOWSP,"",2020-04-30T11:10:45.835Z UTC
@p:ubcv:r:2422e655-481d8a6d Forest Sci AHU-08 JCL-NAE46/Programming.FS.HVAC.FS-AHU8.SA-HL,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3003393,"",✓,"",JCL-NAE46/Programming.FS.HVAC.FS-AHU8.SA-HL,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6ae9-978bb614 Forest Sci AHU-08,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.803-07:00 Los_Angeles,"","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU8.SA-HL,✓,AV3002939,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU8.SA-HL.PointHistory,"",Los_Angeles,°C,"","","","","","","","","","","","",2020-04-09T19:02:13.962Z UTC
