id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lowLim,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4f868-e552130f Ponderosa West Unsorted Points PON_WEST_FC103_HCV,"","",@p:ubcv:r:23d4f5e4-f0bd8a09 PONDW PON_WEST_FC103_CP710103 (710103),"",TL3,✓,PON_WEST_FC103_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-f0bd8a09 PONDW PON_WEST_FC103_CP710103 (710103),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:57:00-07:00 Los_Angeles,"","",322414,2019-01-18T06:27:43-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:56:43.27-07:00 Los_Angeles,2019-01-23T16:52:53-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC103_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.783Z UTC
@p:ubcv:r:23d4f893-aa6d65e8 Ponderosa West Unsorted Points PON_WEST_FC201A_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-41196776 PONDW PON_WEST_FC201A_CP710106 (710106),"",TL7,✓,PON_WEST_FC201A_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-41196776 PONDW PON_WEST_FC201A_CP710106 (710106),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:51:00-07:00 Los_Angeles,"","",322397,2019-01-18T06:28:19-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:41.515-07:00 Los_Angeles,2019-01-23T16:52:59.006-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC201A_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.797Z UTC
@p:ubcv:r:23d4f831-3d86ae3f Ponderosa West Unsorted Points PON_WEST_DHW_TANK_3_4_PW4C,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL44,✓,PON_WEST_DHW_TANK_3_4_PW4C,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:24-07:00 Los_Angeles,"","",76,2018-09-26T13:32:03-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.817-07:00 Los_Angeles,"","","",PON_WEST_DHW_TANK_3_4_PW4C,✓,BO3204,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_DHW_TANK_3_4_PW4_C_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.802Z UTC
@p:ubcv:r:23d4fcac-08635413 Ponderosa West Unsorted Points BTU_HRV1_CLG_FLW_MUX,"","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"",TL147,✓,BTU_HRV1_CLG_FLW_MUX,"","","","","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",43080,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:58:02.847-07:00 Los_Angeles,"","","",BTU_HRV1_CLG_FLW_MUX,✓,AV1002,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_EM-W09-Flow,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:37.108Z UTC
@p:ubcv:r:23d4fc79-f5bf58a0 Ponderosa West Unsorted Points PON_WEST_FC501_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-8fc7a830 PONDW PON_WEST_FC501_CP710146 (710146),"",TL10,✓,PON_WEST_FC501_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-8fc7a830 PONDW PON_WEST_FC501_CP710146 (710146),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:49:59-07:00 Los_Angeles,"","",640041,2019-01-18T09:56:06-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:38.019-07:00 Los_Angeles,2019-01-23T16:53:10.931-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC501_RT_AV_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.035Z UTC
@p:ubcv:r:23d4fca5-2385b263 Ponderosa West Unsorted Points PON_WEST_HRV2_RAT,✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL166,✓,PON_WEST_HRV2_RAT,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:00-07:00 Los_Angeles,"","",126852,2019-01-18T04:55:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:22.13-07:00 Los_Angeles,2019-01-23T16:52:53.506-08:00 Los_Angeles,"","",Return Air Temp,"",AI5,"","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-3b2d274c .+_RAT(_TL)?,✓,MV_PON_WEST_HRV2_RAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.064Z UTC
@p:ubcv:r:23d4f819-e4801b73 Ponderosa West Unsorted Points BTU_W_DRY_COOLER_KW_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL4,✓,BTU_W_DRY_COOLER_KW_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",138150,2019-01-17T03:50:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.357-07:00 Los_Angeles,"","","",BTU_W_DRY_COOLER_KW_MUX,✓,AV1003,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",BTU_W_DRY_COOLER_KW_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:36.59Z UTC
@p:ubcv:r:23d4fb16-a45fcafa Ponderosa West Unsorted Points PON_WEST_FC401_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-6a7c8d44 PONDW PON_WEST_FC401_CP710135 (710135),"",TL7,✓,PON_WEST_FC401_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-6a7c8d44 PONDW PON_WEST_FC401_CP710135 (710135),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:59-07:00 Los_Angeles,"","",322482,2019-01-18T06:30:36-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:31.334-07:00 Los_Angeles,2019-01-23T16:53:10.89-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC401_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.967Z UTC
@p:ubcv:r:23d4fbe1-98319834 Ponderosa West Unsorted Points PON_WEST_FC407_RT_SP,✓,"",@p:ubcv:r:23d4f5e4-a4cee2b9 PONDW PON_WEST_FC407_CP710141 (710141),"",TL6,✓,PON_WEST_FC407_RT_SP,"","","","","",@p:ubcv:r:23d4f5e4-a4cee2b9 PONDW PON_WEST_FC407_CP710141 (710141),"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:57:19-07:00 Los_Angeles,"","",322522,2019-01-18T06:34:11-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:58:02.583-07:00 Los_Angeles,2019-01-23T16:52:54.495-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_WEST_FC407_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.003Z UTC
@p:ubcv:r:23d4f9bf-5da21963 Ponderosa West Unsorted Points PON_WEST_FC215_SAT,✓,"",@p:ubcv:r:23d4f5e4-d45bd476 PONDW PON_WEST_FC215_CP710121 (710121),"",TL4,✓,PON_WEST_FC215_SAT,"","","","","",@p:ubcv:r:23d4f5e4-d45bd476 PONDW PON_WEST_FC215_CP710121 (710121),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:47:00-07:00 Los_Angeles,"","",322327,2019-01-18T06:24:31-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:59.286-07:00 Los_Angeles,2019-01-23T16:53:28.671-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC215_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.882Z UTC
@p:ubcv:r:23d4f831-266bdaba Ponderosa West Unsorted Points PON_WEST_HP_STG2_S,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL161,✓,PON_WEST_HP_STG2_S,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,Running","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:09:40-07:00 Los_Angeles,"","",89312,2019-01-18T08:40:04-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.485-07:00 Los_Angeles,"","","",PON_WEST_HP_STG2_S,✓,BI2402,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HP_STG2_S_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.866Z UTC
@p:ubcv:r:23d4fc1d-3b7fc9f0 Ponderosa West Unsorted Points PON_WEST_FC409_FS_BV,"","",@p:ubcv:r:23d4f678-7daa6762 PONDW PON_WEST_FC409_CP710143 (710143),"",TL21,✓,PON_WEST_FC409_FS_BV,"","","","","",@p:ubcv:r:23d4f678-7daa6762 PONDW PON_WEST_FC409_CP710143 (710143),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:02-07:00 Los_Angeles,"","",732,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:58:02.349-07:00 Los_Angeles,"","","",PON_WEST_FC409_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC409_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:01.242Z UTC
@p:ubcv:r:23d4f831-0d2547c4 Ponderosa West Unsorted Points PON_WEST_EF1_EFS_BV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL169,✓,PON_WEST_EF1_EFS_BV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:00-07:00 Los_Angeles,"","",2062,2018-06-27T07:55:49-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.821-07:00 Los_Angeles,"","","",PON_WEST_EF1_EFS_BV,✓,BV38,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_EF1_EFS_BV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.878Z UTC
@p:ubcv:r:23d4f831-c0b4150d Ponderosa West Unsorted Points PON_WEST_EF9_EFS_BV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL165,✓,PON_WEST_EF9_EFS_BV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:16-07:00 Los_Angeles,"","",754,2018-12-27T05:00:15-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.489-07:00 Los_Angeles,"","","",PON_WEST_EF9_EFS_BV,✓,BV46,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_EF9_EFS_BV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.889Z UTC
@p:ubcv:r:23d4f8f8-eb5f8abc Ponderosa West Unsorted Points PON_WEST_FC204_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-18d74b42 PONDW PON_WEST_FC204_CP710111 (710111),"",TL5,✓,PON_WEST_FC204_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-18d74b42 PONDW PON_WEST_FC204_CP710111 (710111),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:51:01-07:00 Los_Angeles,"","",322391,2019-01-18T06:25:52-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:45.23-07:00 Los_Angeles,2019-01-23T16:52:53.259-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC204_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.825Z UTC
@p:ubcv:r:23d4f831-0e1110a2 Ponderosa West Unsorted Points PON_WEST_SUPPLY_HP_EM_BTU_TL_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL627,✓,PON_WEST_SUPPLY_HP_EM_BTU_TL_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",44318,2019-01-14T01:13:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.561-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_HP_EM_BTU_TL_AV,✓,AV627,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_HP_EM_BTU_W08_TL,Los_Angeles,kWh,"","","","","",2020-05-07T12:20:49.903Z UTC
@p:ubcv:r:23d4f997-f64c1a00 Ponderosa West Unsorted Points PON_WEST_FC213_SAT,✓,"",@p:ubcv:r:23d4f5e4-055b1434 PONDW PON_WEST_FC213_CP710119 (710119),"",TL4,✓,PON_WEST_FC213_SAT,"","","","","",@p:ubcv:r:23d4f5e4-055b1434 PONDW PON_WEST_FC213_CP710119 (710119),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:02-07:00 Los_Angeles,"","",322384,2019-01-18T06:23:50-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:22.634-07:00 Los_Angeles,2019-01-23T16:52:55.653-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC213_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.871Z UTC
@p:ubcv:r:23d4fca5-b1f2f815 Ponderosa West Unsorted Points BTU_HRV_CLG_RWT_MUX,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL155,✓,BTU_HRV_CLG_RWT_MUX,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",43466,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:22.231-07:00 Los_Angeles,"","","",BTU_HRV_CLG_RWT_MUX,✓,AV1001,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_EM-W11-EWT,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.068Z UTC
@p:ubcv:r:23d4f831-f9ccbe1d Ponderosa West Unsorted Points PON_WEST_BLR_B2_FLW,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL59,✓,PON_WEST_BLR_B2_FLW,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","NO FLOW,FLOW","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:17-07:00 Los_Angeles,"","",140,2018-06-27T07:55:49-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.84-07:00 Los_Angeles,"","","",PON_WEST_BLR_B2_FLW,✓,BI1202,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_BLR_B2_FLW_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.92Z UTC
@p:ubcv:r:23d4fb72-ffaa7c28 Ponderosa West Unsorted Points PON_WEST_FC404_HCV,"","",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"",TL3,✓,PON_WEST_FC404_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:49:01-07:00 Los_Angeles,"","",317540,2019-01-18T06:29:05-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:49:39.812-07:00 Los_Angeles,2019-01-23T16:53:18.029-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC404_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.986Z UTC
@p:ubcv:r:23d4fca5-6fe45294 Ponderosa West Unsorted Points PON_WEST_HRV3_HCV,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL54,✓,PON_WEST_HRV3_HCV,"","","",✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:55:38-07:00 Los_Angeles,"","",129483,2019-01-17T01:14:49-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:57:26.261-07:00 Los_Angeles,2019-01-23T16:52:57.759-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO8,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_HRV3_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.069Z UTC
@p:ubcv:r:23d4fcac-10081af3 Ponderosa West Unsorted Points PON_WEST_DC01_UNIT_EN,"","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"",TL40,✓,PON_WEST_DC01_UNIT_EN,"","","",✓,"",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"","","","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:24-07:00 Los_Angeles,"","",1610,2019-01-17T15:44:36-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:58:02.907-07:00 Los_Angeles,2019-01-23T16:53:05.56-08:00 Los_Angeles,"","",Enable Cmd,"",BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0e-5f12cf73 .+_EN(_TL)?,"",PON_WEST_DC01_UNIT_EN_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:03.936Z UTC
@p:ubcv:r:23d4f831-60d9f81c Ponderosa West Unsorted Points PON_WEST_SUPPLY_HP_FLOW_BTU_TL_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL626,✓,PON_WEST_SUPPLY_HP_FLOW_BTU_TL_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",44318,2019-01-14T01:13:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.599-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_HP_FLOW_BTU_TL_AV,✓,AV626,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_HP_FLOW_BTU_W08_TL,Los_Angeles,L/s,"","","","","",2020-05-07T12:20:49.942Z UTC
