id,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,consumption,cur,curConvert,curStatus,curVal,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,primaryLoop,quantityID,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,submeterAdd,temp,tlName,toTag,tz,unit,unknownConn,utilityPoint,volume,water,mod
@p:ubcv:r:25547e6e-27662cd5 Osborne Unsorted Points OCA1TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL87,✓,OCA1TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.446-07:00 Los_Angeles,"",OCA1TM3,✓,AV28,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_87,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.789Z UTC
@p:ubcv:r:25547744-51f221e8 Osborne Unsorted Points OCA1MOD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL43,✓,OCA1MOD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-06T14:00:03-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [131] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",350,2019-10-31T14:19:59-07:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:51.051-07:00 Los_Angeles,"",OCA1MOD,✓,AV15,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_43,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.127Z UTC
@p:ubcv:r:25547744-7a2f4a59 Osborne Unsorted Points OCA1PE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL273,✓,OCA1PE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-30T13:08:50-07:00 Los_Angeles,"","","",9,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.266-07:00 Los_Angeles,"",OCA1PE,✓,BV21,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_273,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.493Z UTC
@p:ubcv:r:25547744-efba6741 Osborne Unsorted Points OCA1OV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL256,✓,OCA1OV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:23-07:00 Los_Angeles,"","","",221949,2019-11-05T08:09:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.462-07:00 Los_Angeles,"",OCA1OV,✓,AV76,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_256,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.202Z UTC
@p:ubcv:r:25547744-40fe7b48 Osborne Unsorted Points OCA2TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL169,✓,OCA2TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.478-07:00 Los_Angeles,"",OCA2TM3,✓,AV59,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_169,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.793Z UTC
@p:ubcv:r:263d6ce4-6702f46c Osborne Unsorted Points OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL284,"",OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",1335,2020-04-28T18:15:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.494-07:00 Los_Angeles,"",OCA1MRST,"",AV17,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",304200_TrendLog_284,✓,Los_Angeles,_,"","","","",2020-04-30T11:03:00.13Z UTC
@p:ubcv:r:25547744-bf656945 Osborne Unsorted Points OCA2MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL121,✓,OCA2MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",560,2019-10-31T16:11:58-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.51-07:00 Los_Angeles,"",OCA2MK,✓,AV43,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_121,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.236Z UTC
@p:ubcv:r:25547744-1d4655b6 Osborne Unsorted Points OCA1SF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL279,✓,OCA1SF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:04-07:00 Los_Angeles,"","","",440,2019-11-04T08:32:08-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.523-07:00 Los_Angeles,"",OCA1SF,✓,BO3,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",OCA1SF_TL,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.488Z UTC
@p:ubcv:r:25547744-6593ef31 Osborne Unsorted Points OCR101,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL177,✓,OCR101,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.54-07:00 Los_Angeles,"",OCR101,✓,AI4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_177,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.614Z UTC
@p:ubcv:r:263b76dd-b0dc10c3 Osborne Elec Main Meter Power,"","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,"",ok,28.078493118286133kW,$equipRef $navName,"",✓,"","","",@p:ubcv:r:2124b7f0-b4d06b2c Osborne Elec Main Meter,"",@p:ubcv:r:21697fca-0e009e6f Osborne Utilities,✓,5kW,15min,"",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",322438,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","",Number,"","",Power,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Osborne_431.Elec_Power,✓,✓,"",✓,"",116,✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,92,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","","",Los_Angeles,kW,"",✓,"","",2020-05-12T08:00:09.869Z UTC
@p:ubcv:r:25547e6e-ecd2099e Osborne Unsorted Points OCA1P05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL52,✓,OCA1P05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:23-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.555-07:00 Los_Angeles,"",OCA1P05,✓,AV19,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_52,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.794Z UTC
@p:ubcv:r:25547744-35db59b7 Osborne Unsorted Points OCA2I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL114,✓,OCA2I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.571-07:00 Los_Angeles,"",OCA2I07,✓,AV40,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_114,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.795Z UTC
@p:ubcv:r:25547744-667523be Osborne Unsorted Points OCA1DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL15,✓,OCA1DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:21-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:38-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.587-07:00 Los_Angeles,"",OCA1DBS,✓,AV4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_15,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.617Z UTC
@p:ubcv:r:25547744-1e83d36f Osborne Unsorted Points OCA1EF2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL23,✓,OCA1EF2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:05-07:00 Los_Angeles,"","","",348,2019-11-01T14:22:45-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.603-07:00 Los_Angeles,"",OCA1EF2,✓,BO1,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_23,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.487Z UTC
@p:ubcv:r:25547e6e-6b888a55 Osborne Unsorted Points OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL47,✓,OCA1MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-17T15:42:46-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [132] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",191935,2019-11-05T08:39:40-08:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:51.013-07:00 Los_Angeles,"",OCA1MRST,✓,AV17,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_47,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.796Z UTC
@p:ubcv:r:25547744-26cf4fd6 Osborne Unsorted Points OCA1DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL14,✓,OCA1DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:22:52-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:38-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.943-07:00 Los_Angeles,"",OCA1DBS,✓,AV4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_14,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.117Z UTC
@p:ubcv:r:25547744-2178992d Osborne Unsorted Points OCA2VI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL262,✓,OCA2VI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.619-07:00 Los_Angeles,"",OCA2VI,✓,AV82,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_262,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.262Z UTC
@p:ubcv:r:25547744-db1b89b7 Osborne Unsorted Points OCA2TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL168,✓,OCA2TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",605339,2019-11-05T09:51:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.634-07:00 Los_Angeles,"",OCA2TM3,✓,AV59,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_168,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.259Z UTC
@p:ubcv:r:25547744-b595df53 Osborne Unsorted Points OCA2SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL161,✓,OCA2SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-16T14:55:32-07:00 Los_Angeles,"","","",9,2019-10-25T11:19:46-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.278-07:00 Los_Angeles,"",OCA2SVFD,✓,BV15,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_161,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.509Z UTC
@p:ubcv:r:21dffdae-f272955e Osborne Heating Plant $bmsName,@p:ubcv:r:ref,"",✓,"",@p:ubcv:r:ref,"",✓,"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:21dffdae-51f0df31 Osborne Heating Plant,"",@p:ubcv:r:21dff50a-81d61250 Osborne Hydronic Systems,✓,0.5°C,10min,"","","","",cov,"","",ok,"",✓,Number,"",✓,Leaving Water Temp,"",AI10,"","","",✓,"","",✓,"",✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","",✓,"","",Los_Angeles,°C,✓,"","",✓,2020-02-03T20:00:22.476Z UTC
@p:ubcv:r:25547744-8c630dca Osborne Unsorted Points OCA2MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL124,✓,OCA2MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:27-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:44-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.65-07:00 Los_Angeles,"",OCA2MO,✓,AV44,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_124,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.8Z UTC
@p:ubcv:r:263b76dc-463d3770 Osborne Elec Main Meter Energy,"","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,"",ok,5617694kWh,$equipRef $navName,"",✓,✓,"","",@p:ubcv:r:2124b7f0-b4d06b2c Osborne Elec Main Meter,"",@p:ubcv:r:21697fca-0e009e6f Osborne Utilities,✓,"",15min,"",2020-05-12T15:45:00-07:00 Los_Angeles,"","",consumption,319741,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","",Energy,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Osborne_431.Elec_Energy,✓,✓,"","","",10393,✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,92,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","","",Los_Angeles,kWh,"",✓,"","",2020-05-04T19:39:55.496Z UTC
@p:ubcv:r:25547744-dd05c8a3 Osborne Unsorted Points OCA2CO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL103,✓,OCA2CO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T03:22:02-07:00 Los_Angeles,"","","",16626,2019-11-04T18:01:19-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.666-07:00 Los_Angeles,"",OCA2CO,✓,AV35,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_103,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.228Z UTC
@p:ubcv:r:25547744-fde1b0a1 Osborne Unsorted Points OCA2LT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL116,✓,OCA2LT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-17T14:47:34-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [40] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",191914,2019-11-05T08:09:43-08:00 Los_Angeles,fault,"","",Bool,2020-05-10T22:25:50.974-07:00 Los_Angeles,"",OCA2LT,✓,BI2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_116,"",Los_Angeles,"","","","","",2020-02-12T22:12:46.858Z UTC
@p:ubcv:r:25547744-826f81fc Osborne Unsorted Points OCA1DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL17,✓,OCA1DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.682-07:00 Los_Angeles,"",OCA1DK,✓,AV5,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_17,"",Los_Angeles,Pa,"","","","",2020-04-09T19:01:56.624Z UTC
@p:ubcv:r:25547744-b1f1b0d2 Osborne Unsorted Points OCA2VP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL263,✓,OCA2VP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.698-07:00 Los_Angeles,"",OCA2VP,✓,AV83,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_263,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.263Z UTC
@p:ubcv:r:25547744-eae18c9e Osborne Unsorted Points OCA1BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL2,✓,OCA1BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:05-07:00 Los_Angeles,"","","",339,2019-11-04T19:01:01-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.714-07:00 Los_Angeles,"",OCA1BO,✓,AV0,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_2,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.113Z UTC
@p:ubcv:r:25547744-cfbf5404 Osborne Unsorted Points OCA2SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL157,✓,OCA2SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:07-07:00 Los_Angeles,"","","",52431,2019-11-04T15:33:11-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.73-07:00 Los_Angeles,"",OCA2SFO,✓,AV55,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_157,"",Los_Angeles,Hz,"","","","",2020-04-30T11:03:00.255Z UTC
@p:ubcv:r:25547744-6b352d83 Osborne Unsorted Points OCA1RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL58,✓,OCA1RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:41-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:32.746-07:00 Los_Angeles,"",OCA1RFA,✓,BV5,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_58,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.495Z UTC
@p:ubcv:r:25547744-8eb60495 Osborne Unsorted Points OCA2MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL130,✓,OCA2MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-07T13:27:37-07:00 Los_Angeles,"","","",1823,2019-11-01T14:08:47-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.745-07:00 Los_Angeles,"",OCA2MRST,✓,AV48,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_130,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.241Z UTC
@p:ubcv:r:25547e6e-14f2b352 Osborne Unsorted Points OCA1TM1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL85,✓,OCA1TM1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.761-07:00 Los_Angeles,"",OCA1TM1,✓,AV27,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_85,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.808Z UTC
