id,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,consumption,cur,curConvert,curStatus,curVal,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,primaryLoop,quantityID,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,submeterAdd,temp,tlName,toTag,tz,unit,unknownConn,utilityPoint,volume,water,mod
@p:ubcv:r:25547744-393331a3 Osborne Unsorted Points OCVA5CO2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL233,✓,OCVA5CO2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:31-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:48-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.081-07:00 Los_Angeles,"",OCVA5CO2,✓,AI11,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_233,"",Los_Angeles,ppm,"","","","",2020-04-09T19:01:56.651Z UTC
@p:ubcv:r:25547744-3f4db619 Osborne Unsorted Points OCA2DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL107,✓,OCA2DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-07T13:00:07-07:00 Los_Angeles,"","","",2950,2019-11-01T19:33:06-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.1-07:00 Los_Angeles,"",OCA2DK,✓,AV37,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_107,"",Los_Angeles,Pa,"","","","",2020-04-30T11:03:00.23Z UTC
@p:ubcv:r:25547744-50fcabc9 Osborne Unsorted Points OCA2SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL162,✓,OCA2SVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.116-07:00 Los_Angeles,"",OCA2SVFD,✓,BV15,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_162,"",Los_Angeles,"","","","","",2020-02-12T22:07:32.203Z UTC
@p:ubcv:r:25547744-52633d18 Osborne Unsorted Points OCVA1HDB,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL185,✓,OCVA1HDB,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:30-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:47-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.132-07:00 Los_Angeles,"",OCVA1HDB,✓,BV16,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_185,"",Los_Angeles,"","","","","",2020-02-12T22:05:03.25Z UTC
@p:ubcv:r:25547e6e-0c2ccf8d Osborne Unsorted Points OCA1RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL56,✓,OCA1RE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:24-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:41-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.148-07:00 Los_Angeles,"",OCA1RE,✓,BV4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_56,"",Los_Angeles,"","","","","",2020-02-12T22:12:22.486Z UTC
@p:ubcv:r:25547744-f3b4d739 Osborne Unsorted Points OCA1TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL88,✓,OCA1TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-10T14:16:14-07:00 Los_Angeles,"","","",595,2019-11-02T01:35:25-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.33-07:00 Los_Angeles,"",OCA1TMN,✓,AV29,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_88,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.216Z UTC
@p:ubcv:r:25547744-6e45c54a Osborne Unsorted Points OCA1TA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL81,✓,OCA1TA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T13:19:23-07:00 Los_Angeles,"","","",409,2019-11-02T00:54:55-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.345-07:00 Los_Angeles,"",OCA1TA,✓,AV25,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_81,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.212Z UTC
@p:ubcv:r:25547744-e6131c4b Osborne Unsorted Points OCA1TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL86,✓,OCA1TM3,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:05-07:00 Los_Angeles,"","","",602473,2019-11-05T09:51:37-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.163-07:00 Los_Angeles,"",OCA1TM3,✓,AV28,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_86,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.215Z UTC
@p:ubcv:r:25547e6e-9119c730 Osborne Unsorted Points OCA2BN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL98,✓,OCA2BN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221922,2019-11-05T08:39:43-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.178-07:00 Los_Angeles,"",OCA2BN,✓,BV9,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_98,"",Los_Angeles,"","","","","",2020-02-12T22:12:23.425Z UTC
@p:ubcv:r:25547744-b422258e Osborne Unsorted Points OCA1MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL39,✓,OCA1MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:05-07:00 Los_Angeles,"","","",452,2019-10-31T18:34:49-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.194-07:00 Los_Angeles,"",OCA1MK,✓,AV13,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_39,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.125Z UTC
@p:ubcv:r:25547744-dc1f8142 Osborne Unsorted Points OCA2CDS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL267,✓,OCA2CDS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.21-07:00 Los_Angeles,"",OCA2CDS,✓,AV87,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_267,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.227Z UTC
@p:ubcv:r:25547e6e-0d1e5e9c Osborne Unsorted Points OCA1MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL42,✓,OCA1MO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221922,2019-11-05T08:39:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.226-07:00 Los_Angeles,"",OCA1MO,✓,AV14,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_42,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.82Z UTC
@p:ubcv:r:25547744-170668b1 Osborne Unsorted Points OCA2SP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL159,✓,OCA2SP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:06:37-07:00 Los_Angeles,"","","",2302,2019-10-31T11:58:13-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.362-07:00 Los_Angeles,"",OCA2SP,✓,AI3,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_159,"",Los_Angeles,Pa,"","","","",2020-04-30T11:02:59.564Z UTC
@p:ubcv:r:25547e6e-eeb3881a Osborne Unsorted Points OCA1RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL59,✓,OCA1RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:24-07:00 Los_Angeles,"","","",221922,2019-11-05T08:40:53-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.242-07:00 Los_Angeles,"",OCA1RFA,✓,BV5,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_59,"",Los_Angeles,"","","","","",2020-02-12T22:08:01.306Z UTC
@p:ubcv:r:25547e6e-0e792904 Osborne Unsorted Points OCA1I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL30,✓,OCA1I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221922,2019-11-05T08:39:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.258-07:00 Los_Angeles,"",OCA1I07,✓,AV9,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_30,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.824Z UTC
@p:ubcv:r:25547e6e-ec191dda Osborne Unsorted Points OCA1TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL89,✓,OCA1TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221921,2019-11-05T08:40:54-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.274-07:00 Los_Angeles,"",OCA1TMN,✓,AV29,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_89,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.661Z UTC
@p:ubcv:r:25547744-507be725 Osborne Unsorted Points OCA1EF2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL24,✓,OCA1EF2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221947,2019-11-05T08:09:39-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.29-07:00 Los_Angeles,"",OCA1EF2,✓,BO1,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_24,"",Los_Angeles,"","","","","",2020-02-12T22:07:13.171Z UTC
@p:ubcv:r:25547744-7db656c8 Osborne Unsorted Points OCA2TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL171,✓,OCA2TMN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.306-07:00 Los_Angeles,"",OCA2TMN,✓,AV60,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_171,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.662Z UTC
@p:ubcv:r:25547744-d2a006cc Osborne Unsorted Points OCA2I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL111,✓,OCA2I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:43-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.009-07:00 Los_Angeles,"",OCA2I05,✓,AV39,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_111,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.232Z UTC
@p:ubcv:r:25547744-9f405ad0 Osborne Unsorted Points OCA2PK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL277,✓,OCA2PK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.02-07:00 Los_Angeles,"",OCA2PK,✓,AV115,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_277,"",Los_Angeles,Pa,"","","","",2020-04-30T11:03:00.249Z UTC
@p:ubcv:r:25547744-bea04771 Osborne Unsorted Points OCA2ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL110,✓,OCA2ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","MIN OA,FREE CLG",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.322-07:00 Los_Angeles,"",OCA2ECM,✓,BV10,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_110,"",Los_Angeles,"","","","","",2020-02-12T22:06:43.87Z UTC
@p:ubcv:r:25547744-4c6ce666 Osborne Unsorted Points OCVA5VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL241,✓,OCVA5VRT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:31-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:48-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.343-07:00 Los_Angeles,"",OCVA5VRT,✓,AV70,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_241,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.831Z UTC
@p:ubcv:r:25547744-40e77b78 Osborne Unsorted Points OCA2BP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL260,✓,OCA2BP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.358-07:00 Los_Angeles,"",OCA2BP,✓,AV80,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_260,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.226Z UTC
@p:ubcv:r:25547e6e-5c956d2b Osborne Unsorted Points OCA1TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL83,✓,OCA1TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221922,2019-11-05T08:40:54-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.375-07:00 Los_Angeles,"",OCA1TD,✓,AV26,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_83,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.667Z UTC
@p:ubcv:r:25547744-344a780e Osborne Unsorted Points OCA2DS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL108,✓,OCA2DS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:23-07:00 Los_Angeles,"","","",2397,2019-10-31T11:43:10-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.394-07:00 Los_Angeles,"",OCA2DS,✓,AV38,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_108,"",Los_Angeles,Pa,"","","","",2020-04-30T11:03:00.231Z UTC
@p:ubcv:r:25547744-739372a3 Osborne Unsorted Points OCA1SE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL68,✓,OCA1SE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-27T15:33:51-07:00 Los_Angeles,"","","",4,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.373-07:00 Los_Angeles,"",OCA1SE,✓,BV3,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_68,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.497Z UTC
@p:ubcv:r:21eac53e-e675fe8b Osborne Heating Plant $bmsName,@p:ubcv:r:ref,"",✓,"",@p:ubcv:r:ref,"",✓,"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:21dffdae-51f0df31 Osborne Heating Plant,"",@p:ubcv:r:21dff50a-81d61250 Osborne Hydronic Systems,✓,5kW,10min,"","","","",cov,"","",ok,"",✓,Number,"","",Power,"",AI5,"","","",✓,"",✓,✓,"",✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","","","",Los_Angeles,kW,✓,"","",✓,2020-02-03T20:00:22.488Z UTC
@p:ubcv:r:2124b93c-5a898c5b Osborne Water Submeters Water Submeter 2 $bmsName,"","","","",@p:ubcv:r:23060489-d61f5459 ION DB,"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:22e26634-79ff8fee Osborne Water Submeters Water Submeter 2,"",@p:ubcv:r:21697fca-0e009e6f Osborne Utilities,✓,"","","",2020-05-12T03:15:00-07:00 Los_Angeles,"","","",319566,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","",Consumption,"","","","","",✓,"","","",10396,✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,92,@p:ubcv:r:23060489-d61f5459 ION DB,✓,✓,"","","","",Los_Angeles,m³,"","",✓,✓,2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:25547e6e-970896a4 Osborne Unsorted Points OCA1SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL76,✓,OCA1SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221922,2019-11-05T08:40:54-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.409-07:00 Los_Angeles,"",OCA1SFO,✓,AV24,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_76,"",Los_Angeles,Hz,"","","","",2020-04-09T19:01:56.669Z UTC
@p:ubcv:r:25547744-03c32f99 Osborne Unsorted Points OCA2SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL154,✓,OCA2SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.425-07:00 Los_Angeles,"",OCA2SFA,✓,BV14,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_154,"",Los_Angeles,"","","","","",2020-02-12T22:05:29.16Z UTC
@p:ubcv:r:25547e6e-9c91863a Osborne Unsorted Points APO_304200_TL_251,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL251,✓,APO_304200_TL_251,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","","","","","","","",ok,"","","",2020-05-12T15:49:35.48-07:00 Los_Angeles,"",APO_304200_TL_251,✓,"","","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_251,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.516Z UTC
@p:ubcv:r:25547744-33a0c98d Osborne Unsorted Points OCA2PO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL276,✓,OCA2PO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",20749,2019-11-04T05:13:06-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.722-07:00 Los_Angeles,"",OCA2PO,✓,AV114,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_276,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.25Z UTC
