id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bypass,capacity,chilled,close,cmd,co,co2,condenser,connRef,cool,cooling,covTest,cur,curConvert,curStatus,curVal,current,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,emergency,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,header,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,hvac,inMind,kind,lastSynced,lastTagged,leaving,level,lowLim,max,min,mixed,mode,motion,navName,noTagMatch,objectId,occ,occumancy,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,pool,power,pressure,primaryLoop,primarySide,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondaryLoop,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,uv,valve,vavMode,volt,voltage,volume,water,waterMeterLoad,zone,zones,mod
@p:ubcv:r:2220c121-be002b80 Aquatic Centre Rm 182A EF-12 AqC_EF12_S_BV,"","",✓,"","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"",TL96,✓,AqC_EF12_S_BV,"","","","","","","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220de79-73bd1859 Aquatic Centre Rm 182A EF-12,✓,✓,✓,"","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-01-08T08:04:18-08:00 Los_Angeles,"","","",20,2017-05-10T00:42:18-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:07:36.262-07:00 Los_Angeles,2018-11-28T16:32:35.705-08:00 Los_Angeles,"","","","","","","","","Exhaust Fan Run ","",BV19,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220de79-5097d892 Aquatic Centre Rm 182A,✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","","","",AqC_EF12_S_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:54:44.568Z UTC
@p:ubcv:r:22174bde-8c4557af Aquatic Centre Leisur Pool P14 AqC_LSR_PL_PP14_S_BV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL741,✓,AqC_LSR_PL_PP14_S_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P14,@p:ubcv:r:22399d46-dda54b36 Aquatic Centre Leisur Pool,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-03-20T11:35:33-07:00 Los_Angeles,"","","",160,2017-09-13T12:37:38-07:00 Los_Angeles,ok,"",✓,"","","",Bool,2020-05-12T11:05:28.783-07:00 Los_Angeles,2018-11-28T16:32:39.525-08:00 Los_Angeles,"","","","","","","","",Run Status,"",BV56,"","","","","","","","",✓,"","","","","","",✓,"","","",✓,"","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23ee302d-7106181c .+_P(B|P|CH)\d+\w?\w?_S(TATUS|_BV|_AV)?(_TL)?,"","","","","",AqC_LSR_PL_PP14_S_BV_COV_TL,Los_Angeles,"","","","","","","","",✓,"","","",2020-05-12T11:03:27.244Z UTC
@p:ubcv:r:2220c120-31413646 Aquatic Centre Rm 120 EF-08 AqC_EF08_SPD~~,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL117,✓,AqC_EF08_SPD~~,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220de79-27727b39 Aquatic Centre Rm 120 EF-08,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T11:01:11-07:00 Los_Angeles,"","","",571314,2018-02-21T09:18:34-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:39.815-07:00 Los_Angeles,2018-11-28T16:32:50.871-08:00 Los_Angeles,"","","","","","","","",AqC_EF08_SPD~~,✓,AO3703,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220de79-540a2534 Aquatic Centre Rm 120,"","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_EF08_VFD_SPD_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-30T13:07:27.815Z UTC
@p:ubcv:r:22174bdc-43225d11 Aquatic Centre Unsorted Points AqC_WM7_MTR_THIS_YEAR,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1188,✓,AqC_WM7_MTR_THIS_YEAR,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:04:51-07:00 Los_Angeles,"","","",575761,2018-02-14T05:38:51-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:32.386-07:00 Los_Angeles,2018-11-28T16:32:48.985-08:00 Los_Angeles,"","","","","","","","",AqC_WM7_MTR_THIS_YEAR,✓,AV358,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_WM7_MTR_THIS_YEAR_POLL_TL,Los_Angeles,L,"","","","","","","","","","","",2020-04-09T19:02:43.142Z UTC
@p:ubcv:r:26077816-0156f4b4 Aquatic Centre Unsorted Points AqC_OAT,"","",✓,"","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL5,"",AqC_OAT,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T10:59:52-07:00 Los_Angeles,"","","",16325,2020-03-16T18:30:04-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:08.642-07:00 Los_Angeles,"","","","","","","","","",Outside Air Temp,"",AI1201,"","","","","","",✓,"",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,"","",✓,"","",AqC_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","","","","","",2020-04-09T19:02:42.071Z UTC
@p:ubcv:r:22174bdd-7b5c9de2 Aquatic Centre Pool-50M AqC_50M_PL_SURGE_TANK_NWL_SP,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL648,✓,AqC_50M_PL_SURGE_TANK_NWL_SP,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-5d679db3 Aquatic Centre Pool-50M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:48-07:00 Los_Angeles,"","","",575261,2018-02-14T06:11:57-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:33.973-07:00 Los_Angeles,2019-01-23T16:53:19.888-08:00 Los_Angeles,"",✓,"","","","","","",Surge Tank Water Level Sp,"",AV136,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"",✓,"","","",@p:ubcv:r:23e65d0f-f0f5019d .+_SURGE_TANK_NWL_SP(_TL)?,"","","","","",AqC_50M_PL_SURGE_TANK_NWL_SP_POLL_TL,Los_Angeles,cm,"","","","","","","",✓,"","","",2020-04-09T19:02:43.143Z UTC
@p:ubcv:r:22174975-f1407ee5 Aquatic Centre AHU-04 AqC_AHU4_SAP_OFFSET_ADJUST,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL361,✓,AqC_AHU4_SAP_OFFSET_ADJUST,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba74-002dff36 Aquatic Centre AHU-04,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:29-07:00 Los_Angeles,"","","",575440,2018-02-14T05:09:23-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:43.508-07:00 Los_Angeles,2018-11-28T16:32:28.019-08:00 Los_Angeles,"","","","","","","","",AqC_AHU4_SAP_OFFSET_ADJUST,✓,AV81,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU4_SAP_OFFSET_ADJUST_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","","",2020-04-30T13:07:27.981Z UTC
@p:ubcv:r:22174be0-648541ca Aquatic Centre AHU-03 AqC_AHU3_BSMT_DISP_SA_AFLW_AV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL149,✓,AqC_AHU3_BSMT_DISP_SA_AFLW_AV,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:42-07:00 Los_Angeles,"","","",576679,2018-02-14T06:02:35-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.002-07:00 Los_Angeles,2019-01-23T16:53:04.942-08:00 Los_Angeles,"","","","","","","","",AqC_AHU3_BSMT_DISP_SA_AFLW_AV,✓,AV106,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU3_BSMT_DISP_SA_AFLW_AV_POLL_TL,Los_Angeles,L/s,"","","","","","","","","","","",2020-04-09T19:02:42.073Z UTC
@p:ubcv:r:25bc8791-62054ba1 Aquatic Centre Unsorted Points AqC_AHU2_VFD_GENERAL_ALARM_BV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL711,"",AqC_AHU2_VFD_GENERAL_ALARM_BV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","","","","","","","",ok,"","","","","",Bool,2020-05-12T11:01:37.006-07:00 Los_Angeles,"","","","","","","","","",AqC_AHU2_VFD_GENERAL_ALARM_BV,✓,BV163,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU2_VFD_GENERAL_ALARM_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.25Z UTC
@p:ubcv:r:22174bdb-4e207a3a Aquatic Centre Pool-25M P-3 PP03 AqC_25M_PL_PP03_VFD_MOTOR_VOLTAGE,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1040,✓,AqC_25M_PL_PP03_VFD_MOTOR_VOLTAGE,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","",✓,"","","","","","",PP03,@p:ubcv:r:223ab8f2-5e28c69d Aquatic Centre Pool-25M P-3,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:05:06-07:00 Los_Angeles,"","","",576026,2018-02-14T06:23:19-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:36.671-07:00 Los_Angeles,2019-01-23T16:52:56.658-08:00 Los_Angeles,"","","","","","","","",Voltage,"",AV1031,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:2441263b-bcbf367c .+_MOTOR_VOLTAGE(_TL)?,"","","","","",AqC_25M_PL_PP03_VFD_MOTOR_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","",✓,✓,"","","","","",2020-04-09T19:02:43.146Z UTC
@p:ubcv:r:22174bde-f7dbbbfb Aquatic Centre Unsorted Points AqC_WFCP_WF6_PP34_ENAB_BV_MUXED_CP770500,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL756,✓,AqC_WFCP_WF6_PP34_ENAB_BV_MUXED_CP770500,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-04T13:59:00-07:00 Los_Angeles,"","","",1488,2018-02-09T20:57:45-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:05:29.401-07:00 Los_Angeles,2018-11-28T16:32:38.069-08:00 Los_Angeles,"","","","","","","","",AqC_WFCP_WF6_PP34_ENAB_BV_MUXED_CP770500,✓,BV71,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_WFCP_WF6_PP34_ENAB_BV_MUXED_CP770500_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:57.799Z UTC
@p:ubcv:r:22174bde-e8b37305 Aquatic Centre Pool-50M AqC_50M_PL_DCW_VLV_S,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL778,✓,AqC_50M_PL_DCW_VLV_S,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-5d679db3 Aquatic Centre Pool-50M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:44-07:00 Los_Angeles,"","","",575525,2018-02-14T05:51:08-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:30.609-07:00 Los_Angeles,2018-11-28T16:32:30.863-08:00 Los_Angeles,"","","","","","","","",AqC_50M_PL_DCW_VLV_S,✓,AI4603,"","","","","","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_50M_PL_DCW_VLV_S_POLL_TL,Los_Angeles,A,"","","","","","","","","","","",2020-04-09T19:02:43.147Z UTC
@p:ubcv:r:2220c121-b4da6834 Aquatic Centre other Rm FF-4 AqC_FF4_C,"","",✓,"","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"",TL80,✓,AqC_FF4_C,"","","","",✓,"","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","OFF,ON","",@p:ubcv:r:2220de79-b19bc65c Aquatic Centre other Rm FF-4,✓,"",✓,"","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-04-27T06:56:39-07:00 Los_Angeles,"","","",6440,2018-01-26T09:08:43-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:07:36.364-07:00 Los_Angeles,2019-01-23T16:52:50.939-08:00 Los_Angeles,"","","","","","","","",Discharge Fan Run Cmd,"",BO1203,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220de79-e1a0bada Aquatic Centre other Rm,✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-f5c975bd .+_FF\d+_(FF_)?(FAN_)?C(_TL)?,"","","","","",AqC_FF4_C_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:54:36.095Z UTC
@p:ubcv:r:22174be1-60e8cf9a Aquatic Centre AHU-03 AqC_AHU3_HCV_AV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL246,✓,AqC_AHU3_HCV_AV,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"",✓,✓,"","",✓,"","","",2020-05-12T11:00:57-07:00 Los_Angeles,"","","",576812,2018-02-14T05:40:35-08:00 Los_Angeles,ok,"",✓,"","","",Number,2020-05-12T11:01:09.458-07:00 Los_Angeles,2019-01-23T16:53:27.911-08:00 Los_Angeles,"","","","","","","","",Heating Valve Cmd,"",AV65,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","","","",AqC_AHU3_HCV_AV_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-09T19:02:42.077Z UTC
@p:ubcv:r:22174975-00d9af2e Aquatic Centre AHU-04 AqC_AHU4_CO2_SP,"","",✓,"","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL354,✓,AqC_AHU4_CO2_SP,"","","","","","",✓,"","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba74-002dff36 Aquatic Centre AHU-04,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:35-07:00 Los_Angeles,"","","",575801,2018-02-14T05:10:41-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:43.514-07:00 Los_Angeles,2019-01-23T16:53:25.502-08:00 Los_Angeles,"","","","","","","","",Zone CO2 Sp,"",AV75,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"",✓,"","","",@p:ubcv:r:23e65d0f-1ce11af9 (.+_)?AHU.+_CO2_SP(_TL)?,"","","","","",AqC_AHU4_CO2_SP_POLL_TL,Los_Angeles,ppm,"","","","","","","","","",✓,✓,2020-04-30T13:07:27.954Z UTC
@p:ubcv:r:22174bdb-c34ff2ca Aquatic Centre Hot Tub P-7 AqC_HOT_TUB_PP07_VFD_kWh,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1058,✓,AqC_HOT_TUB_PP07_VFD_kWh,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","",✓,"","","",@p:ubcv:r:2287600a-9fd6879e Aquatic Centre Hot Tub P-7,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:05:19-07:00 Los_Angeles,"","","",575687,2018-02-14T06:23:13-08:00 Los_Angeles,ok,✓,"","","","",Number,2020-05-12T11:05:38.498-07:00 Los_Angeles,2019-01-23T16:53:04.15-08:00 Los_Angeles,"","","","","","","","",Energy,"",AV1049,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-401f02be .+_kWh(\(Total\))?(_TL)?,"","","","","",AqC_HOT_TUB_PP07_VFD_kWh_POLL_TL,Los_Angeles,kWh,"","","","","","","","","","","",2020-04-09T19:02:43.148Z UTC
@p:ubcv:r:22174976-352773e7 Aquatic Centre Unsorted Points AqC_P8A_VFD_POWER,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL570,✓,AqC_P8A_VFD_POWER,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:01:15-07:00 Los_Angeles,"","","",576265,2018-02-14T05:11:02-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:41.468-07:00 Los_Angeles,2019-01-23T16:52:56.995-08:00 Los_Angeles,"","","","","","","","",Power,"",AV557,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","","","",AqC_P8A_VFD_POWER_POLL_TL,Los_Angeles,kW,"","","","","","","","","","","",2020-04-30T13:07:28.166Z UTC
@p:ubcv:r:22174bdc-a923605b Aquatic Centre DES Connection HX-5 AqC_DHW_HX5_FLW_CO_POLL_TL,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1202,✓,AqC_DHW_HX5_FLW_CO_POLL_TL,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2230985d-b2214129 Aquatic Centre DES Connection HX-5,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:05:11-07:00 Los_Angeles,"","","",575882,2018-02-14T06:06:54-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:38.503-07:00 Los_Angeles,2018-11-28T16:32:38.465-08:00 Los_Angeles,"","","","","","","","",AqC_DHW_HX5_FLW_CO_POLL_TL,✓,LP49,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:28.399Z UTC
@p:ubcv:r:22174974-87f03bb1 Aquatic Centre Cooling Plant AqC_CHS_P9AB_BYP_V,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL115,✓,AqC_CHS_P9AB_BYP_V,✓,"","","",✓,"","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",P9AB,@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:00:55-07:00 Los_Angeles,"","","",576006,2018-02-14T05:10:54-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:38.63-07:00 Los_Angeles,2019-01-23T16:53:10.569-08:00 Los_Angeles,"","","","","","","","",Bypass Valve Cmd,"",AO3503,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-182246ff .+_BYP_V(_TL)?,"","","","","",AqC_CHS_P9AB_BYP_V_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-30T13:07:27.812Z UTC
@p:ubcv:r:22174be1-2635d4b1 Aquatic Centre AHU-03 AqC_AHU3_PL_CEILING_SAD_SP,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL265,✓,AqC_AHU3_PL_CEILING_SAD_SP,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:47-07:00 Los_Angeles,"","","",575961,2018-02-14T05:40:35-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.254-07:00 Los_Angeles,2018-11-28T16:32:31.063-08:00 Los_Angeles,"","","","","","","","",AqC_AHU3_PL_CEILING_SAD_SP,✓,AV82,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU3_PL_CEILING_SAD_SP_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:42.079Z UTC
