id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,energy,entering,enum,equipName,equipRef,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,outside,point,power,pump,quantityID,return,run,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,water,zachName,zone,mod
@p:ubcv:r:25a64582-5d6e3474 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-34.RP027-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001949,"",JCL-NAE09/N2-A.DC-34.RP027-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.673-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-34.RP027-T,✓,AI3000941,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-34.RP027-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP027-T,"",2020-04-09T19:01:58.549Z UTC
@p:ubcv:r:25a64582-70a5fcda Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008124,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-C,✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",10,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"",✓,✓,Bool,2020-05-12T14:23:34.675-07:00 Los_Angeles,"","","","",Pump Run Cmd,"",BO3008112,"","",✓,"",✓,"","",✓,"","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-C.Trend1,Los_Angeles,"","",✓,1600.SHWS.P01-C,"",2020-04-08T18:50:12.978Z UTC
@p:ubcv:r:25a64582-566450e0 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 RP029 ZNVLV-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008122,"",JCL-NAE09/FC-2.FEC-006.1600 RP029 ZNVLV-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",10,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.677-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-006.1600 RP029 ZNVLV-C,✓,BO3008110,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-006.1600 RP029 ZNVLV-C.Trend1,Los_Angeles,"","","",1600.RP029.ZNVLV-C,"",2020-04-08T18:50:12.998Z UTC
@p:ubcv:r:25a64582-6e5c5dd9 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.Parameters.Average valve position (NV),"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008176,"",JCL-NAE09/FC-2.FEC-004.Parameters.Average valve position (NV),"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",12106,2020-01-05T23:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.678-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.Parameters.Average valve position (NV),✓,AV3008165,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.Parameters.Average valve position (NV).Trend1,Los_Angeles,%,"","",Average valve position (NV),"",2020-04-09T19:01:58.55Z UTC
@p:ubcv:r:25a64582-244dcb03 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-10.RP007-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001908,"",JCL-NAE09/N2-A.DC-10.RP007-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.68-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-10.RP007-T,✓,AI3000920,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-10.RP007-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP007-T,"",2020-04-09T19:01:58.551Z UTC
@p:ubcv:r:25a64582-98b33a10 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-103.F-ALM,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001054,"",JCL-NAE09/N2-A.DC-103.F-ALM,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Normal,Alarm","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",11,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.685-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-103.F-ALM,✓,BI3000225,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-103.F-ALM.Trend1,Los_Angeles,"","","",CS-ELEC.F-ALM,"",2020-04-08T18:52:43.692Z UTC
@p:ubcv:r:25a64582-692b1a9d Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.HWD-P,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007781,"",JCL-NAE09/FC-2.FEC-004.HWD-P,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.687-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.HWD-P,✓,AI3007761,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.HWD-P.Trend1,Los_Angeles,kPa,"","",1600.DES.HWD-P,"",2020-04-09T19:01:58.552Z UTC
@p:ubcv:r:25a64582-792b9309 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.HWS-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007775,"",JCL-NAE09/FC-2.FEC-004.HWS-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:23:34.689-07:00 Los_Angeles,✓,"","","",Leaving Hot Water Temp,"",AI3007755,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE09/FC-2.FEC-004.HWS-T.Trend1,Los_Angeles,°C,"",✓,1600.DES.HWS-T,"",2020-04-09T19:01:58.553Z UTC
@p:ubcv:r:25a64582-1909d175 Continuing Studies Unsorted Points P1 JCL-NAE09/FC-2.FEC-004.P1-S,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007789,"",JCL-NAE09/FC-2.FEC-004.P1-S,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","Off,On",P1,@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T13:26:15-07:00 Los_Angeles,"","",64,2019-10-05T16:50:36-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.692-07:00 Los_Angeles,"","","","",Run Status,"",BV3007768,"","",✓,"",✓,"","",✓,"",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE09/FC-2.FEC-004.P1-S.Trend1,Los_Angeles,"","","",1600.DES.P1-S,"",2020-05-12T11:03:27.798Z UTC
@p:ubcv:r:25a64582-fe6a13aa Continuing Studies Unsorted Points P1A JCL-NAE09/N2-A.DC-101.P1A-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001038,"",JCL-NAE09/N2-A.DC-101.P1A-C,✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","Off,On",P1A,@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",21,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"",✓,✓,Bool,2020-05-12T14:23:34.694-07:00 Los_Angeles,"","","","",Run Cmd,"",BO3000204,"","",✓,"",✓,"","",✓,"","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE09/N2-A.DC-101.P1A-C.Trend1,Los_Angeles,"","",✓,CS-HW.P1A-C,"",2020-05-12T11:03:27.816Z UTC
@p:ubcv:r:25a64582-2afb4b0a Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-5.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001174,"",JCL-NAE09/N2-A.DC-5.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.697-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000309,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-5.ZN-T.Trend1,Los_Angeles,°C,"","",VAV005.ZN-T,✓,2020-04-09T19:01:58.554Z UTC
@p:ubcv:r:25a64582-c5aaf282 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.SAF01-O,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007561,"",JCL-NAE09/FC-2.FEC-005.SAF01-O,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.699-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.SAF01-O,✓,AO3007543,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.SAF01-O.Trend1,Los_Angeles,%,"","",AHU-01.SAF01-O,"",2020-04-09T19:01:58.555Z UTC
@p:ubcv:r:25a64582-469c44bc Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.RP005-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001068,"",JCL-NAE09/N2-A.DC-35.RP005-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.701-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.RP005-T,✓,AI3000233,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.RP005-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP005-T,"",2020-04-09T19:01:58.556Z UTC
@p:ubcv:r:25a64582-9edfdc6b Continuing Studies Unsorted Points P1 JCL-NAE09/FC-2.FEC-004.P1-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007792,"",JCL-NAE09/FC-2.FEC-004.P1-C,✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","Off,On",P1,@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T13:25:40-07:00 Los_Angeles,"","",64,2019-10-05T16:50:32-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.704-07:00 Los_Angeles,"","","","",Run Cmd,"",BV3007770,"","",✓,"",✓,"","",✓,"","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE09/FC-2.FEC-004.P1-C.Trend1,Los_Angeles,"","","",1600.DES.P1-C,"",2020-05-12T11:03:27.894Z UTC
@p:ubcv:r:25a64582-71ec56e9 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-8.RP008-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001958,"",JCL-NAE09/N2-A.DC-8.RP008-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.705-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-8.RP008-T,✓,AI3000946,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-8.RP008-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP008-T,"",2020-04-09T19:01:58.557Z UTC
@p:ubcv:r:25a64582-3be5ba19 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.P1-HOA,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007786,"",JCL-NAE09/FC-2.FEC-004.P1-HOA,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Hand,Off,Auto","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-09T19:29:11-07:00 Los_Angeles,"","",9,2019-08-27T13:16:15-07:00 Los_Angeles,ok,"","",✓,Str,2020-05-12T14:23:34.707-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.P1-HOA,✓,MSV3007766,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.P1-HOA.Trend1,Los_Angeles,"","","",1600.DES.P1-HOA,"",2020-04-08T18:50:31.855Z UTC
@p:ubcv:r:25a64582-41f6def1 Continuing Studies Unsorted Points JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-5,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007692,"",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-5,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",12106,2020-01-05T23:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.71-07:00 Los_Angeles,"","","","",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-5,✓,AI3007686,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-5.Trend1,Los_Angeles,kW,"","",1600.Actual Power,"",2020-04-09T19:01:58.558Z UTC
@p:ubcv:r:25a64582-97d87d5a Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.P1-FAULT,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007787,"",JCL-NAE09/FC-2.FEC-004.P1-FAULT,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","No Fault,Over Current,Over Voltage,Ground Fault,Bypass Overload,Charging Switch,Emergency Stop,Saturation Trip,System Fault 8,Under Voltage,Input Line Super,Output Phase Super,System Fault 12,Drive Under Temp,Drive Over Temp,Motor Stalled,Motor Over Temp,Motor Underload,External Fault,Comm Bus Fault,Drive Fault","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-09T19:29:11-07:00 Los_Angeles,"","",9,2019-08-27T13:16:15-07:00 Los_Angeles,ok,"","",✓,Str,2020-05-12T14:23:34.713-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.P1-FAULT,✓,MSV3007767,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.P1-FAULT.Trend1,Los_Angeles,"","","",1600.DES.P1-FAULT,"",2020-04-08T18:50:31.804Z UTC
@p:ubcv:r:25a64582-46a123f0 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-24.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001612,"",JCL-NAE09/N2-A.DC-24.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.714-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000664,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-24.ZN-T.Trend1,Los_Angeles,°C,"","",VAV024.ZN-T,✓,2020-04-09T19:01:58.559Z UTC
@p:ubcv:r:25a64582-5636939e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.EAF29-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007571,"",JCL-NAE09/FC-2.FEC-005.EAF29-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.716-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.EAF29-C,✓,BO3007550,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.EAF29-C.Trend1,Los_Angeles,"","","",AHU-01.EAF29-C,"",2020-04-08T18:50:38.163Z UTC
@p:ubcv:r:25a64582-3c6fc629 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-16.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001427,"",JCL-NAE09/N2-A.DC-16.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.718-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000527,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-16.ZN-T.Trend1,Los_Angeles,°C,"","",VAV016.ZN-T,✓,2020-04-09T19:01:58.56Z UTC
@p:ubcv:r:25a64582-7fe9a72f Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-12.RP011-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001910,"",JCL-NAE09/N2-A.DC-12.RP011-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.72-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-12.RP011-T,✓,AI3000921,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-12.RP011-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP011-T,"",2020-04-09T19:01:58.561Z UTC
@p:ubcv:r:25a64582-25008460 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-36.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001862,"",JCL-NAE09/N2-A.DC-36.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.721-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000895,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-36.ZN-T.Trend1,Los_Angeles,°C,"","",VAV036.ZN-T,✓,2020-04-09T19:01:58.562Z UTC
