id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,energy,entering,enum,equipName,equipRef,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,outside,point,power,pump,quantityID,return,run,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,water,zachName,zone,mod
@p:ubcv:r:25a64582-4c08f0c2 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.Parameters.OCC-SCHEDULE,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007623,"",JCL-NAE09/FC-2.FEC-005.Parameters.OCC-SCHEDULE,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"","",182,2019-12-11T18:30:02-08:00 Los_Angeles,ok,"","",✓,Str,2020-05-12T14:23:34.534-07:00 Los_Angeles,"","","","",Scheduled Occupancy,"",MSV3007580,✓,"",✓,"","","","","",✓,"",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"",JCL-NAE09/FC-2.FEC-005.Parameters.OCC-SCHEDULE.Trend2,Los_Angeles,"","","",AHU-01.OCC-SCHEDULE,"",2020-04-08T18:50:35.262Z UTC
@p:ubcv:r:25a64582-385d863e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 SHWS RADLW-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008128,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADLW-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.535-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADLW-T,✓,AI3008116,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADLW-T.Trend1,Los_Angeles,°C,"","",1600.SHWS.RADLW-T,"",2020-04-09T19:01:58.476Z UTC
@p:ubcv:r:25a64582-15b25724 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.RLP-VLV,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001035,"",JCL-NAE09/N2-A.DC-101.RLP-VLV,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.537-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-101.RLP-VLV,✓,AO3000202,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-101.RLP-VLV.Trend1,Los_Angeles,%,"","",1600.RHWS.RADVLV-O,"",2020-04-09T19:01:58.477Z UTC
@p:ubcv:r:25a64582-f492a3d7 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.SAF01-A,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007563,"",JCL-NAE09/FC-2.FEC-005.SAF01-A,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Normal,Alarm","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",9,2019-09-20T00:24:37-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.538-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.SAF01-A,✓,BI3007544,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.SAF01-A.Trend1,Los_Angeles,"","","",AHU-01.SAF01-A,"",2020-04-08T18:50:37.98Z UTC
@p:ubcv:r:25a64582-b9da6261 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.RA3-DPR,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001026,"",JCL-NAE09/N2-A.DC-101.RA3-DPR,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.54-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-101.RA3-DPR,✓,AO3000196,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-101.RA3-DPR.Trend1,Los_Angeles,_,"","",CS-AHU1.RA3-DPR,"",2020-04-09T19:15:03.597Z UTC
@p:ubcv:r:25a64582-b6aaac4e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.MAD-O,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007566,"",JCL-NAE09/FC-2.FEC-005.MAD-O,✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","",✓,"","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.541-07:00 Los_Angeles,"","",✓,"",Mixed Air Damper Cmd,"",AO3007546,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE09/FC-2.FEC-005.MAD-O.Trend1,Los_Angeles,%,"","",AHU-01.MAD-O,"",2020-04-14T16:50:01.489Z UTC
@p:ubcv:r:25a64582-a20c746f Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 SHWS LHW-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008126,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS LHW-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.542-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS LHW-T,✓,AI3008114,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS LHW-T.Trend1,Los_Angeles,°C,"","",1600.SHWS.LHW-T,"",2020-04-09T19:01:58.48Z UTC
@p:ubcv:r:25a64582-43e11034 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.F22-23-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001069,"",JCL-NAE09/N2-A.DC-35.F22-23-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",200,2019-12-23T21:00:05-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.543-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.F22-23-C,✓,BO3000234,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.F22-23-C.Trend1,Los_Angeles,"","","",CS-EF.F22-23-C,"",2020-04-08T18:52:42.774Z UTC
@p:ubcv:r:25a64582-6a0e3176 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.RP002-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001062,"",JCL-NAE09/N2-A.DC-35.RP002-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.545-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.RP002-T,✓,AI3000230,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.RP002-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP002-T,"",2020-04-09T19:01:58.481Z UTC
@p:ubcv:r:25a64582-9e166a31 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-32.RP028-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001945,"",JCL-NAE09/N2-A.DC-32.RP028-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.548-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-32.RP028-T,✓,AI3000939,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-32.RP028-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP028-T,"",2020-04-09T19:01:58.482Z UTC
@p:ubcv:r:25a64582-df924163 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-13.RP013-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001912,"",JCL-NAE09/N2-A.DC-13.RP013-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.549-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-13.RP013-T,✓,AI3000922,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-13.RP013-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP013-T,"",2020-04-09T19:01:58.483Z UTC
@p:ubcv:r:25a64582-0e11ee10 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-28.RP023-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001937,"",JCL-NAE09/N2-A.DC-28.RP023-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.55-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-28.RP023-T,✓,AI3000935,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-28.RP023-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP023-T,"",2020-04-09T19:01:58.484Z UTC
@p:ubcv:r:25a64582-83a809f3 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-35.RP004-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001066,"",JCL-NAE09/N2-A.DC-35.RP004-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.552-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-35.RP004-T,✓,AI3000232,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-35.RP004-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP004-T,"",2020-04-09T19:01:58.485Z UTC
@p:ubcv:r:25a64582-4fee924b Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.SAF01-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007558,"",JCL-NAE09/FC-2.FEC-005.SAF01-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T11:01:31-07:00 Los_Angeles,"","",174,2020-01-02T05:40:02-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.553-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.SAF01-C,✓,BO3007541,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.SAF01-C.Trend1,Los_Angeles,"","","",AHU-01.SAF01-C,"",2020-04-08T18:50:39.022Z UTC
@p:ubcv:r:21dffdad-b81bcb4a Continuing Studies HW Main Meter Flow,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,AI4,"",✓,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,"",✓,L/h => L/s,ok,0L/s,"","","",$equipRef $navName,"","","","","","",@p:ubcv:r:21693dee-e0b76a42 Continuing Studies HW Main Meter,✓,@p:ubcv:r:21697fca-a27b68c3 Continuing Studies Utilities,"",✓,0.25L/s,10min,"",2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,131422,2018-01-03T14:30:00-08:00 Los_Angeles,ok,"",✓,"",Number,"","","","","",Flow,"","","","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","","",Los_Angeles,L/s,✓,✓,"","",2020-04-28T00:03:36.148Z UTC
@p:ubcv:r:25a64582-1425014c Continuing Studies Unsorted Points JCL-NAE09/Programming.CS.MISC.CS-MISC.COUNT,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3002247,"",JCL-NAE09/Programming.CS.MISC.CS-MISC.COUNT,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.554-07:00 Los_Angeles,"","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.COUNT,✓,AV3002032,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.COUNT.PointHistory,Los_Angeles,_,"","",COUNT,"",2020-04-09T19:15:03.599Z UTC
@p:ubcv:r:25a64582-4aefc84c Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-2.RP006-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001920,"",JCL-NAE09/N2-A.DC-2.RP006-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.555-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-2.RP006-T,✓,AI3000926,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-2.RP006-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP006-T,"",2020-04-09T19:01:58.487Z UTC
@p:ubcv:r:25a64582-f8e8b517 Continuing Studies Unsorted Points JCL-NAE09/Programming.AHU-01.Average zone temperature.Average zone temperature,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007424,"",JCL-NAE09/Programming.AHU-01.Average zone temperature.Average zone temperature,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",12106,2020-01-05T23:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.557-07:00 Los_Angeles,"","","","",JCL-NAE09/Programming.AHU-01.Average zone temperature.Average zone temperature,✓,AV3007423,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/Programming.AHU-01.Average zone temperature.Average zone temperature.Trend1,Los_Angeles,°C,"","",Average zone temperature,"",2020-04-09T19:01:58.488Z UTC
@p:ubcv:r:25a64582-a52ae5b1 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-20.RA2-DPR,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001923,"",JCL-NAE09/N2-A.DC-20.RA2-DPR,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.558-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-20.RA2-DPR,✓,AO3000928,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-20.RA2-DPR.Trend1,Los_Angeles,_,"","",CS-AHU1.RA2-DPR,"",2020-04-09T19:15:03.6Z UTC
@p:ubcv:r:25a64582-fbf9d71e Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-102.T-SPTP,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001047,"",JCL-NAE09/N2-A.DC-102.T-SPTP,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Normal,Alarm","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",11,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.56-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-102.T-SPTP,✓,BI3000215,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-102.T-SPTP.Trend1,Los_Angeles,"","","",CS-ELEC.T-SPTP,"",2020-04-08T18:52:43.389Z UTC
@p:ubcv:r:25a64582-1c681f5f Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-7.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001220,"",JCL-NAE09/N2-A.DC-7.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.561-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000341,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-7.ZN-T.Trend1,Los_Angeles,°C,"","",VAV007.ZN-T,✓,2020-04-09T19:01:58.49Z UTC
@p:ubcv:r:25a64582-2f27135e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.P1-HZ,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007783,"",JCL-NAE09/FC-2.FEC-004.P1-HZ,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.563-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.P1-HZ,✓,AI3007763,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.P1-HZ.Trend1,Los_Angeles,Hz,"","",1600.DES.P1-HZ,"",2020-04-09T19:01:58.491Z UTC
@p:ubcv:r:25a64582-e1a4aae8 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.MA-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007554,"",JCL-NAE09/FC-2.FEC-005.MA-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.564-07:00 Los_Angeles,"","",✓,"",Mixed Air Temp,"",AI3007537,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-353853eb .+(\.|-| )MA\d?-T,✓,JCL-NAE09/FC-2.FEC-005.MA-T.Trend1,Los_Angeles,°C,"","",AHU-01.MA-T,"",2020-04-09T19:01:58.492Z UTC
@p:ubcv:r:25a64582-e0d71fc7 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-21.RP019-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001925,"",JCL-NAE09/N2-A.DC-21.RP019-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.566-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-21.RP019-T,✓,AI3000929,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-21.RP019-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP019-T,"",2020-04-09T19:01:58.493Z UTC
