id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,bypass,chilled,chiller,cmd,condenser,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,min,mixed,mixing,mode,mslMultiPts,mslNameMatch,mslOk,navName,newFixed,noTagMatch,objectId,occ,old,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preheat,pressure,primaryLoop,proj_1830_3W2W,pump,quantityID,reheat,reheating,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:228cc7bf-601b52f7 Michael Smith Unsorted Points JCL-NAE50/Programming.MS.HVAC.MS-LE.LE-ENA,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3013165,✓,"",JCL-NAE50/Programming.MS.HVAC.MS-LE.LE-ENA,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Disable,Enable","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-03-07T14:14:30-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [146] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",10,2017-11-23T11:22:54-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-12T10:09:44.408-07:00 Los_Angeles,2018-07-30T13:54:05.665-07:00 Los_Angeles,"","","","","","","","","","",JCL-NAE50/Programming.MS.HVAC.MS-LE.LE-ENA,"",✓,BV3009757,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,"","","","","","","","","","","",2020-05-08T12:01:34.805Z UTC
@p:ubcv:r:240c2c16-f30ac9ef Michael Smith Lab 275c SAV-2-77 JCL-NAE39/FCB-01.FAC-016.SAV-2-77 ZN-SP,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001029,✓,"",JCL-NAE39/FCB-01.FAC-016.SAV-2-77 ZN-SP,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3246-569da463 Michael Smith Lab 275c SAV-2-77,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62445,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.266-07:00 Los_Angeles,"","","","","","","","","","",✓,Zone Temp Effective Sp,"","",AV3000416,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25c3a-0c46cf58 Michael Smith Lab 275c,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,"",✓,JCL-NAE39/FCB-01.FAC-016.SAV-2-77 ZN-SP.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-275.SAV-2-77.ZN-SP,✓,2020-04-09T19:02:08.599Z UTC
@p:ubcv:r:24241de9-2f4dc8f5 Michael Smith Lab 275 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-275.AI-106004,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005949,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-275.AI-106004,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-52224da2 Michael Smith Lab 275 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39704,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.239-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-275.AI-106004,"",✓,AI3005423,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-2f0d804d Michael Smith Lab 275,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-275.AI-106004.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-275A.RA-T,"",2020-04-09T19:02:08.6Z UTC
@p:ubcv:r:23f5d38c-12fc7fdd Michael Smith Lab 251a SAV-2-05 JCL-NAE39/FCB-01.FAC-006.SAV-2-05 SA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000677,✓,"",JCL-NAE39/FCB-01.FAC-006.SAV-2-05 SA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:23f748d6-6c653249 Michael Smith Lab 251a SAV-2-05,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.271-07:00 Los_Angeles,2019-04-11T16:04:13.644-07:00 Los_Angeles,"","","","","","","","",✓,"",Discharge Air Flow,"","",AI3000137,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25840-c18a5f1f Michael Smith Lab 251a,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE39/FCB-01.FAC-006.SAV-2-05 SA-F.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-251.SAV-2-05.SA-F,"",2020-04-09T19:02:08.602Z UTC
@p:ubcv:r:22067804-8fef31a9 Michael Smith Heating Plant P04 JCL-NAE49/N2-A.DC-001.P04-S,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3001002,✓,"",JCL-NAE49/N2-A.DC-001.P04-S,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P04,@p:ubcv:r:228ca8a1-c8d2287a Michael Smith Heating Plant,"","","","",@p:ubcv:r:228ca8a1-3b65da47 Michael Smith Hydronic Systems,"","","","",✓,"","","",2019-09-18T06:41:25-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [210] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",60,2017-09-11T14:31:38-07:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T22:48:41.141-07:00 Los_Angeles,2018-12-07T09:45:29.103-08:00 Los_Angeles,"","","","","","","","","","",Run Status,"","",BI3000476,"","","","","","",✓,"","","","","","",✓,✓,"","","","","",✓,"","","",✓,✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE49/N2-A.DC-001.P04-S.Trend1,Los_Angeles,"","","","","","","","","","","",2020-05-12T11:03:27.758Z UTC
@p:ubcv:r:240c2c17-d048a206 Michael Smith Lab 371 GAV-3-42 JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002293,✓,"",JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240c3a96-e97d389e Michael Smith Lab 371 GAV-3-42,✓,"","",✓,@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62540,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.273-07:00 Los_Angeles,"","","","","","","","","","","",Exhaust Air Flow,"","",AI3001949,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-ac2aa320 Michael Smith Lab 371,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2538b70f-a0c67678 .+(\.|-| )GA-F,"","",JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-F.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-371.GAV-3-42.GA-F,"",2020-04-09T19:02:08.604Z UTC
@p:ubcv:r:228cc9d5-170cb539 Michael Smith Unsorted Points JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.VLV-CNT.Trend1,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3006440,✓,"",JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.VLV-CNT.Trend1,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-08-08T15:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [81] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",38112,2018-05-16T03:45:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T17:48:31.845-07:00 Los_Angeles,2018-07-30T13:54:05.651-07:00 Los_Angeles,"","","","","","","","",✓,"",JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.VLV-CNT.Trend1,"",✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,_,"","","","","","","","","","",2020-04-30T11:09:41.652Z UTC
@p:ubcv:r:240c2c18-bb67e87c Michael Smith Lab 105a SAV-1-06 JCL-NAE39/FCB-01.FAC-005.SAV-1-06 EFFHTG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3004069,✓,"",JCL-NAE39/FCB-01.FAC-005.SAV-1-06 EFFHTG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3245-95fd1cde Michael Smith Lab 105a SAV-1-06,"","","","",@p:ubcv:r:228ca8a1-c41ddc81 Michael Smith Floor 1,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62435,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.275-07:00 Los_Angeles,"","","","","","","","","","","",Zone Effective Heating Cmd,"","",AV3002699,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b26072-d236f3ab Michael Smith Lab 105a,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-64c011d8 .+(\.|-| )EFFHTG-O,"","",JCL-NAE39/FCB-01.FAC-005.SAV-1-06 EFFHTG-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-01.ZN-105.SAV-1-06.EFFHTG-O,✓,2020-04-09T19:02:08.606Z UTC
@p:ubcv:r:23f5d38c-48775bd0 Michael Smith Lab 255 SAV-2-15 JCL-NAE39/FCB-01.FAC-008.SAV-2-15 EFFHTG-SP,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000582,✓,"",JCL-NAE39/FCB-01.FAC-008.SAV-2-15 EFFHTG-SP,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3245-2a391a01 Michael Smith Lab 255 SAV-2-15,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.279-07:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Heating Sp,"","",AV3000050,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-bbe73e3b Michael Smith Lab 255,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE39/FCB-01.FAC-008.SAV-2-15 EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-255.SAV-2-15.EFFHTG-SP,✓,2020-04-09T19:02:08.607Z UTC
@p:ubcv:r:23f5d38d-817bf676 Michael Smith Lab 263b SAV-2-80 JCL-NAE39/FCB-01.FAC-011.SAV-2-80 SA-A,"",✓,✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000840,✓,"",JCL-NAE39/FCB-01.FAC-011.SAV-2-80 SA-A,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Normal,Alarm","",@p:ubcv:r:240b3246-b56a4d57 Michael Smith Lab 263b SAV-2-80,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-09T20:26:23-07:00 Los_Angeles,"","","",3915,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:46:25.257-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Fan Alarm,"","",BI3000265,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25a5a-74448ce1 Michael Smith Lab 263b,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:25869318-6a8078ea .+(\.|-| |_)SA-A,"","",JCL-NAE39/FCB-01.FAC-011.SAV-2-80 SA-A.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-286.SAV-2-80.SA-A,"",2020-04-08T18:55:22.884Z UTC
@p:ubcv:r:2566f1af-fc6df9d2 Michael Smith Unsorted Points P13 JCL-NAE50/FCB-02.FAC-004.P13-S,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3022725,"","",JCL-NAE50/FCB-02.FAC-004.P13-S,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P13,@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T08:10:49-07:00 Los_Angeles,"","","",166,2019-11-17T17:27:44-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:40:38.151-07:00 Los_Angeles,"","","","","","","","","","","",Run Status,"","",BI3022723,"","","","","","",✓,"","","","","","","",✓,"","","","","",✓,"","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE50/FCB-02.FAC-004.P13-S.Trend1,Los_Angeles,"","","","","","","","","",0830.CHWS.P13-S,"",2020-05-12T11:03:27.928Z UTC
@p:ubcv:r:23f5d38d-fba6ca20 Michael Smith Lab 263a SAV-2-45 JCL-NAE39/FCB-01.FAC-011.SAV-2-45 SAD-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000833,✓,"",JCL-NAE39/FCB-01.FAC-011.SAV-2-45 SAD-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3245-7a685ea4 Michael Smith Lab 263a SAV-2-45,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.289-07:00 Los_Angeles,2019-04-11T16:04:13.943-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Cmd,"","",AO3000253,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25a4a-c92dbfe3 Michael Smith Lab 263a,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2459fe31-850926c3 .+(\.|-| )SAD-(O|C),"","",JCL-NAE39/FCB-01.FAC-011.SAV-2-45 SAD-O.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-263.SAV-2-45.SAD-O,"",2020-04-09T19:02:08.611Z UTC
@p:ubcv:r:226b8812-d09fbd82 Michael Smith Cooling Plant JCL-NAE50/N2-A.DC-001.OA_T,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3003138,✓,"",JCL-NAE50/N2-A.DC-001.OA_T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2207795a-c019a3ce Michael Smith Cooling Plant,"","","","",@p:ubcv:r:228ca8a1-3b65da47 Michael Smith Hydronic Systems,"","","","",✓,"","","",2019-09-24T06:04:35-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [154] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",6512,2018-04-14T10:51:09-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-12T10:09:44.548-07:00 Los_Angeles,2018-12-07T09:45:29.101-08:00 Los_Angeles,"","","","","","","","","","",Outside Air Temp,"","",AI3001451,"","","","","",✓,✓,"","","","","","","","","","","","","","","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,"",Los_Angeles,°C,"","","","","","","","","","",2020-05-08T12:01:34.865Z UTC
@p:ubcv:r:23f5d38d-383e585d Michael Smith Lab 261 SAV-2-32 JCL-NAE39/FCB-01.FAC-010.ACSS 261-RESET,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000753,✓,"",JCL-NAE39/FCB-01.FAC-010.ACSS 261-RESET,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3246-a6f7e148 Michael Smith Lab 261 SAV-2-32,"","","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.293-07:00 Los_Angeles,"","","","",✓,"","","","","","",Discharge Air Flow Min Sp,"","",AI3000177,"","","","","","",✓,"",✓,"","","","","","","","","","",@p:ubcv:r:228ca8a1-9a16d6b0 Michael Smith Lab 261,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:24e7157a-b33cdf5e .+(\.|-| )ACSS \d+[A-Z]?-(RESET|Reset),"","",JCL-NAE39/FCB-01.FAC-010.ACSS 261-RESET.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-261.ACSS.261-RESET,"",2020-04-09T19:02:08.614Z UTC
@p:ubcv:r:24c20726-9aa8733d Michael Smith Lab 386 SAV-3-81 JCL-NAE39/FCB-02.FAC-011.SAV-3-81 EFFHTG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3008527,✓,"",JCL-NAE39/FCB-02.FAC-011.SAV-3-81 EFFHTG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:24c21076-caea8fcd Michael Smith Lab 386 SAV-3-81,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",42707,2019-07-16T13:10:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.295-07:00 Los_Angeles,"","","","","","","","","","","",Zone Effective Heating Cmd,"","",AV3001748,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:257ad670-0e34f431 Michael Smith Lab 386,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-64c011d8 .+(\.|-| )EFFHTG-O,"","",JCL-NAE39/FCB-02.FAC-011.SAV-3-81 EFFHTG-O.Trend1,Los_Angeles,%,"","","","","","","","","0830.AHU-01.ZN-375d,e.SAV-3-81.EFFHTG-O",✓,2020-04-09T19:02:08.615Z UTC
@p:ubcv:r:220b8cc0-81f05689 Michael Smith Cooling Plant P02 JCL-NAE50/N2-A.DC-001.P02-S.Trend2,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3014572,✓,"",JCL-NAE50/N2-A.DC-001.P02-S.Trend2,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P02,@p:ubcv:r:2207795a-c019a3ce Michael Smith Cooling Plant,"","","","",@p:ubcv:r:228ca8a1-3b65da47 Michael Smith Hydronic Systems,"","","","",✓,"","","",2019-09-24T18:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [193] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",52264,2018-02-05T02:00:00-08:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-12T10:09:44.607-07:00 Los_Angeles,2018-12-07T09:45:29.112-08:00 Los_Angeles,"","","","","","","","",✓,"",JCL-NAE50/N2-A.DC-001.P02-S.Trend2,"",✓,BI3001448,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,"","","","","","","","","","","",2020-05-08T12:01:34.884Z UTC
@p:ubcv:r:228cc7bd-58246dc5 Michael Smith Unsorted Points JCL-NAE50/N2-A.DC-012.ZN-T,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3003285,✓,"",JCL-NAE50/N2-A.DC-012.ZN-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",65070,2018-05-14T03:30:00-07:00 Los_Angeles,ok,"","","",✓,✓,Number,2020-05-12T15:40:38.378-07:00 Los_Angeles,2018-12-07T09:45:29.096-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"","",AI3001556,"","","","","","",✓,"","","","","","","","","","","","","","","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE50/N2-A.DC-012.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","","",MS-INTR.ZN-T,✓,2020-05-08T12:01:34.892Z UTC
@p:ubcv:r:228cc9d4-89868c65 Michael Smith AHU-06 JCL-NAE49/N2-A.DC-007.LDBK1-S,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3001110,✓,"",JCL-NAE49/N2-A.DC-007.LDBK1-S,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Open,Close","",@p:ubcv:r:22062343-2626ce12 Michael Smith AHU-06,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-04-03T10:45:45-07:00 Los_Angeles,"","","",35,2018-03-26T14:50:29-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:40:37.815-07:00 Los_Angeles,2018-07-30T13:54:05.7-07:00 Los_Angeles,"","","","","","","","","","",JCL-NAE49/N2-A.DC-007.LDBK1-S,"",✓,BI3000548,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-dd39a3a5 Michael Smith Elec Rm,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE49/N2-A.DC-007.LDBK1-S.Trend1,Los_Angeles,"","","","","","","","","",MS.ME.LDBK1-S,"",2020-04-30T11:09:41.748Z UTC
@p:ubcv:r:228cc9d4-2f0c3931 Michael Smith Unsorted Points JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.OFF-DLY,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3001435,✓,"",JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.OFF-DLY,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-08-08T15:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [237] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",40191,2018-05-14T03:45:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T22:48:41.121-07:00 Los_Angeles,2018-07-30T13:54:05.666-07:00 Los_Angeles,"","","","","","","","","","",JCL-NAE49/Programming.MS.CENTRAL.MS-PHW.OFF-DLY,"",✓,AV3001251,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,_,"","","","","","","","","","",2020-04-30T11:09:41.752Z UTC
