id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25c6d5f1-96297984 Orchard Commons AHU-03 P22 JCL-NAE54/FCB-01.FEC-052.P22-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3010342,"","",JCL-NAE54/FCB-01.FEC-052.P22-C,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","",",",P22,@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",2,2020-04-09T03:34:49-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.572-07:00 Los_Angeles,"","","","","","",Run Cmd,"",BO3010317,"","","","","","",✓,"","","","","",✓,"","",✓,"","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE54/FCB-01.FEC-052.P22-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-05-12T11:03:27.776Z UTC
@p:ubcv:r:238b4bac-0ce104ef Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-053.AI-5,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008609,"",✓,JCL-NAE54/FCB-02.VND-053.AI-5,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.348-07:00 Los_Angeles,2018-11-25T13:45:23.261-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-053.AI-5,✓,AI3006471,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-053.AI-5.Trend1,"",Los_Angeles,°C,"","","","","","",HRV-5.SUP_TMP_ST1,"",2020-04-09T19:02:17.085Z UTC
@p:ubcv:r:2481a02d-2799477e Orchard Commons Rm HRV6-2002 Wifi Count,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","",✓,"",557.FLR2.HRV6-2002,"","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","",✓,"","","","",0,"","","","",$siteRef $navName,"","","","","","","","","","","","","","","","",@p:ubcv:r:2481a02c-bb59d4a0 Orchard Commons Wifi,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"","",cov,83235,2019-05-29T12:55:12-07:00 Los_Angeles,"","","","","",Number,"","","","","","","",Rm HRV6-2002 Wifi Count,"","",✓,"","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","","","",Los_Angeles,"","","","","",✓,655,"","",2020-02-27T23:27:04.804Z UTC
@p:ubcv:r:263d6e8f-cf70e13d Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Controller2.Accumulator-2.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015573,"","",JCL-NAE53/BACnet IP1.Controller2.Accumulator-2.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-cf70e13d ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Controller2.Accumulator-2.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:45.074-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Controller2.Accumulator-2.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Controller2.Accumulator-2.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.274Z UTC
@p:ubcv:r:238b4bac-89c3e8a6 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-050.AI-10,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008447,"",✓,JCL-NAE54/FCB-02.VND-050.AI-10,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.35-07:00 Los_Angeles,2018-11-25T13:45:23.418-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-050.AI-10,✓,AI3006408,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-050.AI-10.Trend1,"",Los_Angeles,°C,"","","","","","",AHU-1.RET_TMP_RT1,"",2020-04-09T19:02:17.086Z UTC
@p:ubcv:r:22fe3fc3-da8e827a Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-009.EFFCLG-SP,✓,"","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3003970,"",✓,JCL-NAE53/FCB-01.FEC-009.EFFCLG-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:50:09-07:00 Los_Angeles,"","","",241,2018-08-24T13:28:12-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:07.988-07:00 Los_Angeles,2018-12-07T09:45:29.751-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3003073,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE53/FCB-01.FEC-009.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-110.EFFCLG-SP,✓,2020-05-01T11:12:53.853Z UTC
@p:ubcv:r:238b4bac-b7d6a6fb Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-052.AO-13,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008561,"",✓,JCL-NAE54/FCB-02.VND-052.AO-13,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.352-07:00 Los_Angeles,2018-11-25T13:45:23.45-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-052.AO-13,✓,AO3006456,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-052.AO-13.Trend1,"",Los_Angeles,%,"","","","","","",AHU-6.HOT_WC_SIGNAL_HCS,"",2020-04-09T19:02:17.088Z UTC
@p:ubcv:r:22ff2d76-4972d095 Orchard Commons AHU-03 JCL-NAE54/FCB-01.VND-052.AI-7.Trend2,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008944,"",✓,JCL-NAE54/FCB-01.VND-052.AI-7.Trend2,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-12T14:34:51-07:00 Los_Angeles,"","","",11883,2018-08-05T11:17:26-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.576-07:00 Los_Angeles,2018-12-07T09:45:28.67-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-052.AI-7.Trend2,✓,AI3006355,"","","","",✓,"",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:20.31Z UTC
@p:ubcv:r:263d6e8f-c6a5d9f0 Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-3.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015588,"","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-3.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-c6a5d9f0 ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-3.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:45.082-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-3.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-3.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.312Z UTC
@p:ubcv:r:238b4b68-ded7c6c1 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-037.BI-76,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004173,"",✓,JCL-NAE55/FCB-01.VND-037.BI-76,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Inactive,Active","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T12:58:14-07:00 Los_Angeles,"","","",881,2018-11-20T17:41:21-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:47:41.526-07:00 Los_Angeles,2018-11-25T13:45:23.812-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-037.BI-76,✓,BI3003357,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-037.BI-76.Trend1,"",Los_Angeles,"","","","","","","",KHRV-1.Hood 93R AlarmHiTemp,"",2020-04-08T18:50:27.647Z UTC
@p:ubcv:r:22fe3f26-835c282e Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-024.DHWT5-T,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004147,"",✓,JCL-NAE53/FCB-01.FEC-024.DHWT5-T,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60620,2018-08-08T05:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.976-07:00 Los_Angeles,2018-08-12T08:44:57.194-07:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-024.DHWT5-T,✓,AI3003232,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-024.DHWT5-T.Trend1,"",Los_Angeles,°C,"","","","","","",HX-6-8.DHWT5-T,"",2020-05-01T11:12:53.646Z UTC
@p:ubcv:r:22fe4080-66c1c48c Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-007.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003583,"",✓,JCL-NAE55/FCB-01.FEC-007.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T12:55:50-07:00 Los_Angeles,"","","",419,2018-08-09T12:39:16-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.381-07:00 Los_Angeles,2018-12-07T09:45:29.884-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3002909,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE55/FCB-01.FEC-007.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-114.EFFCLG-SP,✓,2020-04-09T19:02:17.426Z UTC
@p:ubcv:r:238b4bf1-e055de09 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VDN-028.Running Hours,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3016840,"",✓,JCL-NAE53/FCB-01.VDN-028.Running Hours,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"","","",76158,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:09.078-07:00 Los_Angeles,2018-11-25T13:45:23.52-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VDN-028.Running Hours,✓,AV3016839,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VDN-028.Running Hours.Trend1,"",Los_Angeles,h,"","","","","","",Running Hours,"",2020-05-01T11:12:53.917Z UTC
@p:ubcv:r:22fdfb49-16459a29 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-057.ZN2-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008244,"",✓,JCL-NAE54/FCB-02.FEC-057.ZN2-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60655,2018-08-08T00:15:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.357-07:00 Los_Angeles,2018-12-07T09:45:29.439-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3006338,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE54/FCB-02.FEC-057.ZN2-T.Trend1,"",Los_Angeles,°C,"","","","","","","Lounge 3101,5101.ZN2-T",✓,2020-04-09T19:02:17.094Z UTC
@p:ubcv:r:22fe3ff2-9a8bf476 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VMA-047.EFFHTG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008125,"",✓,JCL-NAE54/FCB-02.VMA-047.EFFHTG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T11:30:05-07:00 Los_Angeles,"","","",941,2018-08-03T22:30:07-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.583-07:00 Los_Angeles,2018-12-07T09:45:29.995-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3006245,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE54/FCB-02.VMA-047.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-407.EFFHTG-SP,✓,2020-04-09T19:02:17.095Z UTC
@p:ubcv:r:238b4baa-b3e70366 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-034.CLG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007021,"",✓,JCL-NAE54/FCB-01.FEC-034.CLG-O,"",✓,✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2019-05-09T14:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [77] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",15963,2018-11-23T03:45:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T01:13:13.27-07:00 Los_Angeles,2018-12-07T09:45:31.098-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AV3005283,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","","","",Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-14T16:50:03.225Z UTC
@p:ubcv:r:238b4bac-864854a1 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VND-053.AI-3,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008410,"",✓,JCL-NAE54/FCB-01.VND-053.AI-3,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.359-07:00 Los_Angeles,2018-11-25T13:45:23.419-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-053.AI-3,✓,AI3006371,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.VND-053.AI-3.Trend1,"",Los_Angeles,%,"","","","","","",HRV-6.OUT_HUM_OH1,"",2020-04-09T19:02:17.096Z UTC
@p:ubcv:r:238b4bf1-f089f37f Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-021.HP1-RW-T (From EM-03),"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004836,"",✓,JCL-NAE53/FCB-01.FEC-021.HP1-RW-T (From EM-03),"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50515,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.985-07:00 Los_Angeles,2018-11-25T13:45:23.523-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-021.HP1-RW-T (From EM-03),✓,AV3003741,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-021.HP1-RW-T (From EM-03).Trend1,"",Los_Angeles,°C,"","","","","","",HW-CHW.HP1-RW-T (From EM-03),"",2020-05-01T11:12:53.889Z UTC
@p:ubcv:r:22fe407a-289ff178 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-013.DA-T,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003676,"",✓,JCL-NAE55/FCB-01.FEC-013.DA-T,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",89562,2018-08-08T09:10:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:42.32-07:00 Los_Angeles,2018-12-07T09:45:29.798-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3002994,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE55/FCB-01.FEC-013.DA-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-219.DA-T,"",2020-04-09T19:02:17.432Z UTC
@p:ubcv:r:238b4b68-f3f0ad78 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-036.AI-5,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004342,"",✓,JCL-NAE55/FCB-01.VND-036.AI-5,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",74929,2018-11-23T07:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:42.322-07:00 Los_Angeles,2018-11-25T13:45:23.634-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-036.AI-5,✓,AI3003460,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-036.AI-5.Trend1,"",Los_Angeles,°C,"","","","","","",HRV-2.SUP_TMP_ST1,"",2020-04-09T19:02:17.433Z UTC
@p:ubcv:r:25c6d5f1-10596825 Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-042.OCC-S,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007153,"","",JCL-NAE54/FCB-01.FEC-042.OCC-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,Unoccupied","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-04-24T13:07:40-07:00 Los_Angeles,"","","",871,2020-01-30T11:06:55-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.589-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-042.OCC-S,✓,BV3005400,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-042.OCC-S.Trend1,"",Los_Angeles,"","","","","","","",FC-402.OCC-S,"",2020-04-08T18:49:40.542Z UTC
