id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22fe3fc3-2fe09c9e Orchard Commons Unsorted Points JCL-NAE53/FCB-02.FEC-010.EFFCLG-SP,✓,"","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004534,"",✓,JCL-NAE53/FCB-02.FEC-010.EFFCLG-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:50:09-07:00 Los_Angeles,"","","",130,2018-08-17T01:06:24-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:07.996-07:00 Los_Angeles,2018-12-07T09:45:29.929-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3003553,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE53/FCB-02.FEC-010.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-2002.EFFCLG-SP,✓,2020-05-01T11:12:54.039Z UTC
@p:ubcv:r:25c6d5f1-adc3e682 Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-043.HTG-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007184,"","",JCL-NAE54/FCB-01.FEC-043.HTG-C,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-03T11:16:38-07:00 Los_Angeles,"","","",669,2020-01-30T07:00:09-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.591-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-043.HTG-C,✓,BO3005429,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-043.HTG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:49:38.672Z UTC
@p:ubcv:r:22fdf5b5-74e3f6ef Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-029.ZN-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006921,"",✓,JCL-NAE54/FCB-01.VMA-029.ZN-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60614,2018-08-07T23:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.369-07:00 Los_Angeles,2018-12-07T09:45:29.454-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005200,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE54/FCB-01.VMA-029.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-209.ZN-T,✓,2020-04-09T19:02:17.105Z UTC
@p:ubcv:r:238b4bf0-f46c7615 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VND-048.Volume Total,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004364,"",✓,JCL-NAE53/FCB-01.VND-048.Volume Total,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50941,2018-11-22T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.989-07:00 Los_Angeles,2018-11-25T13:45:23.63-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VND-048.Volume Total,✓,AV3003422,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VND-048.Volume Total.Trend1,"",Los_Angeles,L,"","","","","","",Energy Meter DHW Vantage.Volume Total,"",2020-05-01T11:12:54.001Z UTC
@p:ubcv:r:238b4bac-015cba06 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VND-053.AI-13,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008408,"",✓,JCL-NAE54/FCB-01.VND-053.AI-13,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.37-07:00 Los_Angeles,2018-11-25T13:45:23.422-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-053.AI-13,✓,AI3006369,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.VND-053.AI-13.Trend1,"",Los_Angeles,inH₂O,"","","","","","",HRV-6.OUTSIDE_PREFILTER_DIF_PRES_SPP,"",2020-04-09T19:02:17.107Z UTC
@p:ubcv:r:22fe3ff1-1188e195 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-039.EFFHTG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007106,"",✓,JCL-NAE54/FCB-01.VMA-039.EFFHTG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T11:30:08-07:00 Los_Angeles,"","","",948,2018-08-03T23:00:10-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.594-07:00 Los_Angeles,2018-12-07T09:45:29.826-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3005361,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE54/FCB-01.VMA-039.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-303.EFFHTG-SP,✓,2020-04-09T19:02:17.106Z UTC
@p:ubcv:r:22fe3ff2-7cc99230 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-054.ZNT-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008188,"",✓,JCL-NAE54/FCB-02.FEC-054.ZNT-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",27,2018-09-14T09:03:26-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.596-07:00 Los_Angeles,2018-12-07T09:45:29.983-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV3006294,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,"",JCL-NAE54/FCB-02.FEC-054.ZNT-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-232.ZNT-SP,✓,2020-04-09T19:02:17.109Z UTC
@p:ubcv:r:238b4bab-46f3dbcc Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-038.OAD-O,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007956,"",✓,JCL-NAE54/FCB-02.FEC-038.OAD-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.374-07:00 Los_Angeles,2018-12-07T09:45:31.844-08:00 Los_Angeles,"","","","","",Outside Air Damper Cmd,"",AO3006101,"","","","","",✓,✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-0cd986e0 .+(\.|-| )OAD-O,"","",JCL-NAE54/FCB-02.FEC-038.OAD-O.Trend1,"",Los_Angeles,%,"","","","","","",FC-409.OAD-O,"",2020-04-14T16:50:00.016Z UTC
@p:ubcv:r:238b4bf1-bcdf27c9 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VDN-033.Running Hours,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3016850,"",✓,JCL-NAE53/FCB-01.VDN-033.Running Hours,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"","","",76158,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:09.079-07:00 Los_Angeles,2018-11-25T13:45:23.519-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VDN-033.Running Hours,✓,AV3016849,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VDN-033.Running Hours.Trend1,"",Los_Angeles,h,"","","","","","",Running Hours,"",2020-05-01T11:12:53.952Z UTC
@p:ubcv:r:22fe3fc3-812da532 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-007.EFFCLG-SP,✓,"","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3003938,"",✓,JCL-NAE53/FCB-01.FEC-007.EFFCLG-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:50:09-07:00 Los_Angeles,"","","",190,2018-08-24T13:28:12-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:07.998-07:00 Los_Angeles,2018-12-07T09:45:29.755-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3003041,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE53/FCB-01.FEC-007.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-108.EFFCLG-SP,✓,2020-05-01T11:12:53.845Z UTC
@p:ubcv:r:238b4bf0-15e37668 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VND-054.Motor Voltage,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004415,"",✓,JCL-NAE53/FCB-01.VND-054.Motor Voltage,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50515,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.992-07:00 Los_Angeles,2018-11-25T13:45:23.67-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VND-054.Motor Voltage,✓,AV3003470,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VND-054.Motor Voltage.Trend1,"",Los_Angeles,A,"","","","","","",P-29 Integration.Motor Voltage,"",2020-05-01T11:12:54.028Z UTC
@p:ubcv:r:238b4bf0-63d4daaa Orchard Commons Unsorted Points JCL-NAE53/FCB-02.FEC-039.CLG-O,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004666,"",✓,JCL-NAE53/FCB-02.FEC-039.CLG-O,"",✓,✓,"",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50516,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.994-07:00 Los_Angeles,2018-12-07T09:45:31.277-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AV3003675,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE53/FCB-02.FEC-039.CLG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-228.CLG-DMD,"",2020-05-01T11:12:54.063Z UTC
@p:ubcv:r:238b4b68-86c8508a Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-011.ZN-CO2,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3005079,"",✓,JCL-NAE55/FCB-01.FEC-011.ZN-CO2,"","","",✓,@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",75736,2018-11-22T17:10:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:42.332-07:00 Los_Angeles,2018-11-25T13:45:24.031-08:00 Los_Angeles,"","","","","",Zone Co2,"",AI3005078,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:2546362f-380a024c .+(\.|-| )ZN-CO2,"","",JCL-NAE55/FCB-01.FEC-011.ZN-CO2.Trend1,"",Los_Angeles,ppm,"","","","","","",AHU4-5-ZN2-CO2,✓,2020-04-09T19:02:17.438Z UTC
@p:ubcv:r:25f78fa2-9b7fb2a3 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-029.CLG-C,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003933,"","",JCL-NAE55/FCB-01.FEC-029.CLG-C,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:43:40-07:00 Los_Angeles,"","","",118,2020-03-08T18:43:53-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:47:41.531-07:00 Los_Angeles,"","","","","","",JCL-NAE55/FCB-01.FEC-029.CLG-C,✓,BO3003204,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.FEC-029.CLG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:52:40.566Z UTC
@p:ubcv:r:22fe4081-54ac1173 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-009.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003614,"",✓,JCL-NAE55/FCB-01.FEC-009.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T12:55:50-07:00 Los_Angeles,"","","",395,2018-08-05T01:52:11-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.385-07:00 Los_Angeles,2018-12-07T09:45:29.8-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3002940,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE55/FCB-01.FEC-009.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-116.EFFCLG-SP,✓,2020-04-09T19:02:17.439Z UTC
@p:ubcv:r:238b4bac-dbc4b3fc Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VND-052.AI-4,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008358,"",✓,JCL-NAE54/FCB-01.VND-052.AI-4,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.375-07:00 Los_Angeles,2018-11-25T13:45:23.532-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-052.AI-4,✓,AI3006352,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.VND-052.AI-4.Trend1,"",Los_Angeles,°C,"","","","","","",AHU-3.OUT_TMP_OT1,"",2020-04-09T19:02:17.111Z UTC
@p:ubcv:r:25c6d5f1-9f3c8acf Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-049.EF9-C,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008152,"","",JCL-NAE54/FCB-02.FEC-049.EF9-C,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,✓,✓,"","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:02-07:00 Los_Angeles,"","","",174,2020-01-27T05:00:01-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.602-07:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3006266,"","","","","","",✓,"","","","","","","","",✓,"","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE54/FCB-02.FEC-049.EF9-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:50:11.994Z UTC
@p:ubcv:r:238b4bf0-a98369bb Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VND-046.Energy Rate,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004350,"",✓,JCL-NAE53/FCB-01.VND-046.Energy Rate,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50941,2018-11-22T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.999-07:00 Los_Angeles,2018-11-25T13:45:23.626-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VND-046.Energy Rate,✓,AI3003408,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VND-046.Energy Rate.Trend1,"",Los_Angeles,kW,"","","","","","","Energy Meter DHW HX-6,7.Energy Rate","",2020-05-01T11:12:53.687Z UTC
@p:ubcv:r:238b4bac-582935eb Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-051.AO-13,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008509,"",✓,JCL-NAE54/FCB-02.VND-051.AO-13,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:27.382-07:00 Los_Angeles,2018-11-25T13:45:23.454-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-051.AO-13,✓,AO3006437,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-051.AO-13.Trend1,"",Los_Angeles,%,"","","","","","",AHU-2.HOT_WC_SIGNAL_HCS,"",2020-04-09T19:02:17.115Z UTC
@p:ubcv:r:238b4bab-918f5ba1 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-015.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007530,"",✓,JCL-NAE54/FCB-02.FEC-015.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:27.385-07:00 Los_Angeles,2018-12-07T09:45:32.024-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3005745,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.FEC-015.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-208.HTG-DMD,"",2020-04-09T19:02:17.116Z UTC
@p:ubcv:r:25f78fa2-f42982ed Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-019.AHU5-EN,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003769,"","",JCL-NAE55/FCB-01.FEC-019.AHU5-EN,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T14:00:02-07:00 Los_Angeles,"","","",200,2020-03-08T07:00:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:47:41.669-07:00 Los_Angeles,"","","","","","",JCL-NAE55/FCB-01.FEC-019.AHU5-EN,✓,BO3003079,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.FEC-019.AHU5-EN.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:52:53.196Z UTC
