id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:25a26824-130b8561 Wesbrook Building Unsorted Points WB_RAD_P2_SWT_SP,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL7,"",WB_RAD_P2_SWT_SP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:06:45.491-07:00 Los_Angeles,"",✓,"",Leaving Hot Water Temp Sp,"",AV89,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-8ea199af .+_(L|S)WT_SP(_TL)?,✓,WB_RAD_P2_SWT_SP_TL,Los_Angeles,°C,"","","",✓,"","","",2020-05-07T11:09:51.657Z UTC
@p:ubcv:r:25a26b40-029dbe3a Wesbrook Building Heating Plant 864_RAD_HE_07_VLV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL82,"",864_RAD_HE_07_VLV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.756-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO1404,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24009998-4a630210 .+_HEX?(_\d+[A-Z]?)?((_\d+)+)?_VLV(_TL)?,"",864_RAD_HE_07_VLV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.684Z UTC
@p:ubcv:r:25a26824-994d093d Wesbrook Building Unsorted Points WB_CHIL_CH1_CHWST_SP,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL112,"",WB_CHIL_CH1_CHWST_SP,"",✓,"","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:45.712-07:00 Los_Angeles,"",✓,"",Leaving Chilled Water Temp Sp,"",AV98,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-735e7346 .+_CHWST_SP(_AV)?(_TL)?,✓,WB_CHIL_CH1_CHWST_SP_TL,Los_Angeles,°C,"","","",✓,"","","",2020-05-07T11:09:51.667Z UTC
@p:ubcv:r:25a26824-cffeb87e Wesbrook Building Unsorted Points WB_AC_02_DSP_AV,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL97,"",WB_AC_02_DSP_AV,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:45.855-07:00 Los_Angeles,"","","",WB_AC_02_DSP_AV,✓,AV49,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_DSP_AV_POLL_TL,Los_Angeles,Pa,"","","","","","","",2020-05-07T11:09:51.677Z UTC
@p:ubcv:r:25a26824-561d5c40 Wesbrook Building Unsorted Points WB_AC_02_MAT_LL_SP,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL99,"",WB_AC_02_MAT_LL_SP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:45.918-07:00 Los_Angeles,"","","",WB_AC_02_MAT_LL_SP,✓,AV60,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_MAT_LL_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:51.691Z UTC
@p:ubcv:r:25a26ac7-ac6f4507 Wesbrook Building Heating Plant 864_AHU_04_RM300_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL58,"",864_AHU_04_RM300_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.768-07:00 Los_Angeles,"","","",Zone Temp,"",AI1802,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM300_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.685Z UTC
@p:ubcv:r:25a26b40-50cd9a38 Wesbrook Building Heating Plant 864_AHU_04_MAD,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL88,"",864_AHU_04_MAD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.776-07:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO2404,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:245cb36b-079a5e5e .+_MAD(_AV)?(_TL)?,"",864_AHU_04_MAD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.686Z UTC
@p:ubcv:r:25a26824-e65a6852 Wesbrook Building Unsorted Points WB_CHIL_CH1_OAT_LOCKOUT_BV,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL45,"",WB_CHIL_CH1_OAT_LOCKOUT_BV,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-12T19:34:04-07:00 Los_Angeles,"","","",140,2020-01-08T08:03:13-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:46.025-07:00 Los_Angeles,"","","",WB_CHIL_CH1_OAT_LOCKOUT_BV,✓,BV28,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CHIL_CH1_OAT_LOCKOUT_BV_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.7Z UTC
@p:ubcv:r:25a26b40-dd370fee Wesbrook Building Heating Plant 864_RAD_HE_05_P17_NORTH_PS,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL15,"",864_RAD_HE_05_P17_NORTH_PS,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-08T08:38:21-07:00 Los_Angeles,"","","",340,2019-12-29T15:16:14-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.787-07:00 Los_Angeles,"","","",864_RAD_HE_05_P17_NORTH_PS,✓,BI1507,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_RAD_HE5_PS_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:53:32.837Z UTC
@p:ubcv:r:25a265c3-c57d1d4d Wesbrook Building Unsorted Points WB_OAT_MUX,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL32,"",WB_OAT_MUX,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:41.437-07:00 Los_Angeles,"","","",WB_OAT_MUX,✓,AV1,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_OAT_MUX_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:08:44.101Z UTC
@p:ubcv:r:25a26824-9c18d18a Wesbrook Building Unsorted Points WB_AC_01_RA_CO2_AV,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL92,"",WB_AC_01_RA_CO2_AV,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:46.14-07:00 Los_Angeles,"","","",WB_AC_01_RA_CO2_AV,✓,AV38,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_01_RA_CO2_AV_POLL_TL,Los_Angeles,ppm,"","","","","","","",2020-05-07T11:09:51.71Z UTC
@p:ubcv:r:25a26b40-0c18eaa2 Wesbrook Building Heating Plant 864_AHU_04_RHC_12A_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL183,"",864_AHU_04_RHC_12A_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.806-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_04_RHC_12A_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.689Z UTC
@p:ubcv:r:25a26b40-7b9b8966 Wesbrook Building Heating Plant 864_AHU_04_C,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL121,"",864_AHU_04_C,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.813-07:00 Los_Angeles,"","","",864_AHU_04_C,✓,BO2201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_C_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:17.405Z UTC
@p:ubcv:r:263b76f9-215aff80 Wesbrook Building Water Main Meter Consumption,"","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"","",✓,"",ok,334949.6875m³,"","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:20a66b75-68a398d2 Wesbrook Building Water Main Meter,"","","","",@p:ubcv:r:21697fca-2c797ea8 Wesbrook Building Utilities,"",✓,"",15min,"",2020-05-13T09:00:00-07:00 Los_Angeles,"","",consumption,319776,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","","","",Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Wesbrook_864.Water_Volume,✓,"",✓,"","","","","",10394,"","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,99,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,m³,✓,"",✓,✓,"","","",2020-05-04T19:39:55.707Z UTC
@p:ubcv:r:25a26b40-9a5bedda Wesbrook Building Heating Plant FORECAST_TUESDAY_HIGH_OAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL160,"",FORECAST_TUESDAY_HIGH_OAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",541,2019-12-29T18:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.824-07:00 Los_Angeles,"","","",Outside Air Temp,"",AV434,"","","","",✓,✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,FORECAST_TUESDAY_HIGH_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.691Z UTC
@p:ubcv:r:25a26b40-cb80a83a Wesbrook Building Heating Plant 864_AHU_04_RHC_12B_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL184,"",864_AHU_04_RHC_12B_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.831-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3502,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_04_RHC_12B_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.692Z UTC
@p:ubcv:r:25a26b40-0156ba50 Wesbrook Building Heating Plant 864_AHU_04_RHC_11_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL182,"",864_AHU_04_RHC_11_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.852-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3404,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_04_RHC_11_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.694Z UTC
@p:ubcv:r:25a26b40-e6192441 Wesbrook Building HX-1 864_HX1_HWS_P01_VFD_FB,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL42,"",864_HX1_HWS_P01_VFD_FB,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634b966-c64cc42e Wesbrook Building HX-1,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.86-07:00 Los_Angeles,"","","",864_HX1_HWS_P01_VFD_FB,✓,AI1504,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_HX1_HWS_P01_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-23T20:50:35.608Z UTC
@p:ubcv:r:25a26b40-eac13c0b Wesbrook Building Heating Plant 864_AHU_01_MAD,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL19,"",864_AHU_01_MAD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.868-07:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO2302,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:245cb36b-079a5e5e .+_MAD(_AV)?(_TL)?,"",864_AHU_01_MAD_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.696Z UTC
@p:ubcv:r:25a26b40-27eb9018 Wesbrook Building Heating Plant 864_RAD_HE_04_HWST,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL45,"",864_RAD_HE_04_HWST,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.877-07:00 Los_Angeles,"",✓,"",Leaving Hot Water Temp,"",AI1604,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-90aebcb3 .+_HWST(_AV)?(_\d+)?(_TL)?,✓,864_RAD_HE_04_HWST_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-04-09T19:02:09.697Z UTC
@p:ubcv:r:25a26b40-6910fab8 Wesbrook Building Heating Plant 864_RAD_HE_06_HWRT,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL47,"",864_RAD_HE_06_HWRT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.893-07:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI1606,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-2ae762c1 .+_HWRT(_AV)?(_\d+)?(_TL)?,✓,864_RAD_HE_06_HWRT_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-04-09T19:02:09.699Z UTC
@p:ubcv:r:25a26ac7-376f218f Wesbrook Building Heating Plant 864_AHU_04_RM237_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL201,"",864_AHU_04_RM237_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.899-07:00 Los_Angeles,"","","",Zone Temp,"",AI3404,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM237_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.7Z UTC
@p:ubcv:r:25a26b40-a3fd451e Wesbrook Building Heating Plant 864_AHU_05_FZ,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL107,"",864_AHU_05_FZ,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.918-07:00 Los_Angeles,"","","",864_AHU_05_FZ,✓,BI2604,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_05_FZ_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:12.611Z UTC
@p:ubcv:r:25a26ac7-5088b521 Wesbrook Building Heating Plant 864_AHU_04_RHC_08_SAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL193,"",864_AHU_04_RHC_08_SAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.91-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3204,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,864_AHU_04_RHC_08_SAT_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.701Z UTC
