id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:25a26824-f5c404af Wesbrook Building Unsorted Points WB_AC_02_FZ,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL18,"",WB_AC_02_FZ,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:39:44-07:00 Los_Angeles,"","","",10,2019-06-19T12:55:21-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.429-07:00 Los_Angeles,"","","",WB_AC_02_FZ,✓,BI1304,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_FZ_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.861Z UTC
@p:ubcv:r:25a26b40-acdb5424 Wesbrook Building Heating Plant 864_AHU_04_S,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL105,"",864_AHU_04_S,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.361-07:00 Los_Angeles,"","","",864_AHU_04_S,✓,BI2403,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_S_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:21.046Z UTC
@p:ubcv:r:21e2d186-6e52fe22 Wesbrook Building HX-1 864_HX1_HWS_SRC_VLV_FB,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL37,✓,864_HX1_HWS_SRC_VLV_FB,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634b966-c64cc42e Wesbrook Building HX-1,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",244568,2018-01-03T22:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.375-07:00 Los_Angeles,2018-05-09T10:55:46.076-07:00 Los_Angeles,"","",864_HX1_HWS_SRC_VLV_FB,✓,AI1402,"","","","","",✓,"","","",✓,"","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_HX1_HWS_SRC_VLV_FB_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-23T20:50:35.608Z UTC
@p:ubcv:r:25a26b40-f9f86056 Wesbrook Building Heating Plant 864_AHU_01_VFD_C,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL119,"",864_AHU_01_VFD_C,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.39-07:00 Los_Angeles,"","","",864_AHU_01_VFD_C,✓,BO2103,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_01_VFD_C_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:15.636Z UTC
@p:ubcv:r:25a26b40-0c70e766 Wesbrook Building Heating Plant WB_AHU_04_FREE_CLG_BV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL153,"",WB_AHU_04_FREE_CLG_BV,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-11T19:16:45-07:00 Los_Angeles,"","","",89,2019-08-31T13:39:19-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.392-07:00 Los_Angeles,"","","",WB_AHU_04_FREE_CLG_BV,✓,BV221,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_04_FREE_CLG_BV_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:28.939Z UTC
@p:ubcv:r:25a26ac7-43dc70ab Wesbrook Building Heating Plant 864_GHX1_GLS_HWS_DP,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL40,"",864_GHX1_GLS_HWS_DP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.41-07:00 Los_Angeles,"","","",864_GHX1_GLS_HWS_DP,✓,AI1501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_GHX1_GLS_HWS_DP_POLL_TL,Los_Angeles,psi,"","","","","","","",2020-04-09T19:02:09.738Z UTC
@p:ubcv:r:25a26ac7-759c00ae Wesbrook Building Heating Plant 864_AHU_04_RHC_09_SAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL194,"",864_AHU_04_RHC_09_SAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.416-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3301,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,864_AHU_04_RHC_09_SAT_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.739Z UTC
@p:ubcv:r:25a26b40-898bccce Wesbrook Building Heating Plant 864_AHU_04_ID1_OD1_FAN,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL204,"",864_AHU_04_ID1_OD1_FAN,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-12T11:30:32-07:00 Los_Angeles,"","","",415,2019-10-11T21:00:05-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.431-07:00 Los_Angeles,"","","",864_AHU_04_ID1_OD1_FAN,✓,BO3102,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_ID1_OD1_FAN_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:48:58.351Z UTC
@p:ubcv:r:25a26823-b40458cc Wesbrook Building Unsorted Points WB_AC_01_VFD_FB,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL54,"",WB_AC_01_VFD_FB,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:47.491-07:00 Los_Angeles,"","","",WB_AC_01_VFD_FB,✓,AI1204,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_01_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:51.901Z UTC
@p:ubcv:r:25a26824-b1a998b6 Wesbrook Building Unsorted Points WB_HE08_SWT_SP,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL4,"",WB_HE08_SWT_SP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:06:47.71-07:00 Los_Angeles,"",✓,"",Leaving Hot Water Temp Sp,"",AV85,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-8ea199af .+_(L|S)WT_SP(_TL)?,✓,WB_HE08_SWT_SP_TL,Los_Angeles,°C,"","","",✓,"","","",2020-05-07T11:09:51.921Z UTC
@p:ubcv:r:25a26b40-636f4143 Wesbrook Building Heating Plant 864_AHU_04_RHC_07_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL178,"",864_AHU_04_RHC_07_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.436-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3304,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_04_RHC_07_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.74Z UTC
@p:ubcv:r:25a26b40-f21b3052 Wesbrook Building Heating Plant 864_AHU_05_RM111_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL11,"",864_AHU_05_RM111_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T04:49:32-07:00 Los_Angeles,"","","",781,2019-12-29T16:45:56-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.439-07:00 Los_Angeles,"","","",Zone Temp,"",AI1707,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_05_RM111_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.741Z UTC
@p:ubcv:r:25a26824-5d177d07 Wesbrook Building Unsorted Points WB_AC_02_EF_VANES,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL77,"",WB_AC_02_EF_VANES,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:47.992-07:00 Los_Angeles,"","","",WB_AC_02_EF_VANES,✓,AO1404,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_EF_VANES_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:51.94Z UTC
@p:ubcv:r:25a26b40-6a986ac0 Wesbrook Building Heating Plant FORECAST_TODAY_IS_MV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL169,"",FORECAST_TODAY_IS_MV,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",541,2019-12-29T18:00:00-08:00 Los_Angeles,ok,"","",Str,2020-05-13T09:12:51.465-07:00 Los_Angeles,"","","",FORECAST_TODAY_IS_MV,✓,MSV1,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",FORECAST_TODAY_IS_MV_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:32.979Z UTC
@p:ubcv:r:25a26824-cfb6b4ea Wesbrook Building Unsorted Points WB_CHIL_CH1_CHWST,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL69,"",WB_CHIL_CH1_CHWST,"",✓,"","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.134-07:00 Los_Angeles,"",✓,"",Leaving Chilled Water Temp,"",AI2301,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2415a910-877e4879 .+_CHWST(_AV)?(_\d+)?(_TL)?,✓,WB_CHIL_CH1_CHWST_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-05-07T11:09:51.951Z UTC
@p:ubcv:r:25a26824-b415d1ab Wesbrook Building Unsorted Points WB_AC_02_CCV,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL83,"",WB_AC_02_CCV,"",✓,"",✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),✓,"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.23-07:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO1602,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",WB_AC_02_CCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-05-07T11:09:51.959Z UTC
@p:ubcv:r:25a26b40-301bf891 Wesbrook Building Heating Plant 864_RAD_HE_05_VLV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL92,"",864_RAD_HE_05_VLV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.474-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO2601,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24009998-4a630210 .+_HEX?(_\d+[A-Z]?)?((_\d+)+)?_VLV(_TL)?,"",864_RAD_HE_05_VLV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.745Z UTC
@p:ubcv:r:25a26b40-eeb89ee5 Wesbrook Building Heating Plant 864_AHU_01_DX_CLG2_CU2,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL118,"",864_AHU_01_DX_CLG2_CU2,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.508-07:00 Los_Angeles,"","","",864_AHU_01_DX_CLG2_CU2,✓,BO2102,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_01_DX_CLG2_CU2_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:16.038Z UTC
@p:ubcv:r:25a26b40-e99d0bcc Wesbrook Building Heating Plant 864_RAD_HE_04_HWRT,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL48,"",864_RAD_HE_04_HWRT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.517-07:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI1607,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-2ae762c1 .+_HWRT(_AV)?(_\d+)?(_TL)?,✓,864_RAD_HE_04_HWRT_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-04-09T19:02:09.749Z UTC
@p:ubcv:r:25a265c3-2b6463cf Wesbrook Building Unsorted Points WB_AHU_02_DSP_SP,✓,@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL6,"",WB_AHU_02_DSP_SP,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:42.621-07:00 Los_Angeles,"","","",Discharge Air Pressure Sp,"",AV19,"","","","","",✓,"","",✓,"","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","",✓,@p:ubcv:r:23e65d0e-1a43991e (.+_)?AHU_?(\d+)?\w?(_\d+)?_DSP_SP(_AV)?(_TL)?,"",WB_AHU_02_DSP_SP_TL,Los_Angeles,Pa,"","","","","","","",2020-05-07T11:08:44.175Z UTC
@p:ubcv:r:25a26b40-0f77ea33 Wesbrook Building Heating Plant 864_AHU_04_RM201_CLG_ENABLE_SP,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL221,"",864_AHU_04_RM201_CLG_ENABLE_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","","","","","","","",ok,"","",Number,2020-05-13T09:12:51.555-07:00 Los_Angeles,"","","",864_AHU_04_RM201_CLG_ENABLE_SP,✓,AV472,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_RM201_CLG_ENABLE_SP_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.752Z UTC
@p:ubcv:r:25a26823-21e58c66 Wesbrook Building Unsorted Points WB_AC_02_SAT,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL55,"",WB_AC_02_SAT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.94-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI1302,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,WB_AC_02_SAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:52.014Z UTC
@p:ubcv:r:263b76f9-8b5af678 Wesbrook Building Elec Main Meter Energy,"","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"","",✓,"",ok,389789.5625kWh,"","","",$equipRef $navName,"","",✓,"",✓,"","","",@p:ubcv:r:20a66b75-5a03d663 Wesbrook Building Elec Main Meter,"","","","",@p:ubcv:r:21697fca-2c797ea8 Wesbrook Building Utilities,"",✓,"",15min,"",2020-05-13T09:00:00-07:00 Los_Angeles,"","",consumption,319776,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","","","",Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Wesbrook_864.Elec_Energy,✓,"",✓,"","","","","",10393,"","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,99,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,kWh,✓,"","","","","","",2020-05-04T19:39:55.712Z UTC
@p:ubcv:r:25a26ac7-b8fb42e5 Wesbrook Building Heating Plant 864_AHU_04_RM1_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL50,"",864_AHU_04_RM1_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.572-07:00 Los_Angeles,"","","",Zone Temp,"",AI1701,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM1_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.754Z UTC
