id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,coolingTower,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,groupRef,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,preheat,pressure,pump,quantityID,return,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25547e48-5e0ab7ff Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC006.RM155AZN-T,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000194,✓,JCL-NAE33/FCB.33A-FEC006.RM155AZN-T,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9343,2019-10-29T15:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.902-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC006.RM155AZN-T,✓,AI3000192,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC006.RM155AZN-T.Trend1,Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.895Z UTC
@p:ubcv:r:25a650de-d65616de Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.DA-H,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001905,"",JCL-NAE36/FCB-01.FAC-004.DA-H,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:29:03.466-07:00 Los_Angeles,"","","","","",Discharge Air Humidity,"",AI3000622,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-605a64fb .+(\.|-| )(S|D)A-H,"",JCL-NAE36/FCB-01.FAC-004.DA-H.Trend1,Los_Angeles,%RH,"","","","",7320.AHU-01.DA-H,"",2020-04-09T19:02:08.196Z UTC
@p:ubcv:r:25a650df-d53f0cf1 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VMA-032.EFFCLG-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007079,"",JCL-NAE36/FCB-01.VMA-032.EFFCLG-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),✓,"","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-02-21T12:50:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [8] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6335,2020-01-05T12:20:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-11T00:30:04.125-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005239,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,JCL-NAE36/FCB-01.VMA-032.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",7320.RM-2206 - VAV-2206.EFFCLG-SP,✓,2020-04-14T16:49:59.351Z UTC
@p:ubcv:r:25a650df-3cdad7c5 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-014.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001670,"",JCL-NAE36/FCB-01.VND-014.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11915,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.461-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-014.OUTPUT FREQ,✓,AV3000298,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-014.OUTPUT FREQ.Trend1,Los_Angeles,Hz,"","","","",7320.AHU-3\SF03-VFD.OUTPUT FREQ,"",2020-04-09T19:02:08.202Z UTC
@p:ubcv:r:25a650de-7ca44123 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.HX02R-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007630,"",JCL-NAE36/FCB-01.FAC-007.HX02R-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.469-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.HX02R-T,✓,AI3007629,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.HX02R-T.Trend1,Los_Angeles,°C,"","","","",7320.AHU-RH.HX02R-T,"",2020-04-09T19:02:08.203Z UTC
@p:ubcv:r:25a650e0-cf17252e Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-005.Free Cooling Available,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001968,"",JCL-NAE36/FCB-01.FAC-005.Free Cooling Available,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","False,True","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:03.519-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-005.Free Cooling Available,✓,BV3000639,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-005.Free Cooling Available.Trend1,Los_Angeles,"","","","","",7320.AHU-02.Free Cooling Available,"",2020-04-08T18:55:30.606Z UTC
@p:ubcv:r:25a650de-e8a6080e Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.RA-H,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001910,"",JCL-NAE36/FCB-01.FAC-004.RA-H,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:29:03.534-07:00 Los_Angeles,"","","","","",Return Air Humidity,"",AI3000625,"","","","","","",✓,"","","","","","","",✓,"","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-550ae541 .+(\.|-| )RA-H,"",JCL-NAE36/FCB-01.FAC-004.RA-H.Trend1,Los_Angeles,%RH,"","","","",7320.AHU-01.RA-H,"",2020-04-09T19:02:08.204Z UTC
@p:ubcv:r:25a650df-2db4f058 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-027.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001741,"",JCL-NAE36/FCB-01.VND-027.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.556-07:00 Los_Angeles,"","","","","",Power,"",AV3000485,"","","","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"",JCL-NAE36/FCB-01.VND-027.POWER.Trend1,Los_Angeles,kW,"","","","",7320.PHWS\P02-VSD.POWER,"",2020-04-09T19:02:08.206Z UTC
@p:ubcv:r:24662664-157cdcc1 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E10-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003273,✓,JCL-NAE34/FCB-01.FAC-012.AV-E10-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.668-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E10-FDBK,✓,AI3003272,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E10-FDBK.Trend1,Los_Angeles,V,"","","","",1840.LEF-4-101.AV Monitoring.AV-E10-FDBK,"",2020-04-09T19:02:07.895Z UTC
@p:ubcv:r:24662664-9733878b Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.EXH-F L2 (NV),"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003311,✓,JCL-NAE34/FCB-01.FAC-012.EXH-F L2 (NV),"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.669-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.EXH-F L2 (NV),✓,AV3003310,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.EXH-F L2 (NV).Trend1,Los_Angeles,L/s,"","","","",1840.LEF-4-101.AV Monitoring.EXH-F L2 (NV),"",2020-04-09T19:02:07.896Z UTC
@p:ubcv:r:25a64fc5-1bbd9c72 Coal & Mineral Unsorted Points P01 JCL-NAE35/FCB.Local Application.P01-O,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"",TL3000405,"",JCL-NAE35/FCB.Local Application.P01-O,"",✓,@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","",P01,@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6037,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:27.724-07:00 Los_Angeles,"","","","","",Speed Cmd,"",AO3000404,"","","","","","",✓,"","","","","",✓,"","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:23e65d3d-baa94b58 .+(\.|-|_)(C|HE)?P\d+\w?-O,"",JCL-NAE35/FCB.Local Application.P01-O.Trend1,Los_Angeles,%,"","","","",1840.HCL.P01-O,"",2020-05-12T11:03:27.938Z UTC
@p:ubcv:r:24662664-814d8ea9 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.VMA-011.SAFLOW-SP,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003147,✓,JCL-NAE34/FCB-01.VMA-011.SAFLOW-SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","",✓,@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.671-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AV3003146,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"",JCL-NAE34/FCB-01.VMA-011.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","",1840.HRV-03.VAV-3-003.SAFLOW-SP,"",2020-04-09T19:02:07.897Z UTC
@p:ubcv:r:24662664-d2e79fbc Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E7-F SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003268,✓,JCL-NAE34/FCB-01.FAC-012.AV-E7-F SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2019-08-23T08:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [210] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",5025,2019-05-07T17:00:00-07:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T12:37:47.637-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E7-F SP,✓,AV3003267,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","","",Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.831Z UTC
@p:ubcv:r:24662664-e6ee31bc Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-008.EAP-SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002992,✓,JCL-NAE34/FCB-01.FAC-008.EAP-SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.673-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-008.EAP-SP,✓,AV3002991,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-008.EAP-SP.Trend1,Los_Angeles,Pa,"","","","",1840.LEF-4-101.EAP-SP,"",2020-04-09T19:02:07.899Z UTC
@p:ubcv:r:25547e48-96366d95 Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC007.UH3V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000264,✓,JCL-NAE33/FCB.33A-FEC007.UH3V-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9343,2019-10-29T15:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.913-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC007.UH3V-O,✓,AO3000263,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC007.UH3V-O.Trend1,Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.896Z UTC
@p:ubcv:r:25a650e0-a963a8b4 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.CLG-SV-C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001879,"",JCL-NAE36/FCB-01.FAC-004.CLG-SV-C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Close,Open","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T12:05:39-07:00 Los_Angeles,"","",916,2020-01-01T15:14:55-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:03.612-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-004.CLG-SV-C,✓,BO3000605,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-004.CLG-SV-C.Trend1,Los_Angeles,"","","","","",7320.AHU-01.ECHWISO-C,"",2020-04-08T18:55:24.394Z UTC
@p:ubcv:r:25a650df-c374fe40 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-005.DAP-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001967,"",JCL-NAE36/FCB-01.FAC-005.DAP-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.623-07:00 Los_Angeles,"","","","","",Discharge Air Pressure Sp,"",AV3000638,"","","","","","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-da2cf34c .+(\.|-| )DAP-SP,"",JCL-NAE36/FCB-01.FAC-005.DAP-SP.Trend1,Los_Angeles,Pa,"","","","",7320.AHU-02.DAP-SP,"",2020-04-09T19:02:08.215Z UTC
@p:ubcv:r:25a650df-c14c9a62 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-026.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001734,"",JCL-NAE36/FCB-01.VND-026.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.639-07:00 Los_Angeles,"","","","","",Energy,"",AV3000467,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"",JCL-NAE36/FCB-01.VND-026.KWH.Trend1,Los_Angeles,kWh,"","","","",7320.PHWS\P01-VSD.KWH,"",2020-04-09T19:02:08.216Z UTC
@p:ubcv:r:24662664-87723382 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-005.SF-S,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002855,✓,JCL-NAE34/FCB-01.FAC-005.SF-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","",✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T06:00:01-07:00 Los_Angeles,"","",752,2019-05-03T19:31:34-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:27:07.523-07:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3002853,"","","","","","",✓,"","","","","","","","",✓,"","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE34/FCB-01.FAC-005.SF-S.Trend1,Los_Angeles,"","","","","",1840.HV-01.SF-S,"",2020-04-08T18:55:48.208Z UTC
@p:ubcv:r:25a650e0-ae65f396 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-006.CLG-RV-C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001803,"",JCL-NAE36/FCB-01.FAC-006.CLG-RV-C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Close,Open","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T04:43:29-07:00 Los_Angeles,"","",823,2020-01-01T15:15:14-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:00.485-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-006.CLG-RV-C,✓,BO3000571,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-006.CLG-RV-C.Trend1,Los_Angeles,"","","","","",7320.AHU-03.LCHWISO-C,"",2020-04-08T18:55:26.74Z UTC
@p:ubcv:r:25a650df-4f7936b0 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-006.EFF-DAT-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001758,"",JCL-NAE36/FCB-01.FAC-006.EFF-DAT-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17758,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:59.65-07:00 Los_Angeles,"","","","","",Discharge Air Temp Sp,"",AV3000533,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,✓,JCL-NAE36/FCB-01.FAC-006.EFF-DAT-SP.Trend1,Los_Angeles,°C,"","","","",7320.AHU-03.DAT-EFFSP,"",2020-04-09T19:02:08.217Z UTC
@p:ubcv:r:25a64fc5-1b3a8c69 Coal & Mineral Unsorted Points JCL-NAE35/FCB.Local Application.OA-T,✓,"",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"",TL3000386,"",JCL-NAE35/FCB.Local Application.OA-T,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6037,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:27.733-07:00 Los_Angeles,"","","","","",Outside Air Temp,"",AI3000385,"","","","",✓,"",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE35/FCB.Local Application.OA-T.Trend1,Los_Angeles,°C,"","","","",1840.OA-T,"",2020-04-14T16:50:02.05Z UTC
