id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chemC_CPP,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,district,domestic,dump,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,reliability,return,roomRef,run,runtime,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22bc3c33-b23d3cd7 Chem Centre Lab D417 Zone JCL-NAE21/N2-B.21BDX017.EV-D12-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000194,"",✓,JCL-NAE21/N2-B.21BDX017.EV-D12-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-a4647388 Chem Centre Lab D417 Zone,✓,"","",✓,@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",66694,2018-06-16T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.974-07:00 Los_Angeles,2018-08-09T16:08:04.907-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000193,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-b146860d Chem Centre Lab D417,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX017.EV-D12-F.Trend,Los_Angeles,L/s,"","","","","","",LAB-D417.EV-D12-F,"",2020-04-09T19:02:03.227Z UTC
@p:ubcv:r:25ba30bb-e4416935 Chem Centre Rm D342 Zone JCL-NAE21/N2-A.21AVM164.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005820,"","",JCL-NAE21/N2-A.21AVM164.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df185-61171409 Chem Centre Rm D342 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T17:01:16-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.731-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM164.OCC-S,✓,MSO3001351,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM164.OCC-S.Trend1,Los_Angeles,"","","","","","","",Faculty Office.OCC-S,"",2020-04-08T18:55:08.279Z UTC
@p:ubcv:r:22bc3c6b-bf3d5e53 Chem Centre Lab D411 Zone JCL-NAE21/N2-B.21BDX011.EV-D28-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005467,"",✓,JCL-NAE21/N2-B.21BDX011.EV-D28-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-1277fbda Chem Centre Lab D411 Zone,✓,"","",✓,@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",65854,2018-06-19T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.975-07:00 Los_Angeles,2018-08-09T16:08:04.913-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3003713,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX011.EV-D28-F.Trend1,Los_Angeles,L/s,"","","","","","",LAB D411.EV-D28-F,"",2020-04-09T19:02:03.228Z UTC
@p:ubcv:r:22bc3c33-141ff05e Chem Centre Lab D419 Zone JCL-NAE21/N2-A.21AVA174.D419-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003196,"",✓,JCL-NAE21/N2-A.21AVA174.D419-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df185-b3efb397 Chem Centre Lab D419 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.366-07:00 Los_Angeles,2018-12-07T09:45:29.63-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3003195,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-9dced223 Chem Centre Lab D419,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA174.D419-SP.Trend,Los_Angeles,°C,"","","","","","",Third Floor Zone Controls.D419-SP,✓,2020-04-09T19:02:03.229Z UTC
@p:ubcv:r:227a56cb-b71329ee Chem Centre AHU-1A SF JCL-NAE21/N2-A.21ADX010.SF-O,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002101,"",✓,JCL-NAE21/N2-A.21ADX010.SF-O,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:23747aae-69654914 Chem Centre AHU-1A SF,"",✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",70689,2018-04-27T03:45:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.978-07:00 Los_Angeles,2018-12-07T09:45:29.633-08:00 Los_Angeles,"","","","","","",Discharge Fan Speed Cmd,"",AO3002100,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","",✓,"","","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"",JCL-NAE21/N2-A.21ADX010.SF-O.Trend,Los_Angeles,%,"","","","","","",AHU-D1A.SF-O,"",2020-04-09T19:02:03.23Z UTC
@p:ubcv:r:25ba30bb-bd4382c9 Chem Centre Lab D411 Zone JCL-NAE21/N2-A.21AVA176.OCC-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005855,"","",JCL-NAE21/N2-A.21AVA176.OCC-C,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:230df185-1277fbda Chem Centre Lab D411 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T17:10:49-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.733-07:00 Los_Angeles,"","","","","","","",Scheduled Occupancy,"",BO3003244,✓,"","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"",JCL-NAE21/N2-A.21AVA176.OCC-C.Trend1,Los_Angeles,"","","","","","","",Third Floor Zone Controls.OCC-C,"",2020-04-08T18:55:08.196Z UTC
@p:ubcv:r:22bc3c33-8a68127a Chem Centre Lab D319 Zone JCL-NAE21/N2-A.21AVM150.ZNT-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001154,"",✓,JCL-NAE21/N2-A.21AVM150.ZNT-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df185-89c3b210 Chem Centre Lab D319 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.368-07:00 Los_Angeles,2018-12-07T09:45:29.631-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AO3001153,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-c18a8d84 Chem Centre Lab D319,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,JCL-NAE21/N2-A.21AVM150.ZNT-SP.Trend,Los_Angeles,°C,"","","","","","",Theoretical Chemistry Labs.ZNT-SP,✓,2020-04-09T19:02:03.231Z UTC
@p:ubcv:r:22bc3c33-04184b0e Chem Centre Rm D321 Zone JCL-NAE21/N2-A.21AVA149.D321-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002893,"",✓,JCL-NAE21/N2-A.21AVA149.D321-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-0a5c934a Chem Centre Rm D321 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.37-07:00 Los_Angeles,2018-08-09T16:08:04.919-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3002892,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-43280848 Chem Centre Rm D321,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA149.D321-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Second Floor Zone Controls.D321-VLV,"",2020-04-09T19:02:03.232Z UTC
@p:ubcv:r:25ba30bb-b81e9a8e Chem Centre Rm D329 Zone JCL-NAE21/N2-A.21AVM168.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005833,"","",JCL-NAE21/N2-A.21AVM168.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df185-f60376df Chem Centre Rm D329 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T17:05:22-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.734-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM168.OCC-S,✓,MSO3001433,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM168.OCC-S.Trend1,Los_Angeles,"","","","","","","",Grid H-20.OCC-S,"",2020-04-08T18:55:08.616Z UTC
@p:ubcv:r:25ba30ba-7a6434f4 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVM169.ZN-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005835,"","",JCL-NAE21/N2-A.21AVM169.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.98-07:00 Los_Angeles,"","","","","","","",Zone Temp,"",AO3003566,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AVM169.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",Grid G-20.ZN-T,✓,2020-04-09T19:02:03.233Z UTC
@p:ubcv:r:25ba30ba-b5a32552 Chem Centre Rm D138 VAV-116 JCL-NAE21/N2-A.21AVM116.ZN-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005698,"","",JCL-NAE21/N2-A.21AVM116.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-548a5766 Chem Centre Rm D138 VAV-116,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.984-07:00 Los_Angeles,"","","","","","","",Zone Temp,"",AO3003570,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AVM116.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",Grid H-18.ZN-T,✓,2020-04-09T19:02:03.234Z UTC
@p:ubcv:r:22bc3c33-6ee00197 Chem Centre AHU-03 SF JCL-NAE21/N2-A.21AUN009.SF-C,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002044,"",✓,JCL-NAE21/N2-A.21AUN009.SF-C,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","Off,On","",@p:ubcv:r:25d7526b-de7b5956 Chem Centre AHU-03 SF,"",✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T10:43:27-07:00 Los_Angeles,"","","",3232,2018-06-19T02:24:51-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.931-07:00 Los_Angeles,2018-12-07T09:45:36.097-08:00 Los_Angeles,"","","","","","",Discharge Fan Run Cmd,"",BO3002043,"","","","","","",✓,"","","","","","","","","","","",✓,✓,"","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE21/N2-A.21AUN009.SF-C.Trend,Los_Angeles,"","","","","","","",AHU-D3.SF-C,"",2020-04-08T18:55:12.19Z UTC
@p:ubcv:r:25ba30bc-1600bb28 Chem Centre Rm D327 Zone JCL-NAE21/N2-A.21AVM172.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005850,"","",JCL-NAE21/N2-A.21AVM172.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df185-0be9e0f4 Chem Centre Rm D327 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T17:09:21-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.735-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM172.OCC-S,✓,MSO3001547,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM172.OCC-S.Trend1,Los_Angeles,"","","","","","","",Physical/Analytical Research.OCC-S,"",2020-04-08T18:55:08.135Z UTC
@p:ubcv:r:22bc3c33-024e7c08 Chem Centre Lab D240 AC-D5 JCL-NAE21/N2-A.21AVA138.D240(S)-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002834,"",✓,JCL-NAE21/N2-A.21AVA138.D240(S)-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df184-5926bb0e Chem Centre Lab D240 AC-D5,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.371-07:00 Los_Angeles,2018-12-07T09:45:29.634-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3002833,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-bb109ac0 Chem Centre Lab D240,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA138.D240(S)-SP.Trend,Los_Angeles,°C,"","","","","","",Main Floor Zone Controls.D240(S)-SP,✓,2020-04-09T19:02:03.235Z UTC
@p:ubcv:r:25ba30ba-b9c1e1e0 Chem Centre Rm D315 Zone JCL-NAE21/N2-A.21AVM152.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005791,"","",JCL-NAE21/N2-A.21AVM152.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-2f7028e2 Chem Centre Rm D315 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.986-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3001203,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM152.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Core Services FES.HTG-VLV,"",2020-04-09T19:02:03.236Z UTC
@p:ubcv:r:22bc3c33-0d9633c3 Chem Centre AHU-05 JCL-NAE21/N2-A.21AUN018.EFW2-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003477,"",✓,JCL-NAE21/N2-A.21AUN018.EFW2-C,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:230df161-5f4dea0d Chem Centre AHU-05,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",23,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.737-07:00 Los_Angeles,2018-08-09T16:08:04.923-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21AUN018.EFW2-C,✓,BO3003475,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AUN018.EFW2-C.Trend,Los_Angeles,"","","","","","","",AHU-W1.EFW2-C,"",2020-04-08T18:52:56.691Z UTC
@p:ubcv:r:25ba30ba-15cefbe7 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVM169.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005836,"","",JCL-NAE21/N2-A.21AVM169.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.988-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3001454,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM169.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Grid G-20.HTG-VLV,"",2020-04-09T19:02:03.237Z UTC
@p:ubcv:r:22bc3c6b-ed179a6d Chem Centre Lab D411 Zone JCL-NAE21/N2-B.21BDX011.EV-D20-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005459,"",✓,JCL-NAE21/N2-B.21BDX011.EV-D20-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-1277fbda Chem Centre Lab D411 Zone,✓,"","",✓,@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",65802,2018-06-19T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.992-07:00 Los_Angeles,2018-08-09T16:08:04.924-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3003705,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX011.EV-D20-F.Trend1,Los_Angeles,L/s,"","","","","","",LAB-D411.EV-D20-F,"",2020-04-09T19:02:03.238Z UTC
@p:ubcv:r:22bc3c33-73a52929 Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX019.EV-D8-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000243,"",✓,JCL-NAE21/N2-B.21BDX019.EV-D8-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,"","",✓,@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",66694,2018-06-16T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.994-07:00 Los_Angeles,2018-08-09T16:08:04.926-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000242,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX019.EV-D8-F.Trend,Los_Angeles,L/s,"","","","","","",LAB-D419.EV-D8-F,"",2020-04-09T19:02:03.239Z UTC
@p:ubcv:r:25ba30bb-5c9f05f8 Chem Centre Rm D421 Zone JCL-NAE21/N2-A.21AVA173.OCC-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005852,"","",JCL-NAE21/N2-A.21AVA173.OCC-C,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:230df185-0d78a45c Chem Centre Rm D421 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T17:09:51-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.739-07:00 Los_Angeles,"","","","","","","",Scheduled Occupancy,"",BO3003152,✓,"","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"",JCL-NAE21/N2-A.21AVA173.OCC-C.Trend1,Los_Angeles,"","","","","","","",Third Floor Zone Controls.OCC-C,"",2020-04-08T18:55:08.145Z UTC
