id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,beatyAHU2_VAV_DMP,beatyDSP_MV,beatyFH,beatyRTU1_VAV_DMP,beatyRTU2_VAV_DMP,beatyRTU3_VAV_DMP,beatyRTU4_VAV_DMP,beatyRTU5_VAV_DMP,beaty_MAD_MV,bmsName,bypass,close,cmd,co2,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,final,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,mixing,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,power,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:236ba90b-ba9de618 Beaty Lab 264 VAV-S09 VAV_S09_DP,"",✓,"","",@p:ubcv:r:22ff9362-3a5dc82c beatyBio VAV_S09_Lab_264_North_Module_12 (520310),"",TL5,✓,"","","","","","","","","",VAV_S09_DP,"","","","",@p:ubcv:r:22ff9362-3a5dc82c beatyBio VAV_S09_Lab_264_North_Module_12 (520310),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199bba-371afa61 Beaty Lab 264 VAV-S09,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:54:51-07:00 Los_Angeles,"","","",80558,2018-10-29T07:28:35-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.952-07:00 Los_Angeles,2019-04-11T16:04:13.485-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:24199bba-8cdd0d24 Beaty Lab 264,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_S09_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:02.073Z UTC
@p:ubcv:r:236baa37-e2d6e745 Beaty Rm 395 VAV-T26 VAV_T26_FLW,"",✓,"","",@p:ubcv:r:22ff8263-0e5cf7b2 beatyBio VAV_T26_Lab_support_395 (520118),"",TL3,✓,"","","","","","","","","",VAV_T26_FLW,"","","","",@p:ubcv:r:22ff8263-0e5cf7b2 beatyBio VAV_T26_Lab_support_395 (520118),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419953c-e87634c2 Beaty Rm 395 VAV-T26,✓,"","","","",✓,@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:56:07-07:00 Los_Angeles,"","","",80549,2018-10-29T07:38:54-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:47.921-07:00 Los_Angeles,2019-04-11T16:04:13.702-07:00 Los_Angeles,"","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-3d33b681 Beaty Rm 395,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",VAV_T26_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:01.688Z UTC
@p:ubcv:r:236ba82e-295cad83 Beaty Lab 264 VAV-S05 VAV_S05_DMP,"",✓,"","",@p:ubcv:r:22ff942a-27ffe1cb beatyBio VAV_S05_Lab_264_South_Module_8 (520409),"",TL6,✓,"","","","","","",✓,"","",VAV_S05_DMP,"","",✓,"",@p:ubcv:r:22ff942a-27ffe1cb beatyBio VAV_S05_Lab_264_South_Module_8 (520409),"","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199bba-ecccb756 Beaty Lab 264 VAV-S05,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:57:43-07:00 Los_Angeles,"","","",80557,2018-10-29T07:36:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:56.017-07:00 Los_Angeles,2019-04-11T16:04:13.417-07:00 Los_Angeles,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199bba-8cdd0d24 Beaty Lab 264,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",VAV_S05_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.332Z UTC
@p:ubcv:r:236ba844-da235012 Beaty Lab 063 VAV-L09 VAV_L09_Rtu_Discharge,"","","","",@p:ubcv:r:22ff942a-2059c117 beatyBio VAV_L09_Lab_063 (520407),"",TL8,✓,"","","","","","","","","",VAV_L09_Rtu_Discharge,"","","","",@p:ubcv:r:22ff942a-2059c117 beatyBio VAV_L09_Lab_063 (520407),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:241985f0-94d905a6 Beaty Lab 063 VAV-L09,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T13:54:13-07:00 Los_Angeles,"","","",30743,2018-11-21T05:49:51-08:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:37.202-07:00 Los_Angeles,2018-11-28T16:32:56.205-08:00 Los_Angeles,"","","","",VAV_L09_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-c448f557 Beaty Lab 063,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_L09_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.274Z UTC
@p:ubcv:r:236ba8b2-59480e9d Beaty Lab 371 VAV-T11 VAV_T11_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:22ff9362-8e01e71e beatyBio VAV_T11_Fumehood_Room_371_south (520317),"",TL7,✓,"","","","","","","","","",VAV_T11_RTU_SAT_AV,"","","","",@p:ubcv:r:22ff9362-8e01e71e beatyBio VAV_T11_Fumehood_Room_371_south (520317),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419926c-383de537 Beaty Lab 371 VAV-T11,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:51:29-07:00 Los_Angeles,"","","",80557,2018-10-29T07:30:25-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:58:06.708-07:00 Los_Angeles,2019-04-11T16:04:13.507-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419926c-e55031e8 Beaty Lab 371,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_T11_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:02.165Z UTC
@p:ubcv:r:236ba27d-72981e4b Beaty Lab 181 VAV-G16 VAV_G16_RT_SP,"",✓,"","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"",TL2,✓,"","","","","","","","","",VAV_G16_RT_SP,"","","","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2419929d-0b598d81 Beaty Lab 181 VAV-G16,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:54:25-07:00 Los_Angeles,"","","",80590,2018-10-29T07:08:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:06.018-07:00 Los_Angeles,2019-01-23T16:52:50.404-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-b18eda7a Beaty Lab 181,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_G16_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.781Z UTC
@p:ubcv:r:236baadf-a29a566c Beaty Rm 284 VAV-S22 VAV_S22_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"",TL92,✓,"","","","","","","","","",VAV_S22_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199aea-d6f3e9a0 Beaty Rm 284 VAV-S22,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T00:32:52-07:00 Los_Angeles,"","","",605,2018-11-22T14:23:01-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:56:34.253-07:00 Los_Angeles,2019-01-23T16:53:10.425-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:24199aea-4380d8e2 Beaty Rm 284,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_S22_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.068Z UTC
@p:ubcv:r:236baaed-eebb0801 Beaty Lab 285 VAV-S21 VAV_S21_DP,"",✓,"","",@p:ubcv:r:22ff8263-b38d5008 beatyBio VAV_S21_Lab_285_Module_20 (520104),"",TL5,✓,"","","","","","","","","",VAV_S21_DP,"","","","",@p:ubcv:r:22ff8263-b38d5008 beatyBio VAV_S21_Lab_285_Module_20 (520104),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199bbb-41c33f32 Beaty Lab 285 VAV-S21,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T14:01:30-07:00 Los_Angeles,"","","",80558,2018-10-29T07:37:58-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:57.914-07:00 Los_Angeles,2019-04-11T16:04:13.93-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:24199bbb-6c9f3bb7 Beaty Lab 285,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_S21_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.507Z UTC
@p:ubcv:r:236baa6f-0830adb2 Beaty Lab 392 VAV-T22 VAV_T22_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff8263-0d5fe98d beatyBio VAV_T22_Fumehood_Room_392 (520114),"",TL92,✓,"","","","","","","","","",VAV_T22_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff8263-0d5fe98d beatyBio VAV_T22_Fumehood_Room_392 (520114),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2419929d-424ef960 Beaty Lab 392 VAV-T22,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T00:30:07-07:00 Los_Angeles,"","","",6787,2018-10-27T06:03:43-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:56:33.573-07:00 Los_Angeles,2019-01-23T16:53:04.76-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:2419929d-4a273eac Beaty Lab 392,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_T22_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.069Z UTC
@p:ubcv:r:236ba7ab-f8416e49 Beaty Lab 251 VAV-S02 VAV_S02_FLW_SP,"",✓,"","",@p:ubcv:r:22ff95cc-369a161e beatyBio VAV_S02_Fumehood_Room_251 (520505),"",TL4,✓,"","","","","","","","","",VAV_S02_FLW_SP,"","","","",@p:ubcv:r:22ff95cc-369a161e beatyBio VAV_S02_Fumehood_Room_251 (520505),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199a7e-6e792b8f Beaty Lab 251 VAV-S02,✓,"","","","",✓,@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:58:09-07:00 Los_Angeles,"","","",80565,2018-10-29T07:24:55-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:58:15.189-07:00 Los_Angeles,2019-04-11T16:04:13.629-07:00 Los_Angeles,"","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-4078c557 Beaty Lab 251,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",VAV_S02_FLW_SP_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:02.491Z UTC
@p:ubcv:r:236ba8a3-f4f0f70f Beaty Lab 371 VAV-T12 VAV_T12_DMP,"",✓,"","",@p:ubcv:r:22ff9362-6b2c617b beatyBio VAV_T12_Fumehood_Room_371_North (520318),"",TL6,✓,"","","","","",✓,"","","",VAV_T12_DMP,"","",✓,"",@p:ubcv:r:22ff9362-6b2c617b beatyBio VAV_T12_Fumehood_Room_371_North (520318),"","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419926c-8d9be8c0 Beaty Lab 371 VAV-T12,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:55:17-07:00 Los_Angeles,"","","",80559,2018-10-29T07:38:35-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:14.629-07:00 Los_Angeles,2019-04-11T16:04:13.827-07:00 Los_Angeles,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419926c-e55031e8 Beaty Lab 371,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",VAV_T12_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.177Z UTC
@p:ubcv:r:236ba7bf-102aa2da Beaty Lab 255 VAV-S01 VAV_S01_Dmp_Close,"",✓,"","",@p:ubcv:r:22ff95cc-0d9f6771 beatyBio VAV_S01_Lab_255 (520504),"",TL91,✓,"","","","","","","","","",VAV_S01_Dmp_Close,"",✓,✓,"",@p:ubcv:r:22ff95cc-0d9f6771 beatyBio VAV_S01_Lab_255 (520504),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199ba1-d1dc3209 Beaty Lab 255 VAV-S01,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-11T19:31:00-07:00 Los_Angeles,"","","",17762,2018-11-15T07:21:33-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:58:04.479-07:00 Los_Angeles,2019-01-23T16:52:54.231-08:00 Los_Angeles,"","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199ba1-b7eca285 Beaty Lab 255,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e74a74-253526c7 .+_Dmp_Close(_TL.)?,"","",VAV_S01_Dmp_Close_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.073Z UTC
@p:ubcv:r:236ba8d9-ea5d26ed Beaty Lab 271 VAV-S13 VAV_S13_FLW,"",✓,"","",@p:ubcv:r:22ff9362-cbd2d0bc beatyBio VAV_S13_Fumehood_Room_271 (520314),"",TL3,✓,"","","","","","","","","",VAV_S13_FLW,"","","","",@p:ubcv:r:22ff9362-cbd2d0bc beatyBio VAV_S13_Fumehood_Room_271 (520314),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199a7e-c39040bf Beaty Lab 271 VAV-S13,✓,"","","","",✓,@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T14:00:32-07:00 Los_Angeles,"","","",80552,2018-10-29T07:30:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:55.66-07:00 Los_Angeles,2019-04-11T16:04:13.93-07:00 Los_Angeles,"","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-fc129874 Beaty Lab 271,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",VAV_S13_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:02.124Z UTC
@p:ubcv:r:236ba762-fc5aea59 Beaty AHU-03 SF AHU3_SF_VSD_FAIL,"","","","",@p:ubcv:r:22ff98b1-a54a01e2 beatyBio BioD_AHU3 (520701),"",TL14,✓,"","","","","","","","","",AHU3_SF_VSD_FAIL,"","","","",@p:ubcv:r:22ff98b1-a54a01e2 beatyBio BioD_AHU3 (520701),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:254e1acb-0694f349 Beaty AHU-03 SF,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-01-20T07:44:11-08:00 Los_Angeles,"","","",24,2018-12-20T12:33:03-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:08:44.319-07:00 Los_Angeles,2018-11-28T16:32:34.881-08:00 Los_Angeles,"","","","",AHU3_SF_VSD_FAIL,✓,BI3,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",AHU3_SF_FLT_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.282Z UTC
@p:ubcv:r:22ff99cf-3c6bfe6a Beaty Rm 005 VAV-L03 VAV_L03_RT_SP,"",✓,"","",@p:ubcv:r:22ff9902-2283785f beatyBio VAV_L03_Research_005 (520803),"",TL2,✓,"","","","","","","","","",VAV_L03_RT_SP,"","","","",@p:ubcv:r:22ff9902-2283785f beatyBio VAV_L03_Research_005 (520803),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2419953c-b64641a4 Beaty Rm 005 VAV-L03,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:49:21-07:00 Los_Angeles,"","","",91410,2018-08-08T08:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:40.788-07:00 Los_Angeles,2019-01-23T16:53:08.4-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-1a714c55 Beaty Rm 005,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_L03_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.728Z UTC
@p:ubcv:r:236ba74d-96dce6a3 Beaty Rm 007 VAV-L01 VAV_L01_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9902-143557ad beatyBio VAV_L01_Room_007 (520801),"",TL8,✓,"","","","","","","","","",VAV_L01_Rtu_Discharge,"","","","",@p:ubcv:r:22ff9902-143557ad beatyBio VAV_L01_Room_007 (520801),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:2419953c-fb9093f8 Beaty Rm 007 VAV-L01,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:03:41-07:00 Los_Angeles,"","","",23789,2018-11-17T17:07:06-08:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:40.906-07:00 Los_Angeles,2018-11-28T16:33:01.219-08:00 Los_Angeles,"","","","",VAV_L01_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419953c-5cd063e6 Beaty Rm 007,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_L01_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.078Z UTC
@p:ubcv:r:236ba7d5-28b82944 Beaty Lab 155 VAV-G02 VAV_G02_DMP,"",✓,"","",@p:ubcv:r:22ff95cc-b25a4754 beatyBio VAV_G02_Fumehood_Room_155 (520502),"",TL6,✓,"","","","","","","",✓,"",VAV_G02_DMP,"","",✓,"",@p:ubcv:r:22ff95cc-b25a4754 beatyBio VAV_G02_Fumehood_Room_155 (520502),"","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419929d-a56f3a1e Beaty Lab 155 VAV-G02,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:51:00-07:00 Los_Angeles,"","","",80554,2018-10-29T07:35:26-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:43.458-07:00 Los_Angeles,2019-04-11T16:04:13.949-07:00 Los_Angeles,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-9fd00724 Beaty Lab 155,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",VAV_G02_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.448Z UTC
@p:ubcv:r:236ba76a-9d6df4df Beaty DES Connection P9A DHW_P9A_C,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"",TL30,✓,"","","","","","","","","",DHW_P9A_C,"","",✓,"",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P9A,@p:ubcv:r:2419ab1f-eeb759f0 Beaty DES Connection,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","","","","","","","",ok,"",✓,Bool,2020-05-12T13:56:04.072-07:00 Los_Angeles,2019-01-23T16:53:22.523-08:00 Los_Angeles,"","","","",Run Cmd,"",BO14,"","","","","","",✓,"","","","",✓,"","","",✓,"","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"","",DHW_P9A_C_TL,Los_Angeles,"","","","","",✓,"",2020-05-12T11:03:27.117Z UTC
@p:ubcv:r:2351356b-6f46eb03 Beaty Heating Plant PRIM_P3_HWST_SP,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"",TL15,✓,"","","","","","","","","",PRIM_P3_HWST_SP,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2419ab1f-f2de4d6f Beaty Heating Plant,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",165784,2018-10-09T22:50:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T13:56:06.629-07:00 Los_Angeles,2019-01-23T16:53:16.805-08:00 Los_Angeles,✓,"","","",Leaving Hot Water Temp Sp,"",AV15,"","","","","","",✓,"","","",✓,"","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0e-fbb477f4 .+_HWST_SP(_TL)?,"",✓,PRIM_P3_HWST_SP_TL,Los_Angeles,°C,"","","","",✓,"",2020-04-09T19:02:02.596Z UTC
@p:ubcv:r:236ba844-f0ffcba4 Beaty Lab 063 VAV-L09 VAV_L09_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:22ff942a-2059c117 beatyBio VAV_L09_Lab_063 (520407),"",TL7,✓,"","","","","","","","","",VAV_L09_RTU_SAT_AV,"","","","",@p:ubcv:r:22ff942a-2059c117 beatyBio VAV_L09_Lab_063 (520407),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241985f0-94d905a6 Beaty Lab 063 VAV-L09,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:54:51-07:00 Los_Angeles,"","","",80549,2018-10-29T07:38:32-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:38.808-07:00 Los_Angeles,2019-04-11T16:04:14.122-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-c448f557 Beaty Lab 063,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_L09_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:02.309Z UTC
