id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:236b8bda-a8854acf MOA Rm 254B RCU ZONE1_SAT_SP,"",✓,"","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL44,✓,ZONE1_SAT_SP,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-93d74029 MOA Rm 254B RCU,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:35:29-07:00 Los_Angeles,"","","",81000,2018-10-27T21:29:31-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:56.414-07:00 Los_Angeles,2019-01-23T16:52:56.387-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Temp Sp,"",AV44,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-11372df9 MOA Rm 254B,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,"",✓,"",ZONE1_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:58.798Z UTC
@p:ubcv:r:264d3efb-97a396a5 MOA Rm 219 VAV-219 VAV219_HtgClgMode,"","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"",TL10,"",VAV219_HtgClgMode,"","","","","","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","Heating,Cooling,Satisfied","",@p:ubcv:r:23778fc3-4fee2065 MOA Rm 219 VAV-219,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-11T14:02:46-07:00 Los_Angeles,"","","",2,2020-05-11T13:30:00-07:00 Los_Angeles,ok,"","","","",Str,2020-05-12T15:38:56.666-07:00 Los_Angeles,"","","","","","","","","","","","",VAV219_HtgClgMode,✓,MSV2,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV219_HtgClgMode_TL,Los_Angeles,"","","","","","",2020-05-12T11:03:25.391Z UTC
@p:ubcv:r:236b7e2f-a5564953 MOA Unsorted Points EmergencyShowerPressure_TL,"","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"",TL19,✓,EmergencyShowerPressure_TL,"","","","","","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:33:33-07:00 Los_Angeles,"","","",73362,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:42:44.083-07:00 Los_Angeles,2018-11-28T16:32:53.725-08:00 Los_Angeles,"","","","","","","","","","","",EmergencyShowerPressure_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.131Z UTC
@p:ubcv:r:254f1cda-f89ade9a MOA AHU-24A AHU Run Status,✓,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",$equipRef $navName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-1f37037f MOA AHU-24A,"","","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","","","",getAhuRuntime,"","","","","","","","",Bool,"","","","","","","","","","","","","",AHU Run Status,"","","","","","","","",✓,"","","","","","","","","","","",✓,✓,"",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,"","","","","","",2019-11-01T18:29:47.53Z UTC
@p:ubcv:r:236b7e44-1225a993 MOA AHU-23B AHU23B_OA_FLW,"",✓,"","",@p:ubcv:r:236b6da0-0cbf95bc MOA 570.0 MOA_AHU23A_AHU23B (512300),"",TL48,✓,AHU23B_OA_FLW,"","","","","","","","",@p:ubcv:r:236b6da0-0cbf95bc MOA 570.0 MOA_AHU23A_AHU23B (512300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-ffdeeb39 MOA AHU-23B,✓,"","","","",✓,@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:43:07-07:00 Los_Angeles,"","","",80047,2018-10-29T06:26:25-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:57.906-07:00 Los_Angeles,2019-01-23T16:52:50.344-08:00 Los_Angeles,"","","","","","","","","","","",Outside Air Flow,"",AI106,"","","","","",✓,✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0f-b68de8a3 .+_OA_A?FLW(_AV)?(_TL)?,"","","",AHU23B_OA_FLW_TL,Los_Angeles,ft/min,"","","","","",2020-04-09T19:01:59.954Z UTC
@p:ubcv:r:236b7ff7-6e910016 MOA Rm 221 VAV-221 VAV221_HCV,"","","","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"",TL8,✓,VAV221_HCV,"","","","","",✓,"","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23779064-1e3d1731 MOA Rm 221 VAV-221,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,✓,✓,"",✓,"","","",2020-05-12T15:48:23-07:00 Los_Angeles,"","","",78719,2018-10-29T06:44:27-07:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:49:38.989-07:00 Los_Angeles,2019-01-23T16:53:12.645-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23779064-b652057c MOA Rm 221,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","",VAV221_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.738Z UTC
@p:ubcv:r:236b8bda-3b255ae3 MOA Rm 252F RCU ZONE4_SAT,"",✓,"","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL76,✓,ZONE4_SAT,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-0bfc4961 MOA Rm 252F RCU,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:35:59-07:00 Los_Angeles,"","","",80999,2018-10-27T21:29:41-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:39:01.472-07:00 Los_Angeles,2019-01-23T16:52:58.292-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Temp,"",AI7,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-f68bbc3e MOA Rm 252F,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",ZONE4_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:58.8Z UTC
@p:ubcv:r:236b8123-86bd3ed9 MOA Rm 144 VAV-20-01 VAV_20_01_RT_SP,"",✓,"","",@p:ubcv:r:236b7695-2dc6cea1 MOA MOA_VAV_20_01_RM144 (512001),"",TL2,✓,VAV_20_01_RT_SP,"","","","","","","","",@p:ubcv:r:236b7695-2dc6cea1 MOA MOA_VAV_20_01_RM144 (512001),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:237794a4-c8468bb5 MOA Rm 144 VAV-20-01,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:31:09-07:00 Los_Angeles,"","","",80971,2018-10-27T21:07:26-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:40:34.403-07:00 Los_Angeles,2019-01-23T16:53:13.312-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-38043e7d MOA Rm 144,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV_20_01_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.405Z UTC
@p:ubcv:r:236b8132-13f8293c MOA Rm 122 Zone RM122_EAST_AHU24_CO2,"",✓,"","",@p:ubcv:r:236b753d-fd289fa7 MOA MOA_FC6_511086_LOADING BAY (511086),"",TL15,✓,RM122_EAST_AHU24_CO2,"","","","","","",✓,"",@p:ubcv:r:236b753d-fd289fa7 MOA MOA_FC6_511086_LOADING BAY (511086),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23788aa7-dfdc82c4 MOA Rm 122 Zone,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80985,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:35.116-07:00 Los_Angeles,2019-05-01T16:30:42.716-07:00 Los_Angeles,"","","","","","","","","","","",Zone Co2,"",AI203,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23788aa7-71f8c1e0 MOA Rm 122,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"","","",RM122_EAST_AHU24_CO2_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:01:59.172Z UTC
@p:ubcv:r:2617310e-f6817055 MOA Rm 219 VAV-219 VAV219_HTG_CO_TL,"","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"",TL11,"",VAV219_HTG_CO_TL,"","","","","","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778fc3-4fee2065 MOA Rm 219 VAV-219,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","","","","","","","",ok,"","","","","",2020-05-12T15:38:56.789-07:00 Los_Angeles,"","","","","","","","","","","","",VAV219_HTG_CO_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV219_HTG_CO_TL,Los_Angeles,"","","","","","",2020-05-12T11:03:25.419Z UTC
@p:ubcv:r:236b7da5-19a629d0 MOA Rm 147 VAV-23-12 VAV_23_12_HUMV,"","","","",@p:ubcv:r:236b7c27-9468a702 MOA MOA_VAV_23_12_Documentation Lab_RM147 (512312),"",TL15,✓,VAV_23_12_HUMV,"","","","","","","","",@p:ubcv:r:236b7c27-9468a702 MOA MOA_VAV_23_12_Documentation Lab_RM147 (512312),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-94e22469 MOA Rm 147 VAV-23-12,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80666,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T15:48:05.756-07:00 Los_Angeles,2018-11-28T16:32:27.01-08:00 Los_Angeles,"","","","","","","","","","","","Humidifier Valve ","",AO4,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-0f836b5c MOA Rm 147,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2410474d-d4701ece .+_HUMV(_\d+)?(_TL)?,"","","",VAV_23_12_HUMV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:00.158Z UTC
@p:ubcv:r:25c2e022-ac5529f4 MOA Rm 129 VAV-23-07 VAV_23_07_STEAM_INTLK,"","","","",@p:ubcv:r:236b7c27-1771e8a3 MOA MOA_VAV_23_07_MOA_RM129 (512307),"",TL5,"",VAV_23_07_STEAM_INTLK,"","","","","","","","",@p:ubcv:r:236b7c27-1771e8a3 MOA MOA_VAV_23_07_MOA_RM129 (512307),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:237794d9-a4bcfecc MOA Rm 129 VAV-23-07,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T02:10:08-07:00 Los_Angeles,"","","",30,2020-01-27T14:42:37-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:42:41.145-07:00 Los_Angeles,"","","","","","","","","","","","",VAV_23_07_STEAM_INTLK,✓,BI3,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_23_07_STEAM_INTLK_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:30.541Z UTC
@p:ubcv:r:236b7ff7-b1b73a92 MOA Unsorted Points AC1_RM221D_RT,"",✓,"","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"",TL17,✓,AC1_RM221D_RT,"","","","","","","","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:48:23-07:00 Los_Angeles,"","","",78718,2018-10-29T06:44:29-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:37.497-07:00 Los_Angeles,2019-01-23T16:53:15.447-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AI301,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",AC1_RM221A_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.739Z UTC
@p:ubcv:r:236b8c57-12de594e MOA AHU-22 AHU22_SAT_SP,"",✓,"","",@p:ubcv:r:217bb524-39daded8 MOA AHU-22 (512200),"",TL17,✓,AHU22_SAT_SP,"","","","","","","","",@p:ubcv:r:217bb524-39daded8 MOA AHU-22 (512200),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-c5fff587 MOA AHU-22,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:46:30-07:00 Los_Angeles,"","","",73636,2018-10-29T06:41:13-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:02.513-07:00 Los_Angeles,2019-01-23T16:53:05.295-08:00 Los_Angeles,"","","","","","","","",✓,"","",Discharge Air Temp Sp,"",AV15,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,"",✓,"",AHU22_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.634Z UTC
@p:ubcv:r:236b7e11-8e56d963 MOA Rm 218 VAV-23-04 VAV_23_04_RH_SP,"",✓,"","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"",TL12,✓,VAV_23_04_RH_SP,"","","","","","","","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-6cded368 MOA Rm 218 VAV-23-04,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80985,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:39:02.18-07:00 Los_Angeles,2019-01-23T16:53:16.955-08:00 Los_Angeles,"","","","","","","","","","","",Zone Relative Humidity Sp,"",AV29,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-64be6d6e MOA Rm 218,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-21ed9a49 .+_RH_SP(_TL)?,"","","",VAV_23_04_RH_SP_TL,Los_Angeles,%,"","","","",✓,2020-04-09T19:02:00.048Z UTC
@p:ubcv:r:236b809f-c94e237f MOA Rm 121B FC-01 FC01_RM121B_RH,"",✓,"","",@p:ubcv:r:236b772b-fd36d094 MOA MOA_FC01_RM121B (512181),"",TL92,✓,FC01_RM121B_RH,"","","","","","","","",@p:ubcv:r:236b772b-fd36d094 MOA MOA_FC01_RM121B (512181),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378725b-7704e9aa MOA Rm 121B FC-01,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",27089,2018-10-25T16:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:52.771-07:00 Los_Angeles,2018-11-28T16:32:35.487-08:00 Los_Angeles,"","","","","","","","","","","",Zone Humidity,"","","","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2378725b-5aabb549 MOA Rm 121B,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2411cb74-96d3a20f .+_R(M|m|OOM)(\d+)?(\w)?_RH(_TL)?,"","","",FC01_RH_Test_TL,Los_Angeles,%,"","","","",✓,2020-04-09T19:01:59.617Z UTC
@p:ubcv:r:236b7f62-859f7617 MOA Rm 235 VAV-235 VAV235_HCV,"","","","",@p:ubcv:r:236b774e-24688455 MOA MOA_VAV235_RM235 (512214),"",TL8,✓,VAV235_HCV,"","","","","",✓,"","",@p:ubcv:r:236b774e-24688455 MOA MOA_VAV235_RM235 (512214),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778c9a-938e7b7c MOA Rm 235 VAV-235,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,✓,✓,"",✓,"","","",2020-05-12T15:31:47-07:00 Los_Angeles,"","","",80545,2018-10-29T06:38:29-07:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:41:26.13-07:00 Los_Angeles,2019-01-23T16:53:04.274-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-fec12fa7 MOA Rm 235,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","",VAV235_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.819Z UTC
@p:ubcv:r:236b8097-cdaf8eba MOA Rm 150 FC-02 FC02_RM150_SP,"","","","",@p:ubcv:r:236b772b-b0e25d51 MOA MOA_FC02_RM150 (512182),"",TL2,✓,FC02_RM150_SP,"","","","","","","","",@p:ubcv:r:236b772b-b0e25d51 MOA MOA_FC02_RM150 (512182),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378725b-b5a807ae MOA Rm 150 FC-02,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80974,2018-10-27T21:10:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:35.904-07:00 Los_Angeles,2019-01-23T16:53:09.728-08:00 Los_Angeles,"","","","","","","","","","","",FC02_RM150_SP,✓,AV12,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2378725b-70889f0f MOA Rm 150,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",FC02_RT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.624Z UTC
@p:ubcv:r:236b8bda-86097d4f MOA AHU-10 AHU10_SAT_SP,"",✓,"","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL4,✓,AHU10_SAT_SP,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-d94ebc40 MOA AHU-10,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:34:02-07:00 Los_Angeles,"","","",81000,2018-10-27T21:09:56-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:51.55-07:00 Los_Angeles,2019-01-23T16:53:16.978-08:00 Los_Angeles,"","","","","","","","",✓,"","",Discharge Air Temp Sp,"",AV15,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,"",✓,"",AHU10_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:58.804Z UTC
@p:ubcv:r:236b7ef8-70f357a6 MOA Rm 245F VAV-245F VAV245F_RT_AV,"",✓,"","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"",TL1,✓,VAV245F_RT_AV,"","","","","","","","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778c9a-81283003 MOA Rm 245F VAV-245F,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:08-07:00 Los_Angeles,"","","",80544,2018-10-29T06:08:51-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:47:02.028-07:00 Los_Angeles,2019-01-23T16:53:17.677-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-cb04899d MOA Rm 245F,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",VAV245F_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.866Z UTC
@p:ubcv:r:236b80de-cc992421 MOA Rm 144 VAV-20-07 VAV_20_07_RT_SP_TL,"",✓,"","",@p:ubcv:r:236b7695-0df94fec MOA MOA_VAV_20_07_RM144 (512007),"",TL2,✓,VAV_20_07_RT_SP_TL,"","","","","","","","",@p:ubcv:r:236b7695-0df94fec MOA MOA_VAV_20_07_RM144 (512007),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:237794a4-f765dc36 MOA Rm 144 VAV-20-07,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:44:39-07:00 Los_Angeles,"","","",784809,2018-10-30T09:07:16-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:40.654-07:00 Los_Angeles,2019-01-23T16:53:08.054-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"","","","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-38043e7d MOA Rm 144,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"","",Los_Angeles,°C,"","","","",✓,2020-04-14T16:50:01.124Z UTC
@p:ubcv:r:263d6d6e-95b3d44a MOA Cooling Plant HRC HRC_M2C1_Disch_Temp_TL,"","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"",TL15,"",HRC_M2C1_Disch_Temp_TL,"","","","","","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237892eb-b9bdf3f9 MOA Cooling Plant HRC,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T15:42:46-07:00 Los_Angeles,"","","",3997,2020-04-28T18:48:47-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:51.997-07:00 Los_Angeles,"","","","","","","","","","","","",HRC_M2C1_Disch_Temp_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",HRC_M2C1_Disch_Temp_TL,Los_Angeles,_,"","","","","",2020-04-30T11:05:22.205Z UTC
