id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:236b8bf8-76f8aeb9 MOA AHU-01 AHU01_SAH2,"",✓,"","",@p:ubcv:r:21cb0f1a-c8ca8be3 MOA AHU-01 (510100),"",TL25,✓,AHU01_SAH2,"","","","","","","","",@p:ubcv:r:21cb0f1a-c8ca8be3 MOA AHU-01 (510100),"","","","","","","","",✓,"","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-9a76622d MOA AHU-01,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",81347,2018-10-25T16:10:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:45:57.427-07:00 Los_Angeles,2019-01-23T16:53:12.493-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Humidity 2,"",AI16,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-2e22e1fa .+_SAH2(_TL)?,"","","",AHU01_SAH2_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:58.664Z UTC
@p:ubcv:r:236b7db3-b7ba8d42 MOA Rm 149 VAV-23-11 VAV_23_11_SAH_SP,"",✓,"","",@p:ubcv:r:236b7c27-e8fd1e9b MOA MOA_VAV_23_11_Conservation Lab_ RM149 (512311),"",TL14,✓,VAV_23_11_SAH_SP,"","","","","","","","",@p:ubcv:r:236b7c27-e8fd1e9b MOA MOA_VAV_23_11_Conservation Lab_ RM149 (512311),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:2377955d-f2cbc72f MOA Rm 149 VAV-23-11,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80984,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:39:00.649-07:00 Los_Angeles,2019-04-11T16:04:13.52-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Humidity Sp,"",AV34,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2377955d-d4fc5c63 MOA Rm 149,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-e427052d .+_SAH_SP(_TL)?,"","","",VAV_23_11_SAH_SP_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:00.149Z UTC
@p:ubcv:r:236b7ff7-da3100c5 MOA Rm 221 VAV-221 VAV221_RT_SP,"",✓,"","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"",TL2,✓,VAV221_RT_SP,"","","","","","","","",@p:ubcv:r:236b774d-67b783ab MOA MOA_VAV221_RM221_AC1 (512208),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:23779064-1e3d1731 MOA Rm 221 VAV-221,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:48:16-07:00 Los_Angeles,"","","",78721,2018-10-29T06:34:26-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:35.814-07:00 Los_Angeles,2019-01-23T16:52:57.263-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23779064-b652057c MOA Rm 221,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV221_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.746Z UTC
@p:ubcv:r:21c477d6-d0cf521e MOA HW Main Meter Leaving Water Temp,"","","","",@p:ubcv:r:21c475d8-5156d3c6 MOA DES Meter (510001),AI10,"",✓,"","","","","","","","","",@p:ubcv:r:21c475d8-5156d3c6 MOA DES Meter (510001),"","","","",✓,"",ok,39.779998779296875°C,"","","","","",$equipRef $navName,"","","","","","","","","","","","",@p:ubcv:r:20816d8b-d451be9f MOA HW Main Meter,"","","","","","",@p:ubcv:r:21697fca-5f811b48 MOA Utilities,"","","",✓,0.5°C,10min,"",2020-05-12T15:50:00-07:00 Los_Angeles,"","",consumption,269372,2017-12-18T14:12:59-08:00 Los_Angeles,ok,"",✓,"","",Number,"","",✓,"","","","","","","","","","",Leaving Water Temp,"","","","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","",✓,"","",Los_Angeles,°C,✓,"","",✓,"",2020-04-28T00:03:35.663Z UTC
@p:ubcv:r:236b80c1-91984471 MOA Rm 124 VAV-21-02 VAV_21_02_HUMV,"","","","","@p:ubcv:r:236b772b-7db3e805 MOA MOA_VAV_21_02_RM124,126,128 (512102)","",TL15,✓,VAV_21_02_HUMV,"","","","","","","","","@p:ubcv:r:236b772b-7db3e805 MOA MOA_VAV_21_02_RM124,126,128 (512102)","","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2377955d-0d0b131a MOA Rm 124 VAV-21-02,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80952,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T15:46:53.384-07:00 Los_Angeles,2018-11-28T16:32:37.931-08:00 Los_Angeles,"","","","","","","","","","","","Humidifier Valve ","",AO4,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2377955d-1a401669 MOA Rm 124,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2410474d-d4701ece .+_HUMV(_\d+)?(_TL)?,"","","",VAV_21_02_HUMV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.58Z UTC
@p:ubcv:r:236b80d2-b712e829 MOA AHU-21B AHU21B_SAD,"",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL63,✓,AHU21B_SAD,"","","","","",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-6e9e0523 MOA AHU-21B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-09T11:02:31-07:00 Los_Angeles,"","","",125,2018-11-05T04:57:18-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:12.074-07:00 Los_Angeles,2019-01-23T16:53:18.017-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Cmd,"",AO6,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-d78921f0 .+_SAD(_\d+)?(_TL)?,"","","",AHU21B_SAD_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.528Z UTC
@p:ubcv:r:25c2df28-d4cbf53a MOA Unsorted Points AHU02_2_STEAM_INTLK,"","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"",TL42,"",AHU02_2_STEAM_INTLK,"","","","","","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-11T23:33:12-07:00 Los_Angeles,"","","",46,2020-01-27T13:39:42-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:51.481-07:00 Los_Angeles,"","","","","","","","","","","","",AHU02_2_STEAM_INTLK,✓,BI108,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",AHU02_2_STEAM_INTLK_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:01.603Z UTC
@p:ubcv:r:236b8bda-75468afb MOA Rm 252E RCU ZONE2_HUM,"","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL55,✓,ZONE2_HUM,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23787d95-50c563e1 MOA Rm 252E RCU,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:35:30-07:00 Los_Angeles,"","","",80999,2018-10-27T21:29:47-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:39:00.462-07:00 Los_Angeles,2018-11-28T16:32:59.8-08:00 Los_Angeles,"","","","","","","","","","","",ZONE2_HUM,✓,AI4,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-34cc1949 MOA Rm 252E,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",ZONE2_SAH_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:58.813Z UTC
@p:ubcv:r:236b80d2-0b236218 MOA AHU-21B AHU21B_SAT,"",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL42,✓,AHU21B_SAT,"","","","","","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-6e9e0523 MOA AHU-21B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:42:27-07:00 Los_Angeles,"","","",80597,2018-10-29T06:56:09-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:16.401-07:00 Los_Angeles,2019-01-23T16:53:18.023-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Temp,"",AI15,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",AHU21B_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.529Z UTC
@p:ubcv:r:236b80d2-bdb77d19 MOA AHU-21A AHU21A_RA_FLW,"","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL9,✓,AHU21A_RA_FLW,"","","","","","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-a8210de3 MOA AHU-21A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:42:11-07:00 Los_Angeles,"","","",80598,2018-10-29T06:46:08-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:13.862-07:00 Los_Angeles,2019-01-23T16:52:49.821-08:00 Los_Angeles,"","","","","","","","","","","",AHU21A_RA_FLW,✓,AI9,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",AHU21A_RA_FLW_TL,Los_Angeles,ft/min,"","","","","",2020-04-09T19:01:59.53Z UTC
@p:ubcv:r:236b80aa-17b6c30f MOA Rm 136A VAV-21-04 VAV_21_04_FLW_SP,"",✓,"","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"",TL4,✓,VAV_21_04_FLW_SP,"","","","","","","","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-312c7923 MOA Rm 136A VAV-21-04,✓,"","","","",✓,@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:41:32-07:00 Los_Angeles,"","","",80966,2018-10-27T21:16:05-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:20.759-07:00 Los_Angeles,2019-04-11T16:04:13.52-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-a4170f36 MOA Rm 136A,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",VAV_21_04_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:01:59.607Z UTC
@p:ubcv:r:236b8bda-93f37042 MOA Rm 252F RCU ZONE4_RT_AV,"",✓,"","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL71,✓,ZONE4_RT_AV,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23787d95-0bfc4961 MOA Rm 252F RCU,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:35:34-07:00 Los_Angeles,"","","",80999,2018-10-27T21:30:13-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:58.999-07:00 Los_Angeles,2019-01-23T16:53:06.141-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AV71,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-f68bbc3e MOA Rm 252F,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",ZONE4_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:58.815Z UTC
@p:ubcv:r:236b7e11-26294141 MOA Rm 218 VAV-23-04 VAV_23_04_HCV,"","","","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"",TL8,✓,VAV_23_04_HCV,"","","","","",✓,"","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-6cded368 MOA Rm 218 VAV-23-04,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,✓,✓,"",✓,"","","",2020-05-12T15:35:32-07:00 Los_Angeles,"","","",80985,2018-10-27T21:01:08-07:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:39:01.081-07:00 Los_Angeles,2019-01-23T16:52:53.957-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-64be6d6e MOA Rm 218,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","",VAV_23_04_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:00.056Z UTC
@p:ubcv:r:236b7f0d-4c313198 MOA Rm 245E VAV-245E VAV245E_DMP,"",✓,"","",@p:ubcv:r:236b774e-0dc9b0f9 MOA MOA_VAV245E_RM245E (512218),"",TL6,✓,VAV245E_DMP,"","","","","",✓,"","",@p:ubcv:r:236b774e-0dc9b0f9 MOA MOA_VAV245E_RM245E (512218),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-c4ee5b46 MOA Rm 245E VAV-245E,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:04-07:00 Los_Angeles,"","","",80583,2018-10-29T06:18:39-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:49:40.344-07:00 Los_Angeles,2019-04-11T16:04:14.06-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-a53b6d8f MOA Rm 245E,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",VAV245E_DMP_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.859Z UTC
@p:ubcv:r:236b7ee2-b24503f3 MOA Rm 245G VAV-245G VAV245G_RT_AV,"",✓,"","",@p:ubcv:r:236b774e-7c7053f2 MOA MOA_VAV245G_RM245G (512220),"",TL1,✓,VAV245G_RT_AV,"","","","","","","","",@p:ubcv:r:236b774e-7c7053f2 MOA MOA_VAV245G_RM245G (512220),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778c9a-f29fcd22 MOA Rm 245G VAV-245G,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:54-07:00 Los_Angeles,"","","",78738,2018-10-29T06:09:50-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:47:43.991-07:00 Los_Angeles,2019-01-23T16:52:54.056-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-11045f85 MOA Rm 245G,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",VAV245G_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.881Z UTC
@p:ubcv:r:22ad9df9-f82f18a9 MOA HW Submeters HRC Kamstrup Meter KAMSTRUP_HRC_CW_EWT_MUX,"","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"",TL7,✓,KAMSTRUP_HRC_CW_EWT_MUX,"","","","","","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378945f-ad5a8905 MOA HW Submeters HRC Kamstrup Meter,✓,"","","","","",@p:ubcv:r:21697fca-5f811b48 MOA Utilities,"","","",✓,"","","",2020-05-12T15:39:45-07:00 Los_Angeles,"","","",68080,2018-06-03T13:22:54-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:53.201-07:00 Los_Angeles,2018-11-28T16:32:39-08:00 Los_Angeles,"","","","","","","","","","","",KAMSTRUP_HRC_CW_EWT_MUX,✓,AV4,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",KAMSTRUP_HRC_CW_EWT_MUX_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-30T11:05:22.767Z UTC
@p:ubcv:r:236b7f22-f243b695 MOA Rm 245D VAV-245D VAV245D_FLW,"",✓,"","",@p:ubcv:r:236b774e-d470dcbf MOA MOA_VAV245D_RM245D (512217),"",TL3,✓,VAV245D_FLW,"","","","","","","","",@p:ubcv:r:236b774e-d470dcbf MOA MOA_VAV245D_RM245D (512217),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-ddc7b961 MOA Rm 245D VAV-245D,✓,"","","","",✓,@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:31-07:00 Los_Angeles,"","","",80582,2018-10-29T06:09:03-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:09.192-07:00 Los_Angeles,2019-04-11T16:04:13.739-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-26301cc4 MOA Rm 245D,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","","",VAV245D_FLW_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:01:59.847Z UTC
@p:ubcv:r:226ba096-d9841082 MOA Rm 257 UH-1 UH1_C,"","","","",@p:ubcv:r:209295c0-f122b38e MOA Cooling Tower (513100),"",TL25,✓,UH1_C,"","","","","","","","",@p:ubcv:r:209295c0-f122b38e MOA Cooling Tower (513100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:2378a55a-51392fa4 MOA Rm 257 UH-1,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-04-20T07:18:43-07:00 Los_Angeles,"","","",89,2017-12-01T11:38:39-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:46:21.541-07:00 Los_Angeles,2018-11-28T16:32:35.237-08:00 Los_Angeles,"","","","","","","","","","","",UH1_C,✓,BO9,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237876b1-8802e3d7 MOA Rm 257,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",UH1_C_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:12.908Z UTC
@p:ubcv:r:236b7fd8-14b66761 MOA Rm 221B VAV-221B VAV221B_HCV,"","","","",@p:ubcv:r:236b774d-0bb2b9e2 MOA MOA_VAV221B_RM221B (512209),"",TL8,✓,VAV221B_HCV,"","","","","",✓,"","",@p:ubcv:r:236b774d-0bb2b9e2 MOA MOA_VAV221B_RM221B (512209),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778c9a-9b0706fc MOA Rm 221B VAV-221B,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,✓,✓,"",✓,"","","",2020-05-12T15:43:51-07:00 Los_Angeles,"","","",80545,2018-10-29T06:40:11-07:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:50:45.097-07:00 Los_Angeles,2019-01-23T16:53:24.066-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-6fc656cd MOA Rm 221B,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","",VAV221B_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.76Z UTC
@p:ubcv:r:236b80d2-406fb5fb MOA AHU-21B AHU21B_MAD,"",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL64,✓,AHU21B_MAD,"","","","","",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-6e9e0523 MOA AHU-21B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:42:59-07:00 Los_Angeles,"","","",80594,2018-10-29T06:56:15-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:18.018-07:00 Los_Angeles,2019-01-23T16:53:15.697-08:00 Los_Angeles,"","","","","",✓,"","","","","",Mixed Air Damper Cmd,"",AO7,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:245cb36b-079a5e5e .+_MAD(_AV)?(_TL)?,"","","",AHU21B_MAD_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.533Z UTC
@p:ubcv:r:236b7fc0-7206146a MOA Rm 221C VAV-221C VAV221C_DMP_CLOSE,"",✓,"","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"",TL91,✓,VAV221C_DMP_CLOSE,"","","","",✓,✓,"","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23778c9a-2331b1ab MOA Rm 221C VAV-221C,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T10:12:56-07:00 Los_Angeles,"","","",52899,2018-10-29T09:53:18-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:41:22.938-07:00 Los_Angeles,2018-11-28T16:32:44.624-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-db14a869 MOA Rm 221C,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-e5404cf7 .+_DMP_CLOSE(_TL)?,"","","",VAV221C_DMP_CLOSE_TL*,Los_Angeles,"","","","","","",2020-04-08T18:54:54.361Z UTC
