id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,enum,equipRef,esc,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,reliability,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,mod
@p:ubcv:r:2645c32a-c28ea49f CEME Unsorted Points BACx_WMHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL239,"","",BACx_WMHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.145-07:00 Los_Angeles,"",BACx_WMHX1VS,"",AV403,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_WMHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.293Z UTC
@p:ubcv:r:261f61b2-1ff7731d Thunderbird Park Unsorted Points BKHXFL1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL7,"","",BKHXFL1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.254-07:00 Los_Angeles,"",BKHXFL1,✓,AV8,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXFL1.TL1,"",Los_Angeles,L/h,✓,"","","","","",2020-05-06T18:51:21.298Z UTC
@p:ubcv:r:261f61b3-6085ab66 Thunderbird Park Unsorted Points LPHXVOL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL22,"","",LPHXVOL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.268-07:00 Los_Angeles,"",LPHXVOL,✓,AV19,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",LPHXVOL.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.383Z UTC
@p:ubcv:r:2645c32a-d98aa8f5 CEME Unsorted Points BACx_CSHX2V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL264,"","",BACx_CSHX2V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.158-07:00 Los_Angeles,"",BACx_CSHX2V1S,"",AV427,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CSHX2V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.226Z UTC
@p:ubcv:r:2645c32a-68c65103 CEME Unsorted Points BACx_KBHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL288,"","",BACx_KBHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.765-07:00 Los_Angeles,"",BACx_KBHXV1S,"",AV451,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_KBHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.245Z UTC
@p:ubcv:r:261f61b2-0966232a Thunderbird Park Unsorted Points ANHXRT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL61,"","",ANHXRT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.284-07:00 Los_Angeles,"",ANHXRT,✓,AV264,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",ANHXRT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.183Z UTC
@p:ubcv:r:261f61b3-6bd00f7c Thunderbird Park Unsorted Points DLWF_AH04_125,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL172,"","",DLWF_AH04_125,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:53:44-07:00 Los_Angeles,"","",1364,2020-03-29T13:56:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.301-07:00 Los_Angeles,"",DLWF_AH04_125,✓,AV354,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_172,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.318Z UTC
@p:ubcv:r:2645c32a-95f09956 CEME Unsorted Points BACx_CPHX2AVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL259,"","",BACx_CPHX2AVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.17-07:00 Los_Angeles,"",BACx_CPHX2AVS,"",AV422,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CPHX2AVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.22Z UTC
@p:ubcv:r:261f61b2-96829ee6 Thunderbird Park Unsorted Points BKHXDT1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL10,"","",BKHXDT1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.338-07:00 Los_Angeles,"",BKHXDT1,✓,AV11,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXDT1.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.296Z UTC
@p:ubcv:r:261f61b3-a2ac1b93 Thunderbird Park Unsorted Points LSWF_AH12_1002,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL178,"","",LSWF_AH12_1002,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:06-07:00 Los_Angeles,"","",1928,2020-04-01T15:47:22-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.318-07:00 Los_Angeles,"",LSWF_AH12_1002,✓,AV357,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_178,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.385Z UTC
@p:ubcv:r:261f61b2-19dec9f6 Thunderbird Park Unsorted Points CBHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL54,"","",CBHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.371-07:00 Los_Angeles,"",CBHXHJ,✓,AV236,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",CBHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.309Z UTC
@p:ubcv:r:261f61b3-ee506fd4 Thunderbird Park Unsorted Points IBWF_AHU4_FLR2,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL108,"","",IBWF_AHU4_FLR2,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:06-07:00 Los_Angeles,"","",2446,2020-04-02T09:09:09-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.356-07:00 Los_Angeles,"",IBWF_AHU4_FLR2,✓,AV303,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_108,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.349Z UTC
@p:ubcv:r:2645c32a-c3e7bfe8 CEME Unsorted Points BACx_LSHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL290,"","",BACx_LSHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.778-07:00 Los_Angeles,"",BACx_LSHXV1S,"",AV453,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LSHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.261Z UTC
@p:ubcv:r:261f61b3-c04d5c1d Thunderbird Park Unsorted Points IRWF_AH05_LH4,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL143,"","",IRWF_AH05_LH4,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",8864,2020-04-06T02:22:08-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.406-07:00 Los_Angeles,"",IRWF_AH05_LH4,✓,AV325,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_143,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.374Z UTC
@p:ubcv:r:261f61b3-b657aa4a Thunderbird Park Unsorted Points MMA1WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL182,"","",MMA1WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:15-07:00 Los_Angeles,"","",1488,2020-04-01T18:06:09-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.388-07:00 Los_Angeles,"",MMA1WFCNT,✓,AV380,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_182,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.395Z UTC
@p:ubcv:r:261f61b2-07d91acb Thunderbird Park Unsorted Points AN_RTUWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL222,"","",AN_RTUWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:11-07:00 Los_Angeles,"","",1885,2020-04-03T07:01:53-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.424-07:00 Los_Angeles,"",AN_RTUWFCNT,✓,AV394,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_222,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.191Z UTC
@p:ubcv:r:261f61b3-fef1c7f8 Thunderbird Park Unsorted Points IRWF_AH04_LH2,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL137,"","",IRWF_AH04_LH2,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",6517,2020-04-05T17:33:36-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.441-07:00 Los_Angeles,"",IRWF_AH04_LH2,✓,AV322,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_137,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.371Z UTC
@p:ubcv:r:261f61b2-76124c11 Thunderbird Park Unsorted Points AN_RTUWFTM1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL224,"","",AN_RTUWFTM1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:24:15-07:00 Los_Angeles,"","",291480,2020-04-07T08:16:30-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.489-07:00 Los_Angeles,"",AN_RTUWFTM1,✓,AV393,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_224,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.192Z UTC
@p:ubcv:r:261f61b2-9724702c Thunderbird Park Unsorted Points ANHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL62,"","",ANHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.52-07:00 Los_Angeles,"",ANHXHJ,✓,AV260,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",ANHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.182Z UTC
@p:ubcv:r:261f61b3-1e8a2026 Thunderbird Park Unsorted Points DLA7WFUOC,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL218,"","",DLA7WFUOC,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-07T19:34:05-07:00 Los_Angeles,"","",276,2020-02-02T11:08:44-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:20.536-07:00 Los_Angeles,"",DLA7WFUOC,✓,BV20,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_218,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.414Z UTC
@p:ubcv:r:261f61b3-75104246 Thunderbird Park Unsorted Points DLWF_AH07_122A-K,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL174,"","",DLWF_AH07_122A-K,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:43:04-07:00 Los_Angeles,"","",4403,2020-04-05T00:55:15-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.553-07:00 Los_Angeles,"",DLWF_AH07_122A-K,✓,AV355,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_174,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.319Z UTC
@p:ubcv:r:261f61b3-ae5ca400 Thunderbird Park Unsorted Points CPHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL165,"","",CPHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3678,2020-04-04T07:15:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.57-07:00 Los_Angeles,"",CPHXDT,✓,AV254,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_165,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.313Z UTC
@p:ubcv:r:261f61b3-28d82031 Thunderbird Park Unsorted Points MDMHXVOL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL64,"","",MDMHXVOL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.585-07:00 Los_Angeles,"",MDMHXVOL,✓,AV231,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",MDMHXVOL.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.394Z UTC
@p:ubcv:r:2645c32a-dea149ab CEME Unsorted Points BACx_MDMHXV5S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL267,"","",BACx_MDMHXV5S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.19-07:00 Los_Angeles,"",BACx_MDMHXV5S,"",AV430,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDMHXV5S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.275Z UTC
@p:ubcv:r:261f61b3-7c6eb5bc Thunderbird Park Unsorted Points LSWF_AH11_1001,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL176,"","",LSWF_AH11_1001,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:06-07:00 Los_Angeles,"","",4245,2020-04-05T03:03:13-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.625-07:00 Los_Angeles,"",LSWF_AH11_1001,✓,AV356,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_176,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.384Z UTC
@p:ubcv:r:261f61b3-55cf0d2c Thunderbird Park Unsorted Points IBA1WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL78,"","",IBA1WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:09:57-07:00 Los_Angeles,"","",4325,2020-04-03T10:51:26-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.642-07:00 Los_Angeles,"",IBA1WFCNT,✓,AV277,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_78,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.336Z UTC
@p:ubcv:r:261f61b3-41b06164 Thunderbird Park Unsorted Points IBWF_AHU7_FLR3,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL102,"","",IBWF_AHU7_FLR3,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",5850,2020-04-05T09:49:21-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.665-07:00 Los_Angeles,"",IBWF_AHU7_FLR3,✓,AV310,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_102,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.356Z UTC
@p:ubcv:r:2645c32a-94d2f662 CEME Unsorted Points BACx_MSHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL304,"","",BACx_MSHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.792-07:00 Los_Angeles,"",BACx_MSHX1VS,"",AV467,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MSHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.28Z UTC
@p:ubcv:r:2645c32a-b3ac18d8 CEME Unsorted Points BACx_MDHX1V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL271,"","",BACx_MDHX1V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.805-07:00 Los_Angeles,"",BACx_MDHX1V1S,"",AV434,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDHX1V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.266Z UTC
