id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mode,navName,noTagMatch,objectId,point,pointType,power,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d50425-32740d23 Totem Cesnaem Unsorted Points HRV_02_RETURN_AIR_TEMP,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL30,✓,HRV_02_RETURN_AIR_TEMP,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46454,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.195-07:00 Los_Angeles,"","","",HRV_02_RETURN_AIR_TEMP,✓,AI1102,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_RETURN_AIR_TEMP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.844Z UTC
@p:ubcv:r:23d50425-a06afbf9 Totem Cesnaem Unsorted Points HRV_02_DISCHARGE_AIR_TEMP_SP,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL50,✓,HRV_02_DISCHARGE_AIR_TEMP_SP,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.205-07:00 Los_Angeles,"","","",HRV_02_DISCHARGE_AIR_TEMP_SP,✓,AV19,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_DISCHARGE_AIR_TEMP_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.845Z UTC
@p:ubcv:r:23d5040d-a991cc09 Totem Cesnaem Unsorted Points FCU_F23_EDH5_RESET,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL50,✓,FCU_F23_EDH5_RESET,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.386-07:00 Los_Angeles,"","","",FCU_F23_EDH5_RESET,✓,AO1304,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F23_EDH5_RESET_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.771Z UTC
@p:ubcv:r:23d50403-ddc84e04 Totem Cesnaem Unsorted Points TOTEM_OAT_AV_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL72,✓,TOTEM_OAT_AV_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45041,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.123-07:00 Los_Angeles,"","","",TOTEM_OAT_AV_MUX,✓,AV1,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",TOTEM_OAT_AV_MUX_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.649Z UTC
@p:ubcv:r:239068fb-d278fb2b Totem Cesnaem Unsorted Points MV_ELEC_HRV2_HRV3_KWH,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL35,✓,MV_ELEC_HRV2_HRV3_KWH,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:23.432-07:00 Los_Angeles,2018-11-28T16:32:59.425-08:00 Los_Angeles,"","",MV_ELEC_HRV2_HRV3_KWH,✓,AV1037,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_HRV2_HRV3_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.606Z UTC
@p:ubcv:r:23d50403-9aaed3de Totem Cesnaem Unsorted Points DHW_BUILDING_SUPPLY_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL9,✓,DHW_BUILDING_SUPPLY_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.165-07:00 Los_Angeles,"","","",DHW_BUILDING_SUPPLY_WATER_TEMP,✓,AI1204,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_BUILDING_SUPPLY_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.65Z UTC
@p:ubcv:r:23d50402-a1be1d4d Totem Cesnaem Unsorted Points DCW_P1_ENABLE_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL116,✓,DCW_P1_ENABLE_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-22T13:24:20-07:00 Los_Angeles,"","",1,2020-04-22T13:24:20-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.549-07:00 Los_Angeles,"","","",DCW_P1_ENABLE_MUX,✓,BV2002,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_P1_ENABLE_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:14.775Z UTC
@p:ubcv:r:23d50402-8070507c Totem Cesnaem Unsorted Points RELIEF_LEVEL1_CENTRE_ROOF_DAMPER_ENAB_MSTR,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL101,✓,RELIEF_LEVEL1_CENTRE_ROOF_DAMPER_ENAB_MSTR,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-10T08:03:28-07:00 Los_Angeles,"","",489,2019-01-13T13:47:06-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.676-07:00 Los_Angeles,"","","",RELIEF_LEVEL1_CENTRE_ROOF_DAMPER_ENAB_MSTR,✓,BV25,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",RELIEF_LEVEL1_CENTRE_ROOF_DAMPER_ENAB_MSTR_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:19.31Z UTC
@p:ubcv:r:23d50403-5a2e9cef Totem Cesnaem Unsorted Points DCW_FLOW_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL130,✓,DCW_FLOW_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44461,2019-01-16T11:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.19-07:00 Los_Angeles,"","","",DCW_FLOW_MUX,✓,AV2003,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_FLOW_MUX_TL,Los_Angeles,gal/min,"","","","","",2020-04-09T19:02:04.652Z UTC
@p:ubcv:r:23d5040d-92bce414 Totem Cesnaem Unsorted Points FCU_F23_STATUS,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL18,✓,FCU_F23_STATUS,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T07:00:05-07:00 Los_Angeles,"","",870,2019-01-13T22:24:46-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:07.999-07:00 Los_Angeles,"","","",FCU_F23_STATUS,✓,BV23,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F23_S_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:24.854Z UTC
@p:ubcv:r:23d50403-7fc41ab2 Totem Cesnaem Unsorted Points DHW_PP4_RECIRC_C,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL3,✓,DHW_PP4_RECIRC_C,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-07-21T23:40:04-07:00 Los_Angeles,"","",2,2019-07-21T23:40:00-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.848-07:00 Los_Angeles,2019-01-23T16:53:08.276-08:00 Los_Angeles,"","",DHW_PP4_RECIRC_C,✓,BO1102,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_PP4_RECIRC_C_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:08.655Z UTC
@p:ubcv:r:23d50425-87111950 Totem Cesnaem Unsorted Points HRV_03_CUSTODIAL_MODE_BV,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL21,✓,HRV_03_CUSTODIAL_MODE_BV,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T05:00:00-07:00 Los_Angeles,"","",970,2019-01-13T21:00:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.998-07:00 Los_Angeles,"","","",HRV_03_CUSTODIAL_MODE_BV,✓,BV19,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_03_CUSTODIAL_MODE_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:00.133Z UTC
@p:ubcv:r:23d50403-3098b574 Totem Cesnaem Unsorted Points P3 DHW_P3_C,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL2,✓,DHW_P3_C,✓,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P3,@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:23:47-07:00 Los_Angeles,"","",38,2019-05-11T17:50:36-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:27:32.184-07:00 Los_Angeles,2019-01-23T16:52:49.826-08:00 Los_Angeles,"","",Run Cmd,"",BO1101,✓,"","",✓,"",✓,"","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"",DHW_P3_C_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:26.937Z UTC
@p:ubcv:r:23d50403-f92f72a9 Totem Cesnaem Unsorted Points HWS_3WV1_P1_VLV,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL62,✓,HWS_3WV1_P1_VLV,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45041,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.202-07:00 Los_Angeles,"","","",HWS_3WV1_P1_VLV,✓,AO1303,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HWS_3WV1_P1_VLV_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.653Z UTC
@p:ubcv:r:239068fb-55475dfe Totem Cesnaem Unsorted Points MV_ELEC_HRV2_HRV3_KW,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL34,✓,MV_ELEC_HRV2_HRV3_KW,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:23.711-07:00 Los_Angeles,2018-11-28T16:32:35.592-08:00 Los_Angeles,"","",MV_ELEC_HRV2_HRV3_KW,✓,AV1036,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_HRV2_HRV3_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.608Z UTC
@p:ubcv:r:23d50425-9f440005 Totem Cesnaem Unsorted Points HRV_02_SF_CFM_SP,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL55,✓,HRV_02_SF_CFM_SP,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:25:37-07:00 Los_Angeles,"","",46454,2019-01-14T09:52:03-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.102-07:00 Los_Angeles,"","","",HRV_02_SF_CFM_SP,✓,AV41,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_SF_CFM_SP_POLL_TL,Los_Angeles,cfm,"","","","","",2020-04-09T19:02:04.846Z UTC
@p:ubcv:r:239068fb-1912d185 Totem Cesnaem Unsorted Points MV_ELEC_METER02_TXBP1_KW,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL6,✓,MV_ELEC_METER02_TXBP1_KW,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:23.852-07:00 Los_Angeles,2018-11-28T16:32:48.847-08:00 Los_Angeles,"","",MV_ELEC_METER02_TXBP1_KW,✓,AV1005,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_METER02_TXBP1_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.609Z UTC
@p:ubcv:r:23d5040d-fd40ab04 Totem Cesnaem Unsorted Points MV_CALC_FCU_F22_KWH,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL77,✓,MV_CALC_FCU_F22_KWH,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.42-07:00 Los_Angeles,"","","",MV_CALC_FCU_F22_KWH,✓,AV1078,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_FCU_F22_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.773Z UTC
@p:ubcv:r:23d50402-be4cc513 Totem Cesnaem Unsorted Points DHW_BUILDING_RETURN_WATER_TEMP_RECIRC,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL10,✓,DHW_BUILDING_RETURN_WATER_TEMP_RECIRC,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:33.215-07:00 Los_Angeles,"","","",DHW_BUILDING_RETURN_WATER_TEMP_RECIRC,✓,AI1301,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_BUILDING_RETURN_WATER_TEMP_RECIRC_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.654Z UTC
@p:ubcv:r:23d50425-2ba0987d Totem Cesnaem Unsorted Points HRV_03_SF_CFM,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL59,✓,HRV_03_SF_CFM,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.217-07:00 Los_Angeles,"","","",HRV_03_SF_CFM,✓,AV69,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_03_SF_CFM_POLL_TL,Los_Angeles,cfm,"","","","","",2020-04-09T19:02:04.847Z UTC
@p:ubcv:r:23d5040d-4bb02ed2 Totem Cesnaem Unsorted Points FCU_F22_ROOM_TEMP,✓,@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL43,✓,FCU_F22_ROOM_TEMP,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46535,2019-01-13T13:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.435-07:00 Los_Angeles,"","","",Zone Temp,"",AI1302,✓,"","","","","","",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:244374ce-e9e00b68 .+_RO?O?M(_\d+)?_T(EMP)?(_TL)?,✓,FCU_F22_ROOM_TEMP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:04.774Z UTC
@p:ubcv:r:23d50403-bcc8462f Totem Cesnaem Unsorted Points HRV_05_EF_STATUS,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL38,✓,HRV_05_EF_STATUS,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:24:20-07:00 Los_Angeles,"","",10,2019-05-11T17:50:36-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.26-07:00 Los_Angeles,"","","",HRV_05_EF_STATUS,✓,BV37,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_05_EF_STATUS_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:14.559Z UTC
@p:ubcv:r:23d5041c-9047f7ab Totem Cesnaem Unsorted Points HRV_01_MD1_EXH_DMP_CMD,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL69,✓,HRV_01_MD1_EXH_DMP_CMD,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","Closed,Open","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46081,2019-01-16T11:45:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:33.361-07:00 Los_Angeles,"","","",HRV_01_MD1_EXH_DMP_CMD,✓,BO14,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_MD1_EXH_DMP_CMD_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:23.982Z UTC
