id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curErr,curStatus,curVal,delta,deltaTempPoint,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occupancy,point,pointType,power,quantityID,reliability,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,zachName,mod
@p:ubcv:r:263d7c6c-3356561b Hebb Unsorted Points 6560_PHW_LEAD_PUMP-EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1294,"","",6560_PHW_LEAD_PUMP-EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-11T23:56:55-07:00 Los_Angeles,"","","",262,2020-05-09T18:34:55-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:35.332-07:00 Los_Angeles,"",6560_PHW_LEAD_PUMP-EN,✓,BV53,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_LEAD_PUMP-EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.41Z UTC
@p:ubcv:r:263d7c6c-a26d3827 Hebb Unsorted Points 6560_SP03S-ACTIVE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1247,"","",6560_SP03S-ACTIVE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T08:01:47-07:00 Los_Angeles,"","","",60,2020-04-25T07:39:49-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:32.616-07:00 Los_Angeles,"",6560_SP03S-ACTIVE,✓,BV138,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SP03S-ACTIVE_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.413Z UTC
@p:ubcv:r:263d7c6a-4d5e8b9b Hebb Unsorted Points 6560_METER2C_PWR_MTR-PHASE_C_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL714,"","",6560_METER2C_PWR_MTR-PHASE_C_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.458-07:00 Los_Angeles,"",6560_METER2C_PWR_MTR-PHASE_C_REACTIVE_POWER,✓,AV1890,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2C_PWR_MTR-PHASE_C_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:31.412Z UTC
@p:ubcv:r:263d7c69-665a3abd Hebb Unsorted Points 6560_AHU-03_SAF01-FB,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL51,"","",6560_AHU-03_SAF01-FB,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.473-07:00 Los_Angeles,"",6560_AHU-03_SAF01-FB,✓,AI2308,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_SAF01-FB_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:31.411Z UTC
@p:ubcv:r:263d7c6c-c100b603 Hebb Unsorted Points 6560_PCHW_P01-A,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL139,"","",6560_PCHW_P01-A,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.35-07:00 Los_Angeles,"",6560_PCHW_P01-A,✓,BI1302,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_P01-A_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.415Z UTC
@p:ubcv:r:263d7c6b-92688c96 Hebb Unsorted Points 6560_METER3D_PWR_MTR-PHASE_A_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1076,"","",6560_METER3D_PWR_MTR-PHASE_A_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.965-07:00 Los_Angeles,"",6560_METER3D_PWR_MTR-PHASE_A_REAL_POWER,✓,AV2515,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3D_PWR_MTR-PHASE_A_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:31.414Z UTC
@p:ubcv:r:263d7c6c-a9541997 Hebb Unsorted Points 6560_PHW_STANDBY_PUMP-EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1298,"","",6560_PHW_STANDBY_PUMP-EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T09:00:11-07:00 Los_Angeles,"","","",724,2020-04-29T01:26:19-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:35.799-07:00 Los_Angeles,"",6560_PHW_STANDBY_PUMP-EN,✓,BV57,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_STANDBY_PUMP-EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.416Z UTC
@p:ubcv:r:263d7c6c-1f8de772 Hebb Unsorted Points 6560_WWCH-CLG_ENERGY_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1418,"","",6560_WWCH-CLG_ENERGY_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:41.852-07:00 Los_Angeles,"",6560_WWCH-CLG_ENERGY_MUX,✓,AV3419,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH-CLG_ENERGY_MUX_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.417Z UTC
@p:ubcv:r:263d7c6c-921a0f98 Hebb Unsorted Points 6560_PHW_DES_STANDBY_PUMP-ACTIVE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1270,"","",6560_PHW_DES_STANDBY_PUMP-ACTIVE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:22:31-07:00 Los_Angeles,"","","",16,2020-04-27T00:35:16-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:32.003-07:00 Los_Angeles,"",6560_PHW_DES_STANDBY_PUMP-ACTIVE,✓,BV30,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_DES_STANDBY_PUMP-ACTIVE_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.418Z UTC
@p:ubcv:r:263d7c6a-3ca2616b Hebb Unsorted Points 6560_HOSE_BIBBS_WM-TODAY,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL988,"","",6560_HOSE_BIBBS_WM-TODAY,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:47-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.019-07:00 Los_Angeles,"",6560_HOSE_BIBBS_WM-TODAY,✓,AV576,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HOSE_BIBBS_WM-TODAY_POLL_TL,"",Los_Angeles,L,✓,"","","","","","",2020-04-30T12:14:31.419Z UTC
@p:ubcv:r:263d7c6d-e7a6c336 Hebb Unsorted Points 6560_PHW_DES_LWST_SP-PID_POLL_TL,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1378,"","",6560_PHW_DES_LWST_SP-PID_POLL_TL,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d7c6d-e7a6c336 ""Hebb Unsorted Points 6560_PHW_DES_LWST_SP-PID_POLL_TL""]","","","","",fault,"","","",2020-05-11T17:48:55.275-07:00 Los_Angeles,"",6560_PHW_DES_LWST_SP-PID_POLL_TL,✓,"","",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_DES_LWST_SP-PID_POLL_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.42Z UTC
@p:ubcv:r:263d7c6b-195d549c Hebb Unsorted Points 6560_METER3C_PWR_MTR-PHASE_A_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1047,"","",6560_METER3C_PWR_MTR-PHASE_A_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:51-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.977-07:00 Los_Angeles,"",6560_METER3C_PWR_MTR-PHASE_A_VOLTAGE,✓,AV2439,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3C_PWR_MTR-PHASE_A_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:31.421Z UTC
@p:ubcv:r:263d7c6a-f3d9376b Hebb Unsorted Points 6560_METER1D_PWR_MTR-PHASE_A_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL637,"","",6560_METER1D_PWR_MTR-PHASE_A_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.99-07:00 Los_Angeles,"",6560_METER1D_PWR_MTR-PHASE_A_CURRENT,✓,AV1672,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1D_PWR_MTR-PHASE_A_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:31.422Z UTC
@p:ubcv:r:263d7c6c-6132424b Hebb Unsorted Points 6560_SP01SP02-A~DELETE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL156,"","",6560_SP01SP02-A~DELETE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.362-07:00 Los_Angeles,"",6560_SP01SP02-A~DELETE,✓,BI2804,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SP01SP02-A_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.423Z UTC
@p:ubcv:r:263d7c6c-ee149062 Hebb Unsorted Points 6560_PCHX1-C,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL182,"","",6560_PCHX1-C,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.374-07:00 Los_Angeles,"",6560_PCHX1-C,✓,BO2202,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHX1-C_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.424Z UTC
@p:ubcv:r:263d7c6a-e4e1e49d Hebb Unsorted Points 6560_METER1D_PWR_MTR-PHASE_B_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL644,"","",6560_METER1D_PWR_MTR-PHASE_B_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:46.005-07:00 Los_Angeles,"",6560_METER1D_PWR_MTR-PHASE_B_REACTIVE_POWER,✓,AV1679,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1D_PWR_MTR-PHASE_B_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:31.425Z UTC
@p:ubcv:r:263d7c6c-c5ddc425 Hebb Unsorted Points 6560_WWCH-HTG_ENERGY_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1417,"","",6560_WWCH-HTG_ENERGY_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:41.864-07:00 Los_Angeles,"",6560_WWCH-HTG_ENERGY_MUX,✓,AV3418,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH-HTG_ENERGY_MUX_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.426Z UTC
@p:ubcv:r:263e10e1-9774a215 Hebb Meter 3 Power Factor,@p:ubcv:r:26361cd4-3a6055ca Hebb - main sub meter,AI26,"","","",Meter 3 Power Factor,"",@p:ubcv:r:26361cd4-3a6055ca Hebb - main sub meter,"","","","",ok,0.718418300151825°C,"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"",1min,"",2020-05-12T14:52:00-07:00 Los_Angeles,"","","",17201,2020-04-30T15:43:00-07:00 Los_Angeles,ok,"","",Number,"","",Meter 3 Power Factor,"",AI26,"",✓,"","","","","",✓,@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","","",✓,Los_Angeles,°C,"","","","","","",Meter 3 Power Factor,2020-04-30T22:42:41.423Z UTC
@p:ubcv:r:263d7c6b-57ea65bd Hebb Unsorted Points 6560_METER3B_PWR_MTR-TOTAL_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1043,"","",6560_METER3B_PWR_MTR-TOTAL_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:58.156-07:00 Los_Angeles,"",6560_METER3B_PWR_MTR-TOTAL_REACTIVE_POWER,✓,AV2388,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3B_PWR_MTR-TOTAL_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:31.428Z UTC
@p:ubcv:r:263d7c6a-609ddc77 Hebb Unsorted Points 6560_HE_REJ_BTU-RETURN_TEMP_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL912,"","",6560_HE_REJ_BTU-RETURN_TEMP_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.233-07:00 Los_Angeles,"",6560_HE_REJ_BTU-RETURN_TEMP_MUX,✓,AV442,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HE_REJ_BTU-RETURN_TEMP_MUX_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:31.427Z UTC
@p:ubcv:r:263d7c6c-f4424a34 Hebb Unsorted Points 6560_SCHW_DISTRIBUTION_LAG_PUMP-EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1274,"","",6560_SCHW_DISTRIBUTION_LAG_PUMP-EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.387-07:00 Los_Angeles,"",6560_SCHW_DISTRIBUTION_LAG_PUMP-EN,✓,BV34,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_DISTRIBUTION_LAG_PUMP-EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.429Z UTC
@p:ubcv:r:263d7c6a-6fc0b093 Hebb Unsorted Points 6560_2N0T2_PWR_MTR-TOTAL_kWh,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1440,"","",6560_2N0T2_PWR_MTR-TOTAL_kWh,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.093-07:00 Los_Angeles,"",6560_2N0T2_PWR_MTR-TOTAL_kWh,✓,AV2055,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_2N0T2_PWR_MTR-TOTAL_kWh_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.43Z UTC
@p:ubcv:r:263d7c6a-b28cf010 Hebb Unsorted Points 6560_2N0L_PWR_MTR-TOTAL_kWh,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1450,"","",6560_2N0L_PWR_MTR-TOTAL_kWh,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.486-07:00 Los_Angeles,"",6560_2N0L_PWR_MTR-TOTAL_kWh,✓,AV2755,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_2N0L_PWR_MTR-TOTAL_kWh_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.431Z UTC
@p:ubcv:r:263d7c6c-9a6fd28c Hebb Unsorted Points 6560_SCHW_EN-REQ,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1286,"","",6560_SCHW_EN-REQ,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.399-07:00 Los_Angeles,"",6560_SCHW_EN-REQ,✓,BV46,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_EN-REQ_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.432Z UTC
@p:ubcv:r:263d7c6a-cc2501a6 Hebb Unsorted Points 6560_HE_REC_BTU-VOLUME_RATE_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL916,"","",6560_HE_REC_BTU-VOLUME_RATE_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.248-07:00 Los_Angeles,"",6560_HE_REC_BTU-VOLUME_RATE_MUX,✓,AV446,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HE_REC_BTU-VOLUME_RATE_MUX_POLL_TL,"",Los_Angeles,L/s,✓,"","","","","","",2020-04-30T12:14:31.433Z UTC
@p:ubcv:r:263d7c6b-770f4aa5 Hebb Unsorted Points 6560_METER2D_PWR_MTR-TOTAL_POWER_FACTOR,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL747,"","",6560_METER2D_PWR_MTR-TOTAL_POWER_FACTOR,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.264-07:00 Los_Angeles,"",6560_METER2D_PWR_MTR-TOTAL_POWER_FACTOR,✓,AV1970,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2D_PWR_MTR-TOTAL_POWER_FACTOR_POLL_TL,"",Los_Angeles,pf,✓,"","","","","","",2020-04-30T12:14:31.434Z UTC
@p:ubcv:r:263d7c6a-848a1425 Hebb Unsorted Points 6560_METER1C_PWR_MTR-PHASE_A_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL614,"","",6560_METER1C_PWR_MTR-PHASE_A_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:46.02-07:00 Los_Angeles,"",6560_METER1C_PWR_MTR-PHASE_A_CURRENT,✓,AV1602,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1C_PWR_MTR-PHASE_A_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:31.435Z UTC
