id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curErr,curStatus,curVal,delta,deltaTempPoint,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occupancy,point,pointType,power,quantityID,reliability,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,zachName,mod
@p:ubcv:r:263d7c6a-373318f4 Hebb Unsorted Points 6560_METER1D_PWR_MTR-PHASE_C_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL639,"","",6560_METER1D_PWR_MTR-PHASE_C_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.724-07:00 Los_Angeles,"",6560_METER1D_PWR_MTR-PHASE_C_CURRENT,✓,AV1674,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1D_PWR_MTR-PHASE_C_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:31.384Z UTC
@p:ubcv:r:263d7c6c-3a64e716 Hebb Unsorted Points 6560_SHW_DP-T,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL273,"","",6560_SHW_DP-T,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.057-07:00 Los_Angeles,"",6560_SHW_DP-T,✓,AV18,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_DP-T_POLL_TL,"",Los_Angeles,min,✓,"","","","","","",2020-04-30T12:14:31.385Z UTC
@p:ubcv:r:263d7c6a-f38f3ab8 Hebb Unsorted Points 6560_METER1D_PWR_MTR-TODAY,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL633,"","",6560_METER1D_PWR_MTR-TODAY,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.745-07:00 Los_Angeles,"",6560_METER1D_PWR_MTR-TODAY,✓,AV1637,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1D_PWR_MTR-TODAY_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.387Z UTC
@p:ubcv:r:263d7c6a-01b8411e Hebb Unsorted Points 6560_2N0T2_PWR_MTR-TOTAL_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL790,"","",6560_2N0T2_PWR_MTR-TOTAL_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:45-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:39.985-07:00 Los_Angeles,"",6560_2N0T2_PWR_MTR-TOTAL_REAL_POWER,✓,AV2107,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_2N0T2_PWR_MTR-TOTAL_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:31.386Z UTC
@p:ubcv:r:263d7c6c-c861c6c4 Hebb Unsorted Points 6560_PHW_P08_VFD-POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL947,"","",6560_PHW_P08_VFD-POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.207-07:00 Los_Angeles,"",6560_PHW_P08_VFD-POWER,✓,AV477,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_P08_VFD-POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:31.388Z UTC
@p:ubcv:r:263d7c6a-c0ad0a59 Hebb Unsorted Points 6560_AHU-03_VFD-RAMP_SPEED,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL846,"","",6560_AHU-03_VFD-RAMP_SPEED,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.323-07:00 Los_Angeles,"",6560_AHU-03_VFD-RAMP_SPEED,✓,AV373,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_VFD-RAMP_SPEED_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.389Z UTC
@p:ubcv:r:263d7c6b-90e53fa4 Hebb Unsorted Points 6560_METER3A_PWR_MTR-PHASE_C_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1009,"","",6560_METER3A_PWR_MTR-PHASE_C_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.193-07:00 Los_Angeles,"",6560_METER3A_PWR_MTR-PHASE_C_REAL_POWER,✓,AV2307,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3A_PWR_MTR-PHASE_C_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:31.39Z UTC
@p:ubcv:r:263d7c6a-d35ae3f3 Hebb Unsorted Points 6560_HE_REC_BTU-MODE2_CLG_ENERGY_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL920,"","",6560_HE_REC_BTU-MODE2_CLG_ENERGY_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:51-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.208-07:00 Los_Angeles,"",6560_HE_REC_BTU-MODE2_CLG_ENERGY_MUX,✓,AV450,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HE_REC_BTU-MODE2_CLG_ENERGY_MUX_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:31.391Z UTC
@p:ubcv:r:263d7c6a-d1d03a5d Hebb Unsorted Points 6560_METER1D_PWR_MTR-PHASE_B_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL647,"","",6560_METER1D_PWR_MTR-PHASE_B_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.8-07:00 Los_Angeles,"",6560_METER1D_PWR_MTR-PHASE_B_APPARENT_POWER,✓,AV1682,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1D_PWR_MTR-PHASE_B_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:31.392Z UTC
@p:ubcv:r:263d7c6c-c5624dcc Hebb Unsorted Points 6560_PCHW_LEAD_PUMP-EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1309,"","",6560_PCHW_LEAD_PUMP-EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:35.319-07:00 Los_Angeles,"",6560_PCHW_LEAD_PUMP-EN,✓,BV67,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_LEAD_PUMP-EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.393Z UTC
@p:ubcv:r:263d7c69-33af6335 Hebb Unsorted Points 6560_PCHW_WWCH_BYPV-FB,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1,"","",6560_PCHW_WWCH_BYPV-FB,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:44-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:39.036-07:00 Los_Angeles,"",6560_PCHW_WWCH_BYPV-FB,✓,AI1102,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_WWCH_BYPV-FB_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.394Z UTC
@p:ubcv:r:263d7c69-7a1e8696 Hebb Unsorted Points 6560_AHU-03_DA-T,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL52,"","",6560_AHU-03_DA-T,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.346-07:00 Los_Angeles,"",6560_AHU-03_DA-T,✓,AI2401,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_DA-T_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:31.395Z UTC
@p:ubcv:r:263d7c6c-3bf5514f Hebb Unsorted Points 6560_SHW_DP-SPtrim,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL278,"","",6560_SHW_DP-SPtrim,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:39-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:55-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:36.819-07:00 Los_Angeles,"",6560_SHW_DP-SPtrim,✓,AV22,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_DP-SPtrim_POLL_TL,"",Los_Angeles,kPa,✓,"","","","","","",2020-04-30T12:14:31.398Z UTC
@p:ubcv:r:263d7c6a-0f56c80f Hebb Unsorted Points 6560_METER1C_PWR_MTR-PHASE_A_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL611,"","",6560_METER1C_PWR_MTR-PHASE_A_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.819-07:00 Los_Angeles,"",6560_METER1C_PWR_MTR-PHASE_A_VOLTAGE,✓,AV1599,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1C_PWR_MTR-PHASE_A_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:31.396Z UTC
@p:ubcv:r:263d7c6b-b4f55a8f Hebb Unsorted Points 6560_METER2G_PWR_MTR-PHASE_A_POWER_FACTOR,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL810,"","",6560_METER2G_PWR_MTR-PHASE_A_POWER_FACTOR,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.378-07:00 Los_Angeles,"",6560_METER2G_PWR_MTR-PHASE_A_POWER_FACTOR,✓,AV2174,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2G_PWR_MTR-PHASE_A_POWER_FACTOR_POLL_TL,"",Los_Angeles,pf,✓,"","","","","","",2020-04-30T12:14:31.397Z UTC
@p:ubcv:r:263d7c6c-38cc4922 Hebb Unsorted Points 6560_WWCH_UNIT-DEMAND_LIMIT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL255,"","",6560_WWCH_UNIT-DEMAND_LIMIT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:45.929-07:00 Los_Angeles,"",6560_WWCH_UNIT-DEMAND_LIMIT,✓,AV150,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH_UNIT-DEMAND_LIMIT_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.399Z UTC
@p:ubcv:r:263d7c6d-722a7e95 Hebb Unsorted Points 6560_SCHW_DISTRIBUTION_PUMP-LEADLAG_CONFIG,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1402,"","",6560_SCHW_DISTRIBUTION_PUMP-LEADLAG_CONFIG,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","Pump P04 Lead,Pump P05 Lead",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T14:31:43-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:55-07:00 Los_Angeles,ok,"","",Str,2020-05-12T14:40:37.471-07:00 Los_Angeles,"",6560_SCHW_DISTRIBUTION_PUMP-LEADLAG_CONFIG,✓,MSV4,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_DISTRIBUTION_PUMP-LEADLAG_CONFIG_POLL_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.4Z UTC
@p:ubcv:r:263d7c6d-77911f83 Hebb Unsorted Points 6560_AHU-03-HTG_CLG_VLV_CONFIG,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1399,"","",6560_AHU-03-HTG_CLG_VLV_CONFIG,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","Heating,Cooling",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Str,2020-05-12T14:40:45.95-07:00 Los_Angeles,"",6560_AHU-03-HTG_CLG_VLV_CONFIG,✓,MSV21,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03-HTG_CLG_VLV_CONFIG_POLL_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:31.403Z UTC
@p:ubcv:r:263d7c6a-3b0b2cd5 Hebb Unsorted Points 6560_AHU-03_MAD-MIN_VENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL850,"","",6560_AHU-03_MAD-MIN_VENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.401-07:00 Los_Angeles,"",6560_AHU-03_MAD-MIN_VENT,✓,AV377,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_MAD-MIN_VENT_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.401Z UTC
@p:ubcv:r:263d7c6b-d811043a Hebb Unsorted Points 6560_METER3C_PWR_MTR-PHASE_C_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1061,"","",6560_METER3C_PWR_MTR-PHASE_C_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:58.04-07:00 Los_Angeles,"",6560_METER3C_PWR_MTR-PHASE_C_APPARENT_POWER,✓,AV2453,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3C_PWR_MTR-PHASE_C_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:31.402Z UTC
@p:ubcv:r:263d7c6b-9be7c00d Hebb Unsorted Points 6560_METER3A_PWR_MTR-PHASE_B_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1002,"","",6560_METER3A_PWR_MTR-PHASE_B_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.22-07:00 Los_Angeles,"",6560_METER3A_PWR_MTR-PHASE_B_VOLTAGE,✓,AV2300,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3A_PWR_MTR-PHASE_B_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:31.404Z UTC
@p:ubcv:r:263d7c6b-c32a1d1a Hebb Unsorted Points 6560_METER3B_PWR_MTR-PHASE_C_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1038,"","",6560_METER3B_PWR_MTR-PHASE_C_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:58.05-07:00 Los_Angeles,"",6560_METER3B_PWR_MTR-PHASE_C_APPARENT_POWER,✓,AV2383,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3B_PWR_MTR-PHASE_C_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:31.405Z UTC
@p:ubcv:r:263d7c6a-10749170 Hebb Unsorted Points 6560_DES_KAMSTRUPP-PULSE_INPUT_A_ACCUMULATED_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL996,"","",6560_DES_KAMSTRUPP-PULSE_INPUT_A_ACCUMULATED_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:47-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40-07:00 Los_Angeles,"",6560_DES_KAMSTRUPP-PULSE_INPUT_A_ACCUMULATED_MUX,✓,AV607,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_DES_KAMSTRUPP-PULSE_INPUT_A_ACCUMULATED_MUX_POLL_TL,"",Los_Angeles,m³,✓,"","","","","","",2020-04-30T12:14:31.406Z UTC
@p:ubcv:r:263d7c6b-dcabfbba Hebb Unsorted Points 6560_PCHW_LAG_PUMP-SPD_FB,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL219,"","",6560_PCHW_LAG_PUMP-SPD_FB,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.076-07:00 Los_Angeles,"",6560_PCHW_LAG_PUMP-SPD_FB,✓,AV118,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_LAG_PUMP-SPD_FB_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.407Z UTC
@p:ubcv:r:263d7c6c-bb60c1ea Hebb Unsorted Points 6560_PHW_STANDBY_PUMP-SPD_FB,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL360,"","",6560_PHW_STANDBY_PUMP-SPD_FB,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:41.84-07:00 Los_Angeles,"",6560_PHW_STANDBY_PUMP-SPD_FB,✓,AV97,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_STANDBY_PUMP-SPD_FB_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.408Z UTC
@p:ubcv:r:263d7c6a-8efb596f Hebb Unsorted Points 6560_SHW_P10-FB,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL24,"","",6560_SHW_P10-FB,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:55.431-07:00 Los_Angeles,"",6560_SHW_P10-FB,✓,AI1701,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_P10-FB_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:31.409Z UTC
