id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-7de44a73 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.F29-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002299,✓,JCL-NAE60/FC-A.01A-FEC020.F29-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-04T08:07:40-07:00 Los_Angeles,"",17,2019-05-25T08:00:54-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.268-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.F29-S,✓,BI3000938,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.F29-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:00.284Z UTC
@p:ubcv:r:247ec11a-5bfd7955 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001412,✓,JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32011,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.4-07:00 Los_Angeles,"","",Zone Temp,"",AI3000432,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.711Z UTC
@p:ubcv:r:247ec11a-65c9df97 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.Heat Pump 10B.F17-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001574,✓,JCL-NAE60/FC-A.Heat Pump 10B.F17-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-25T00:00:02-07:00 Los_Angeles,"",29,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.232-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.Heat Pump 10B.F17-S,✓,BI3001080,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.Heat Pump 10B.F17-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.845Z UTC
@p:ubcv:r:247ec11a-0fe91518 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DHWPH-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000255,✓,JCL-NAE60/FC-A.01A-FEC005.DHWPH-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",49016,2019-05-25T23:20:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.402-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.DHWPH-T,✓,AI3000063,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.DHWPH-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.712Z UTC
@p:ubcv:r:247ec11a-20a4009f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC022.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000283,✓,JCL-NAE60/FC-A.01A-FEC022.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T14:14:01-07:00 Los_Angeles,"",1628,2019-05-25T08:00:27-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.247-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC022.HTG1-C,✓,BO3000123,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC022.HTG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.555Z UTC
@p:ubcv:r:247ec11a-103bb2d5 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC026.SF-C,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001556,✓,JCL-NAE60/FC-A.01A-FEC026.SF-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-20T08:05:21-07:00 Los_Angeles,"",14,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.228-07:00 Los_Angeles,"","",Discharge Fan Run Cmd,"",BO3001087,"","","",✓,"","","","",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE60/FC-A.01A-FEC026.SF-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.489Z UTC
@p:ubcv:r:247ec11a-01ee5751 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC006.CH3-L,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002634,✓,JCL-NAE60/FC-A.01A-FEC006.CH3-L,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T13:34:57-07:00 Los_Angeles,"",25640,2019-05-26T22:53:42-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.28-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC006.CH3-L,✓,AI3001129,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC006.CH3-L.Trend1,Los_Angeles,L,"","","","","",2020-04-09T19:02:17.713Z UTC
@p:ubcv:r:247ec11a-ba606efb Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC028.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002548,✓,JCL-NAE60/FC-A.01A-FEC028.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31967,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.403-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000930,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC028.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.714Z UTC
@p:ubcv:r:247ec11a-9d17bf71 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC013.OA Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002276,✓,JCL-NAE60/FC-A.01A-FEC013.OA Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16724,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.405-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC013.OA Dew Point,✓,AV3001889,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC013.OA Dew Point.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.715Z UTC
@p:ubcv:r:247ec11a-60182094 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001414,✓,JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32034,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.406-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-H,✓,AI3000431,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC021.RTU-1 S_ZN-H.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:17.716Z UTC
@p:ubcv:r:247ec11a-9cfd9a9d Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.PP2-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000263,✓,JCL-NAE60/FC-A.01A-FEC005.PP2-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-11T12:47:21-07:00 Los_Angeles,"",2157,2019-05-22T08:46:11-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.264-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.PP2-S,✓,BI3000061,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.PP2-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.244Z UTC
@p:ubcv:r:247ec11a-95c4d0c4 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC024.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001396,✓,JCL-NAE60/FC-A.01A-FEC024.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31983,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.408-07:00 Los_Angeles,"","",Zone Temp,"",AI3001035,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC024.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.717Z UTC
@p:ubcv:r:247ec11a-1811e1ff Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC018.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000189,✓,JCL-NAE60/FC-A.01A-FEC018.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",33346,2019-05-24T00:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.409-07:00 Los_Angeles,"","",Zone Temp,"",AI3000092,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC018.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.718Z UTC
@p:ubcv:r:247ec11a-e363a5c0 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.RINKB-DPR,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000260,✓,JCL-NAE60/FC-A.01A-FEC017.RINKB-DPR,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",48685,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.411-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.RINKB-DPR,✓,AO3000258,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.RINKB-DPR.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.719Z UTC
@p:ubcv:r:247ec11a-d56639b4 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DCW-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000265,✓,JCL-NAE60/FC-A.01A-FEC005.DCW-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",48697,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.412-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.DCW-T,✓,AI3000065,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.DCW-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.72Z UTC
@p:ubcv:r:247ec11a-64f58d0f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC022.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000279,✓,JCL-NAE60/FC-A.01A-FEC022.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31983,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.414-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000122,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC022.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.721Z UTC
@p:ubcv:r:247ec11a-3e1d5153 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.HEAT-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001539,✓,JCL-NAE60/FC-A.01A-FEC019.HEAT-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32004,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.416-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC019.HEAT-O,✓,AO3000889,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC019.HEAT-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.722Z UTC
@p:ubcv:r:247ec11a-1281db64 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.SA-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000276,✓,JCL-NAE60/FC-A.01A-FEC017.SA-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",48688,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.417-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000271,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE60/FC-A.01A-FEC017.SA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.723Z UTC
@p:ubcv:r:247ec11a-620227b0 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.EFFDAT-SP,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001576,✓,JCL-NAE60/FC-A.01A-FEC016.EFFDAT-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"",✓,"","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16934,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.419-07:00 Los_Angeles,"","",Discharge Air Temp Effective Sp,"",AV3000327,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"",✓,"","",@p:ubcv:r:23e65d3d-79dbc720 .+(\.|-| )EFFDAT-SP,✓,JCL-NAE60/FC-A.01A-FEC016.EFFDAT-SP.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.724Z UTC
@p:ubcv:r:21dffdad-ab27b209 Doug Mitchell Thunderbird Sports Centre Heating Plant $bmsName,"","",@p:ubcv:r:ref,"",✓,"","","",@p:ubcv:r:ref,"",✓,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdad-4b5e45ee Doug Mitchell Thunderbird Sports Centre Heating Plant,"","","","",@p:ubcv:r:21dff50a-f356f5c2 Doug Mitchell Thunderbird Sports Centre Hydronic Systems,"",✓,0.5°C,10min,"","",cov,"","",ok,"",✓,"","",Number,"",✓,"",Leaving Water Temp,"",AI10,"","","",✓,"",✓,"","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"",2020-02-03T20:00:18.352Z UTC
@p:ubcv:r:247ec11a-1ca09a97 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC028.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001395,✓,JCL-NAE60/FC-A.01A-FEC028.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31956,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.42-07:00 Los_Angeles,"","",Zone Temp,"",AI3000931,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC028.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.725Z UTC
@p:ubcv:r:247ec11a-2197a7f1 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001518,✓,JCL-NAE60/FC-A.01A-FEC016.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",23,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.184-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC016.CLG1-C,✓,BO3000307,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC016.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.892Z UTC
