id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-068208d9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-29,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001570,✓,JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-29,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Activated,Not Activated","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-02-11T12:46:50-08:00 Los_Angeles,"",12,2019-05-25T08:01:02-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.205-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-29,✓,BI3001267,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-29.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.926Z UTC
@p:ubcv:r:247ec11a-3940b38f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.F9B-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001573,✓,JCL-NAE60/FC-A.01A-FEC017.F9B-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T02:05:21-07:00 Los_Angeles,"",716,2019-05-25T02:05:21-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.273-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.F9B-S,✓,BI3000113,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.F9B-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.871Z UTC
@p:ubcv:r:247ec11a-a4140b24 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.Heat Pump 10B.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001553,✓,JCL-NAE60/FC-A.Heat Pump 10B.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.156-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.Heat Pump 10B.CLG1-C,✓,BO3001042,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.Heat Pump 10B.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.73Z UTC
@p:ubcv:r:247ec11a-d6e50144 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.RAH-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000219,✓,JCL-NAE60/FC-A.01A-FEC017.RAH-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",33995,2019-05-22T08:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.353-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.RAH-SP,✓,AV3000119,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.RAH-SP.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:17.679Z UTC
@p:ubcv:r:247ec11a-baa1a13e Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC031.SF-S,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002523,✓,JCL-NAE60/FC-A.01A-FEC031.SF-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T14:16:50-07:00 Los_Angeles,"",65,2019-05-25T08:00:56-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.252-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3002452,"","","",✓,"","","","",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE60/FC-A.01A-FEC031.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:44.911Z UTC
@p:ubcv:r:247ec11a-2e585358 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC022.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000278,✓,JCL-NAE60/FC-A.01A-FEC022.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32080,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.358-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000121,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC022.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.68Z UTC
@p:ubcv:r:247ec11a-c9a81e0e Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.F14-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000230,✓,JCL-NAE60/FC-A.01A-FEC017.F14-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-02-03T15:11:08-08:00 Los_Angeles,"",15,2019-05-25T08:00:48-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.199-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.F14-S,✓,BI3000117,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.F14-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.617Z UTC
@p:ubcv:r:247ec11a-6ec547d8 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.MAD-O,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002403,✓,JCL-NAE60/FC-A.01A-FEC029.MAD-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","",✓,$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8490,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.3-07:00 Los_Angeles,"",✓,Mixed Air Damper Cmd,"",AO3002326,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE60/FC-A.01A-FEC029.MAD-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.681Z UTC
@p:ubcv:r:247ec11a-2874c197 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC009.ZNT-SP,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002274,✓,JCL-NAE60/FC-A.01A-FEC009.ZNT-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16746,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.36-07:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV3001846,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"",✓,"","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,JCL-NAE60/FC-A.01A-FEC009.ZNT-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.682Z UTC
@p:ubcv:r:247ec11a-2bb389c9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.Rink B ZN-H,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000272,✓,JCL-NAE60/FC-A.01A-FEC017.Rink B ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8514,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:28:57.303-07:00 Los_Angeles,"","",Zone Humidity,"",AI3000269,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"",JCL-NAE60/FC-A.01A-FEC017.Rink B ZN-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:02:17.683Z UTC
@p:ubcv:r:247ec11a-02d117cd Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC013.ActOA-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002271,✓,JCL-NAE60/FC-A.01A-FEC013.ActOA-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",34053,2019-05-22T08:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.362-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC013.ActOA-T,✓,AI3001887,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC013.ActOA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.684Z UTC
@p:ubcv:r:247ec11a-ebb2eeb3 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002544,✓,JCL-NAE60/FC-A.01A-FEC019.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31981,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.363-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000882,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC019.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.685Z UTC
@p:ubcv:r:247ec11a-ff500660 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.F12C-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001565,✓,JCL-NAE60/FC-A.01A-FEC020.F12C-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-05T14:00:23-07:00 Los_Angeles,"",6179,2019-05-23T17:07:34-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.285-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.F12C-S,✓,BI3000937,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.F12C-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.537Z UTC
@p:ubcv:r:247ec11a-bcfc08fe Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001546,✓,JCL-NAE60/FC-A.01A-FEC020.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32061,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.364-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000980,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC020.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.686Z UTC
@p:ubcv:r:247ec11a-ee325f8f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC023.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002542,✓,JCL-NAE60/FC-A.01A-FEC023.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T13:55:44-07:00 Los_Angeles,"",166,2019-05-25T08:00:27-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.157-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC023.CLG1-C,✓,BO3000139,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC023.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:44.405Z UTC
@p:ubcv:r:247ec11a-59db8f00 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-23,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001567,✓,JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-23,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-02-11T12:53:30-08:00 Los_Angeles,"",26,2019-05-25T08:01:02-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.207-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-23,✓,BI3001219,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-1.Binary Inputs.BI-23.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.759Z UTC
@p:ubcv:r:247ec11a-36791aa7 Doug Mitchell Thunderbird Sports Centre Unsorted Points P5 JCL-NAE60/FC-A.01A-FEC004.P5-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000252,✓,JCL-NAE60/FC-A.01A-FEC004.P5-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P5,@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-25T22:36:43-07:00 Los_Angeles,"",21,2019-05-25T08:00:55-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.238-07:00 Los_Angeles,"","",Run Status,"",BI3000039,"","","",✓,"","",✓,"",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE60/FC-A.01A-FEC004.P5-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.627Z UTC
@p:ubcv:r:252a61e1-185d3614 Doug Mitchell Thunderbird Sports Centre Gas Main Meter Energy,"",✓,"","","","","","","","","","","","","",$equipRef $navName,"","","","",✓,"","","",@p:ubcv:r:250ecf08-8e0a1bf3 Doug Mitchell Thunderbird Sports Centre Gas Main Meter,"","","",✓,@p:ubcv:r:21697fca-baada47a Doug Mitchell Thunderbird Sports Centre Utilities,"",✓,"","","",2020-01-01T00:00:00-08:00 Los_Angeles,consumption,201700,2014-04-01T00:15:00-07:00 Los_Angeles,"","","","","",Number,"","","",Energy,"","","","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","","",Los_Angeles,GJ,"","","","","",2020-04-28T00:03:36.12Z UTC
@p:ubcv:r:247ec11a-45d20e39 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002543,✓,JCL-NAE60/FC-A.01A-FEC020.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32064,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.366-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000981,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC020.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.687Z UTC
@p:ubcv:r:247ec11a-dbe71b2d Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.P3ENA-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001591,✓,JCL-NAE60/FC-A.01A-FEC004.P3ENA-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16761,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.367-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.P3ENA-SP,✓,AV3000052,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.P3ENA-SP.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.688Z UTC
@p:ubcv:r:21eac53e-ff7ab785 Doug Mitchell Thunderbird Sports Centre Heating Plant $bmsName,"","",@p:ubcv:r:ref,"",✓,"","","",@p:ubcv:r:ref,"",✓,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdad-4b5e45ee Doug Mitchell Thunderbird Sports Centre Heating Plant,"","","","",@p:ubcv:r:21dff50a-f356f5c2 Doug Mitchell Thunderbird Sports Centre Hydronic Systems,"",✓,5kW,10min,"","",cov,"","",ok,"",✓,"","",Number,"","","",Power,"",AI5,"","","",✓,✓,✓,"","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","","",Los_Angeles,kW,✓,"","",✓,"",2020-02-03T20:00:18.936Z UTC
@p:ubcv:r:247ec11a-92bcf7a3 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.F18-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001575,✓,JCL-NAE60/FC-A.01A-FEC021.F18-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-25T00:00:04-07:00 Los_Angeles,"",29,2019-05-25T08:00:59-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.233-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC021.F18-S,✓,BI3000434,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC021.F18-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.826Z UTC
