id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,run,scheduled,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25a64868-19084538 FNH Unsorted Points JCL-NAE20/N2-A.20A014UN.OCC-C,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000587,"",JCL-NAE20/N2-A.20A014UN.OCC-C,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","On,Off","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-04-07T14:07:27-07:00 Los_Angeles,"","",16,2019-10-04T10:32:16-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.774-07:00 Los_Angeles,"","",Scheduled Occupancy,"",BO3000398,✓,"","","","",✓,"","","","","",✓,"",@p:ubcv:r:20a64546-f3ae027f FNH,"",✓,"","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"",JCL-NAE20/N2-A.20A014UN.OCC-C.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.OCC-C,"",2020-04-08T18:55:24.143Z UTC
@p:ubcv:r:25a64868-42756ccf FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.SF-A,✓,✓,@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000637,"",JCL-NAE20/N2-A.20A015UN.SF-A,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,✓,"","","","Normal,Alarm","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"",✓,"",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-04-07T16:20:27-07:00 Los_Angeles,"","",24,2019-10-04T10:32:16-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.8-07:00 Los_Angeles,"","",Alarm,"",BI3000422,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:258694ac-15ddcc51 .+(\.|-| |_)SF\d?-A(LM)?,"",JCL-NAE20/N2-A.20A015UN.SF-A.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.SF-A,"",2020-04-08T18:55:30.617Z UTC
@p:ubcv:r:25a64868-c98e9415 FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.ZN-T2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000029,"",JCL-NAE20/N2-A.20A001UN.ZN-T2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.656-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.ZN-T2,✓,AI3000027,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.ZN-T2.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-T2,"",2020-04-09T19:02:01.37Z UTC
@p:ubcv:r:25a64868-f3b52cf6 FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.DAT-SP,✓,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000573,"",JCL-NAE20/N2-A.20A015UN.DAT-SP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",12011,2020-01-05T11:45:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.944-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AO3000418,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"",✓,"","",@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,✓,JCL-NAE20/N2-A.20A015UN.DAT-SP.Trend1,Los_Angeles,°C,"","","","",FNH.HVAC1.SAT-SP,"",2020-04-09T19:02:01.371Z UTC
@p:ubcv:r:25a64868-1867e4c9 FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.RHC-V2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000057,"",JCL-NAE20/N2-A.20A002UN.RHC-V2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.663-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.RHC-V2,✓,AO3000056,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.RHC-V2.Trend1,Los_Angeles,%,"","","","",FNH.RH1.RHC-V2,"",2020-04-09T19:02:01.372Z UTC
@p:ubcv:r:25a64868-95fec39d FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-T4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000095,"",JCL-NAE20/N2-A.20A005UN.ZN-T4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.669-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-T4,✓,AI3000093,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-T4.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-T4,"",2020-04-09T19:02:01.373Z UTC
@p:ubcv:r:25a64868-fd54f1ea FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.UNIT-C,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000347,"",JCL-NAE20/N2-A.20A015UN.UNIT-C,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T08:40:42-07:00 Los_Angeles,"","",22,2020-01-08T08:02:32-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.786-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A015UN.UNIT-C,✓,BO3000346,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A015UN.UNIT-C.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.UNIT-C,"",2020-04-08T18:55:33.082Z UTC
@p:ubcv:r:2388a048-9a39a672 FNH HW Main Meter Water Delta Temp,"","","","","","","","","","","","","",✓,✓,$equipRef $navName,"","","","","","",@p:ubcv:r:20a64546-dcb2ab24 FNH HW Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,"","","",deltaTemp,consumption,"","","","","","",Number,"","","",Water Delta Temp,"","","","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"","",2020-04-28T00:03:35.729Z UTC
@p:ubcv:r:25a64868-e50719b6 FNH Unsorted Points JCL-NAE20/N2-A.20A008UN.RHC-D3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000138,"",JCL-NAE20/N2-A.20A008UN.RHC-D3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.676-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A008UN.RHC-D3,✓,AO3000137,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A008UN.RHC-D3.Trend1,Los_Angeles,_,"","","","",FNH.DMP2.RHC-D3,"",2020-04-09T19:15:04.413Z UTC
@p:ubcv:r:25a64868-c439b10d FNH Unsorted Points JCL-NAE20/N2-A.20A014UN.EA-P,✓,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000743,"",JCL-NAE20/N2-A.20A014UN.EA-P,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,✓,"","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",282,2019-12-24T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:17.881-07:00 Los_Angeles,"","",Exhaust Air Pressure,"",AO3000399,"","","","","",✓,"",✓,"","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-c2f456e8 .+(\.|-| )EA\d?-P,"",JCL-NAE20/N2-A.20A014UN.EA-P.Trend1,Los_Angeles,Pa,"","","","",FNH.HVAC1.BLDG-P,"",2020-04-09T19:02:01.375Z UTC
@p:ubcv:r:25a64868-3ef1b894 FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.RHC-V1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000055,"",JCL-NAE20/N2-A.20A002UN.RHC-V1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.683-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.RHC-V1,✓,AO3000054,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.RHC-V1.Trend1,Los_Angeles,%,"","","","",FNH.RH1.RHC-V1,"",2020-04-09T19:02:01.376Z UTC
@p:ubcv:r:25a64868-3ad64930 FNH Unsorted Points JCL-NAE20/N2-A.20A013UN.LO-SP,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000317,"",JCL-NAE20/N2-A.20A013UN.LO-SP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.69-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A013UN.LO-SP,✓,AO3000316,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A013UN.LO-SP.Trend1,Los_Angeles,°C,"","","","",FNH.HX1.LO-SP,"",2020-04-09T19:02:01.377Z UTC
@p:ubcv:r:25a64868-02250a7b FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-SP2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000258,"",JCL-NAE20/N2-A.20A005UN.ZN-SP2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.697-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-SP2,✓,AO3000257,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-SP2.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-SP2,"",2020-04-09T19:02:01.378Z UTC
@p:ubcv:r:25a64868-ec249afd FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.ZN-SP1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000241,"",JCL-NAE20/N2-A.20A002UN.ZN-SP1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.704-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.ZN-SP1,✓,AO3000240,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.ZN-SP1.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-SP1,"",2020-04-09T19:02:01.379Z UTC
@p:ubcv:r:25a64868-b8abc586 FNH Unsorted Points JCL-NAE20/N2-A.20A006UN.RHC-V2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000116,"",JCL-NAE20/N2-A.20A006UN.RHC-V2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.711-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A006UN.RHC-V2,✓,AO3000115,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A006UN.RHC-V2.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V2,"",2020-04-09T19:02:01.38Z UTC
@p:ubcv:r:20a64546-5b9b585b FNH HW Main Meter Power,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,AI5,"",✓,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,✓,"",ok,64.80000305175781kW,"","",$equipRef $navName,"","","","","","",@p:ubcv:r:20a64546-dcb2ab24 FNH HW Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,5kW,15min,2020-05-12T14:34:31-07:00 Los_Angeles,"","",498033,2016-05-05T15:45:00-07:00 Los_Angeles,ok,"",✓,"",Number,"","","",Power,"","","","","","","",✓,✓,"","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","","",Los_Angeles,kW,✓,"","",✓,"","",2020-05-12T08:00:09.796Z UTC
@p:ubcv:r:25a64868-802c1124 FNH Unsorted Points JCL-NAE20/N2-A.20A011UN.RHC-D,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000182,"",JCL-NAE20/N2-A.20A011UN.RHC-D,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.721-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A011UN.RHC-D,✓,AO3000181,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A011UN.RHC-D.Trend1,Los_Angeles,_,"","","","",FNH.DMP3.RHC-D,"",2020-04-09T19:15:04.414Z UTC
@p:ubcv:r:25a64868-20ed66a6 FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.ZN-SP3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000295,"",JCL-NAE20/N2-A.20A009UN.ZN-SP3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.728-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.ZN-SP3,✓,AO3000294,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.ZN-SP3.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-SP3,"",2020-04-09T19:02:01.382Z UTC
@p:ubcv:r:25a64868-2aacf994 FNH Unsorted Points JCL-NAE20/N2-A.20A011UN.RHC-D2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000186,"",JCL-NAE20/N2-A.20A011UN.RHC-D2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.735-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A011UN.RHC-D2,✓,AO3000185,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A011UN.RHC-D2.Trend1,Los_Angeles,_,"","","","",FNH.DMP3.RHC-D2,"",2020-04-09T19:15:04.415Z UTC
@p:ubcv:r:25a64868-d8f74664 FNH Unsorted Points JCL-NAE20/N2-A.20A006UN.L2-SP,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000112,"",JCL-NAE20/N2-A.20A006UN.L2-SP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.741-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A006UN.L2-SP,✓,AI3000110,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A006UN.L2-SP.Trend1,Los_Angeles,Pa,"","","","",FNH.HVAC1.L2-SP,"",2020-04-09T19:02:01.384Z UTC
@p:ubcv:r:25a64868-bb729a4e FNH Unsorted Points JCL-NAE20/N2-A.20A007UN.COOL3-T,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000123,"",JCL-NAE20/N2-A.20A007UN.COOL3-T,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:33:10-07:00 Los_Angeles,"","",147338,2020-01-06T10:38:02-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.977-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A007UN.COOL3-T,✓,AI3000121,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A007UN.COOL3-T.Trend1,Los_Angeles,°C,"","","","",FNH.MISC.COOL3-T,"",2020-04-09T19:02:01.385Z UTC
@p:ubcv:r:21dffdad-b04a3427 FNH HW Main Meter Flow,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,AI4,"",✓,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,✓,L/h => L/s,ok,1.1666666666666665L/s,"","",$equipRef $navName,"","","","","","",@p:ubcv:r:20a64546-dcb2ab24 FNH HW Main Meter,"","",✓,@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,0.25L/s,10min,2020-05-12T14:40:00-07:00 Los_Angeles,"",consumption,193876,2018-01-03T14:10:00-08:00 Los_Angeles,ok,"",✓,"",Number,"","","",Flow,"","","","","","","",✓,"","","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","","",Los_Angeles,L/s,✓,"","",✓,"","",2020-04-28T00:03:35.731Z UTC
@p:ubcv:r:25a64868-1e7d92ea FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.ZN-SP3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000231,"",JCL-NAE20/N2-A.20A001UN.ZN-SP3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.748-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.ZN-SP3,✓,AO3000230,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.ZN-SP3.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-SP3,"",2020-04-09T19:02:01.386Z UTC
@p:ubcv:r:25a64868-ac84cf51 FNH Unsorted Points JCL-NAE20/N2-A.20A012UN.RHC-D3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000192,"",JCL-NAE20/N2-A.20A012UN.RHC-D3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.758-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A012UN.RHC-D3,✓,AO3000191,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A012UN.RHC-D3.Trend1,Los_Angeles,_,"","","","",FNH.DMP3.RHC-D3,"",2020-04-09T19:15:04.416Z UTC
@p:ubcv:r:25a64868-da48c98c FNH Unsorted Points JCL-NAE20/N2-A.20A011UN.COOL4-T,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000685,"",JCL-NAE20/N2-A.20A011UN.COOL4-T,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:33:18-07:00 Los_Angeles,"","",77428,2020-01-06T10:07:44-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.97-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A011UN.COOL4-T,✓,AI3000576,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A011UN.COOL4-T.Trend1,Los_Angeles,°C,"","","","",FNH.MISC.COOL4-T,"",2020-04-09T19:02:01.388Z UTC
@p:ubcv:r:25a64868-bfba9252 FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.EA1-D1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000059,"",JCL-NAE20/N2-A.20A002UN.EA1-D1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.765-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.EA1-D1,✓,AO3000058,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.EA1-D1.Trend1,Los_Angeles,%,"","","","",FNH.HVAC1.EA1-D1,"",2020-04-09T19:02:01.389Z UTC
