id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,damper,delta,differential,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisConvert,hisEnd,hisErr,hisFunc,hisSize,hisStart,hisStatus,hot,ionaSchedMV,ionaSched_MV,jci,kind,lastSynced,lastTagged,leaving,low,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,pressure,pump,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sp,speed,tagTableRef,temp,testUnits,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:238b4041-a3631136 Iona Rm 258 VAV-35 JCL-NAE51/N2-1.TU-35.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004789,✓,JCL-NAE51/N2-1.TU-35.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-13cb565c Iona Rm 258 VAV-35,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.441-07:00 Los_Angeles,2018-12-07T09:45:31.001-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3004024,"","",✓,"","","",@p:ubcv:r:24e5e631-fdc3339c Iona Rm 258,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-35.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.186Z UTC
@p:ubcv:r:238b4077-aedd9bb8 Iona Rm 153 AV-153 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-21.AC01-EN,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001099,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-21.AC01-EN,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:24e5e15f-c68441f1 Iona Rm 153 AV-153,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-11T09:53:09-07:00 Los_Angeles,"","",14,2019-04-04T09:52:46-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.266-07:00 Los_Angeles,2018-11-25T13:45:23.317-08:00 Los_Angeles,"","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-21.AC01-EN,✓,BO3001098,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-21.AC01-EN.Trend1,Los_Angeles,"","","","",2020-04-08T18:52:41.874Z UTC
@p:ubcv:r:238b4042-08a013b9 Iona Rm 245 VAV-33 JCL-NAE51/N2-1.TU-33.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005170,✓,JCL-NAE51/N2-1.TU-33.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-09029632 Iona Rm 245 VAV-33,"","",✓,@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.443-07:00 Los_Angeles,2018-12-07T09:45:31.788-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004745,"","",✓,"","","",@p:ubcv:r:24e5e631-36d28e41 Iona Rm 245,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-1.TU-33.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.187Z UTC
@p:ubcv:r:238b4042-2db51c0d Iona AHU-01 JCL-NAE51/N2-1.AHU1.Parameters.DASP-SP,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005463,✓,JCL-NAE51/N2-1.AHU1.Parameters.DASP-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48e78-dd645481 Iona AHU-01,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.644-07:00 Los_Angeles,2018-11-25T13:45:23.82-08:00 Los_Angeles,"","","",JCL-NAE51/N2-1.AHU1.Parameters.DASP-SP,✓,AO3005419,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-1.AHU1.Parameters.DASP-SP.Trend1,Los_Angeles,Pa,"","","",2020-04-09T19:02:15.188Z UTC
@p:ubcv:r:2324284a-1243b314 Iona Rm 113 VAV-11 JCL-NAE51/N2-1.TU-11.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005071,✓,JCL-NAE51/N2-1.TU-11.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-af58586d Iona Rm 113 VAV-11,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57092,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.645-07:00 Los_Angeles,2018-12-07T09:45:30.326-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004236,"","",✓,"","","",@p:ubcv:r:24e5e631-0901f32c Iona Rm 113,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-1.TU-11.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:00.56Z UTC
@p:ubcv:r:238b4041-2fdcadd3 Iona Rm 201 North VAV-31 JCL-NAE51/N2-2.TU-31.ACLG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004959,✓,JCL-NAE51/N2-2.TU-31.ACLG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-d4512f8d Iona Rm 201 North VAV-31,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.444-07:00 Los_Angeles,2018-12-07T09:45:30.865-08:00 Los_Angeles,"","","",Zone Temp Cooling Sp,"",AI3004149,"","",✓,"","","",@p:ubcv:r:24e5e632-54abdb58 Iona Rm 201 North,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,✓,"",JCL-NAE51/N2-2.TU-31.ACLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.19Z UTC
@p:ubcv:r:23244f4f-f78e96d1 Iona Rm 209 VAV-26 JCL-NAE51/N2-2.TU-26.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004863,✓,JCL-NAE51/N2-2.TU-26.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-a9516570 Iona Rm 209 VAV-26,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57046,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.647-07:00 Los_Angeles,2018-12-07T09:45:30.281-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3004075,"","",✓,"","","",@p:ubcv:r:24e5e631-673641a2 Iona Rm 209,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-2.TU-26.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.191Z UTC
@p:ubcv:r:23244e14-2852062b Iona Rm 065 VAV-06 JCL-NAE51/N2-1.TU-066.Parameters.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005127,✓,JCL-NAE51/N2-1.TU-066.Parameters.SUPFLOW,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-e3effc00 Iona Rm 065 VAV-06,"","",✓,@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57063,2018-09-06T01:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.648-07:00 Los_Angeles,2018-12-07T09:45:30.306-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AI3004345,"","",✓,"","","",@p:ubcv:r:24e5e631-5769ac85 Iona Rm 065,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE51/N2-1.TU-066.Parameters.SUPFLOW.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.192Z UTC
@p:ubcv:r:238b4077-8c17fae2 Iona Rm 532 VAV-049 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.HWS-T,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000691,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.HWS-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-617b50be Iona Rm 532 VAV-049,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:45:18.38-07:00 Los_Angeles,2018-12-07T09:45:31.655-08:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3000690,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.HWS-T.Trend1,Los_Angeles,°C,"",✓,"",2020-04-09T19:02:15.548Z UTC
@p:ubcv:r:238b4077-3dd6f593 Iona Cooling Plant P-2 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP2-C,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001028,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP2-C,"","",✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:24ef2171-55c0df5e Iona Cooling Plant P-2,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T07:00:22-07:00 Los_Angeles,"","",736,2018-11-18T20:05:01-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.384-07:00 Los_Angeles,2018-12-07T09:45:26.107-08:00 Los_Angeles,"","","",Pump Run Cmd,"",BO3001027,"","",✓,"","",✓,@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP2-C.Trend1,Los_Angeles,"","","","",2020-04-08T18:52:44.822Z UTC
@p:ubcv:r:23244f4e-7e9fd1bb Iona Rm 163 VAV-17 JCL-NAE51/N2-1.TU-17.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004616,✓,JCL-NAE51/N2-1.TU-17.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-5d850326 Iona Rm 163 VAV-17,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57067,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.65-07:00 Los_Angeles,2018-12-07T09:45:30.285-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003893,"","",✓,"","","",@p:ubcv:r:24e5e631-db74c771 Iona Rm 163,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-17.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.193Z UTC
@p:ubcv:r:238b4041-a119b03e Iona Unsorted Points JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-RWT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003462,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-RWT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,°F => °C,2020-05-12T14:45:00-07:00 Los_Angeles,"","",50969,2018-11-22T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:49:28.652-07:00 Los_Angeles,2018-11-25T13:45:23.461-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3001928,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-3e8eaadf .+(\.|-| )RWT,✓,"",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-RWT.Trend1,Los_Angeles,°C,"",✓,"",2020-04-21T20:26:43.795Z UTC
@p:ubcv:r:238b4076-abc92331 Iona Rm 031 FC-031 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.EFFHTG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000210,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.EFFHTG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e632-4f56d596 Iona Rm 031 FC-031,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.388-07:00 Los_Angeles,2018-12-07T09:45:32.105-08:00 Los_Angeles,"","","",Zone Temp Effective Heating Sp,"",AV3000209,"","",✓,"","","",@p:ubcv:r:24e5e15f-9a92b910 Iona Rm 031,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.EFFHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.55Z UTC
@p:ubcv:r:238b4042-b2c3e851 Iona HRV-01 JCL-NAE51/N2-1.HRV.SA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005426,✓,JCL-NAE51/N2-1.HRV.SA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e48e78-092849ba Iona HRV-01,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.653-07:00 Los_Angeles,2018-12-07T09:45:31.512-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3005375,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.HRV.SA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.195Z UTC
@p:ubcv:r:238b4077-d3f0c719 Iona Rm 500 VAV-052 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.COVR-O,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000939,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.COVR-O,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Heat,Cool","",@p:ubcv:r:24e5e632-48ee1ec8 Iona Rm 500 VAV-052,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-11T09:53:09-07:00 Los_Angeles,"","",783,2018-11-19T14:51:51-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.389-07:00 Los_Angeles,2018-11-25T13:45:23.594-08:00 Los_Angeles,"","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.COVR-O,✓,BO3000938,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.COVR-O.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:08.978Z UTC
@p:ubcv:r:238b4041-9bfed1f3 Iona Rm 209 VAV-26 JCL-NAE51/N2-2.TU-26.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004865,✓,JCL-NAE51/N2-2.TU-26.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-a9516570 Iona Rm 209 VAV-26,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.446-07:00 Los_Angeles,2018-12-07T09:45:31.051-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3004080,"","",✓,"","","",@p:ubcv:r:24e5e631-673641a2 Iona Rm 209,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-2.TU-26.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.196Z UTC
@p:ubcv:r:2322f9ec-877f594c Iona AHU-01 JCL-NAE51/N2-1.AHU1.Analog Inputs.AHU-OAT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003434,✓,JCL-NAE51/N2-1.AHU1.Analog Inputs.AHU-OAT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48e78-dd645481 Iona AHU-01,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2018-10-12T10:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [36] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2855,2018-09-04T01:45:00-07:00 Los_Angeles,fault,"",✓,"",✓,Number,2020-05-12T10:09:44.442-07:00 Los_Angeles,2018-09-13T09:49:19.924-07:00 Los_Angeles,"","","",JCL-NAE51/N2-1.AHU1.Analog Inputs.AHU-OAT,✓,AI3001769,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:19.738Z UTC
@p:ubcv:r:238b4077-fa5267ce Iona Unsorted Points JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-8,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001262,✓,JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-8,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"","","bacnet::ConfirmedServiceErr: [181] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","",fault,"","","",✓,Bool,2020-05-12T01:13:13.238-07:00 Los_Angeles,2018-11-25T13:45:23.223-08:00 Los_Angeles,"","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-8,✓,BI3001242,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/BACnet IP.Botanical Gardens water hut PLC.BI-8.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:42.743Z UTC
@p:ubcv:r:238b4042-298e8621 Iona Heating Plant P-3-4 P4 JCL-NAE51/N2-1.SHW PUMP.Analog Outputs.P3-P4-C,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005275,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Outputs.P3-P4-C,"","",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $equipName $bmsName,"","","","","",P4,@p:ubcv:r:24e5eea2-abc5b3a9 Iona Heating Plant P-3-4,"","","",@p:ubcv:r:24e48e78-476eaa3c Iona Hydronic Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.654-07:00 Los_Angeles,2018-12-07T09:45:31.893-08:00 Los_Angeles,"","","",Pump Run Cmd,"",AO3001935,"","",✓,"","",✓,"",✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE51/N2-1.SHW PUMP.Analog Outputs.P3-P4-C.Trend1,Los_Angeles,%,"","","",2020-04-09T19:02:15.198Z UTC
@p:ubcv:r:2324284a-00c0ae23 Iona Rm 222 VAV-25 JCL-NAE51/N2-2.TU-25.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005089,✓,JCL-NAE51/N2-2.TU-25.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-bc7709b5 Iona Rm 222 VAV-25,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57101,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.656-07:00 Los_Angeles,2018-12-07T09:45:30.314-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004254,"","",✓,"","","",@p:ubcv:r:24e5e631-734f19db Iona Rm 222,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-2.TU-25.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:02.489Z UTC
@p:ubcv:r:238b4041-385bf75f Iona Rm 030 VAV-08 JCL-NAE51/N2-1.TU-08.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004371,✓,JCL-NAE51/N2-1.TU-08.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-57be6296 Iona Rm 030 VAV-08,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.448-07:00 Los_Angeles,2018-12-07T09:45:31.491-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003716,"","",✓,"","","",@p:ubcv:r:24e5e631-97f76e9c Iona Rm 030,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-08.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.2Z UTC
