id,air,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,cur,curConvert,disMacro,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,outside,point,pointType,power,primaryLoop,scheduleOcc,sensor,shortName,siemens,siemensName,siteRef,temp,tz,unit,unknownConn,water,mod
@p:ubcv:r:24142068-4a321060 IRSDC Unsorted Points IRSDC_MF-2-2-5_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL54,✓,IRSDC_MF-2-2-5_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-02-21T08:50:10-08:00 Los_Angeles,"",22523,2019-03-03T01:41:57-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.264-07:00 Los_Angeles,"","",IRSDC_MF-2-2-5_SLAB_VALVE_PID,✓,AV34,"",✓,"","","","","","",✓,IRSDC_MF-2-2-5_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.75Z UTC
@p:ubcv:r:24142068-a4af1454 IRSDC Unsorted Points IRSDC_MF-2-4-2_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL66,✓,IRSDC_MF-2-4-2_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-02-26T14:04:27-08:00 Los_Angeles,"",26745,2019-03-06T02:21:31-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.291-07:00 Los_Angeles,"","",IRSDC_MF-2-4-2_SLAB_VALVE_PID,✓,AV54,"",✓,"","","","","","",✓,IRSDC_MF-2-4-2_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.751Z UTC
@p:ubcv:r:24141523-a61521c2 IRSDC Unsorted Points IRSDC_MF-2-2-4_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL27,✓,IRSDC_MF-2-2-4_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41963,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.267-07:00 Los_Angeles,"","",IRSDC_MF-2-2-4_ZONE_AIR_TEMP,✓,AI18,"",✓,"","","","","","",✓,IRSDC_MF-2-2-4_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.752Z UTC
@p:ubcv:r:24142068-b6950d4b IRSDC Unsorted Points IRSDC_MF-2-1-1_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL37,✓,IRSDC_MF-2-1-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-04-26T08:32:10-07:00 Los_Angeles,"",29829,2019-03-05T20:36:24-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.441-07:00 Los_Angeles,"","",IRSDC_MF-2-1-1_SLAB_VALVE_CMD,✓,AO3,"",✓,"","","","","","",✓,IRSDC_MF-2-1-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.753Z UTC
@p:ubcv:r:24141523-e8a1c742 IRSDC Unsorted Points IRSDC_MF-2-2-3_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL7,✓,IRSDC_MF-2-2-3_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41966,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.282-07:00 Los_Angeles,"","",IRSDC_MF-2-2-3_SLAB_TEMP,✓,AI15,"",✓,"","","","","","",✓,IRSDC_MF-2-2-3_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.754Z UTC
@p:ubcv:r:2466082d-9b410c86 IRSDC Unsorted Points IRSDC_AHU-01_EXHAUST_FAN,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL79,✓,IRSDC_AHU-01_EXHAUST_FAN,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",35952,2019-05-06T15:44:59-07:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:07.297-07:00 Los_Angeles,"","",IRSDC_AHU-01_EXHAUST_FAN,✓,BO4,"",✓,"","","","","","",✓,IRSDC_AHU-01_EXHAUST_FAN,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2019-12-03T18:23:05.916Z UTC
@p:ubcv:r:24142068-058e715e IRSDC Unsorted Points IRSDC_MF-2-2-2_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL45,✓,IRSDC_MF-2-2-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",7406,2019-03-14T08:59:29-07:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.708-07:00 Los_Angeles,"","",IRSDC_MF-2-2-2_SLAB_VALVE_CMD,✓,AO7,"",✓,"","","","","","",✓,IRSDC_MF-2-2-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.755Z UTC
@p:ubcv:r:24141523-3d17c007 IRSDC Unsorted Points IRSDC_MF-2-2-6_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL11,✓,IRSDC_MF-2-2-6_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41963,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.312-07:00 Los_Angeles,"","",IRSDC_MF-2-2-6_SLAB_TEMP,✓,AI21,"",✓,"","","","","","",✓,IRSDC_MF-2-2-6_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.756Z UTC
@p:ubcv:r:24142068-6cac7b85 IRSDC Unsorted Points IRSDC_MF-2-2-5_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL53,✓,IRSDC_MF-2-2-5_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",21996,2019-03-03T01:41:57-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.723-07:00 Los_Angeles,"","",IRSDC_MF-2-2-5_SLAB_VALVE_CMD,✓,AO10,"",✓,"","","","","","",✓,IRSDC_MF-2-2-5_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.757Z UTC
@p:ubcv:r:24141e74-8fa96ca1 IRSDC Unsorted Points IRSDC_BUCK_FOUNTAIN_SCHEDULE,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL100,✓,IRSDC_BUCK_FOUNTAIN_SCHEDULE,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T08:00:00-07:00 Los_Angeles,"",872,2019-03-02T20:00:00-08:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:06.414-07:00 Los_Angeles,"","",Scheduled Occupancy,"",BV22,"",✓,"","","",✓,"","",✓,IRSDC_BUCK_FOUNTAIN_SCHEDULE,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2020-04-09T19:16:27.603Z UTC
@p:ubcv:r:24142068-568d4b06 IRSDC Unsorted Points Skysparks.OA-T_Lo,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL108,✓,Skysparks.OA-T_Lo,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-11T23:00:09-07:00 Los_Angeles,"",475,2019-03-03T11:00:09-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.516-07:00 Los_Angeles,"","",Skysparks.OA-T_Lo,✓,AV66,"",✓,"","","","","","",✓,Skysparks.OA-T_Lo,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.759Z UTC
@p:ubcv:r:24142068-8b4e13bb IRSDC Unsorted Points IRSDC_MF-2-2-4_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL51,✓,IRSDC_MF-2-2-4_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",16657,2019-03-02T10:36:51-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.737-07:00 Los_Angeles,"","",IRSDC_MF-2-2-4_SLAB_VALVE_CMD,✓,AO9,"",✓,"","","","","","",✓,IRSDC_MF-2-2-4_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.76Z UTC
@p:ubcv:r:24142068-9534d78b IRSDC Unsorted Points IRSDC_MF-2-2-3b_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL49,✓,IRSDC_MF-2-2-3b_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T11:44:46-07:00 Los_Angeles,"",6503,2019-03-14T08:59:29-07:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.386-07:00 Los_Angeles,"","",IRSDC_MF-2-2-3b_SLAB_VALVE_CMD,✓,AO12,"",✓,"","","","","","",✓,IRSDC_MF-2-2-3b_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.761Z UTC
@p:ubcv:r:24142068-2a3fd46d IRSDC Unsorted Points IRSDC_MF-2-2-3_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL47,✓,IRSDC_MF-2-2-3_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",22418,2019-03-04T08:17:31-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.752-07:00 Los_Angeles,"","",IRSDC_MF-2-2-3_SLAB_VALVE_CMD,✓,AO8,"",✓,"","","","","","",✓,IRSDC_MF-2-2-3_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.762Z UTC
@p:ubcv:r:24142068-9191c51c IRSDC Unsorted Points IRSDC_MF-2-3-3_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL62,✓,IRSDC_MF-2-3-3_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-03-16T11:59:44-07:00 Los_Angeles,"",5513,2019-03-09T02:31:39-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.327-07:00 Los_Angeles,"","",IRSDC_MF-2-3-3_SLAB_VALVE_PID,✓,AV48,"",✓,"","","","","","",✓,IRSDC_MF-2-3-3_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.763Z UTC
@p:ubcv:r:24142068-0a1c1103 IRSDC Unsorted Points IRSDC_MF-2-3-1_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL57,✓,IRSDC_MF-2-3-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",29227,2019-03-03T06:27:24-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.767-07:00 Los_Angeles,"","",IRSDC_MF-2-3-1_SLAB_VALVE_CMD,✓,AO13,"",✓,"","","","","","",✓,IRSDC_MF-2-3-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.764Z UTC
@p:ubcv:r:24142068-701c6a0d IRSDC Unsorted Points OATPRED_sky,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL92,✓,OATPRED_sky,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T05:00:08-07:00 Los_Angeles,"",541,2019-03-02T23:00:13-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.574-07:00 Los_Angeles,"","",OATPRED_sky,✓,AV62,"",✓,"","","","","","",✓,OATPRED_sky,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.765Z UTC
@p:ubcv:r:24141e74-2a075a0a IRSDC Unsorted Points IRSDC_BOILER_SYSTEM_ENABLE,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL77,✓,IRSDC_BOILER_SYSTEM_ENABLE,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41468,2019-03-05T11:00:00-08:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:07.326-07:00 Los_Angeles,"","",IRSDC_BOILER_SYSTEM_ENABLE,✓,BV1,"",✓,"","","","","","",✓,IRSDC_BOILER_SYSTEM_ENABLE,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2020-04-09T19:16:25.633Z UTC
@p:ubcv:r:24142068-a279ff99 IRSDC Unsorted Points IRSDC_MF-2-4-1_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL63,✓,IRSDC_MF-2-4-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",19910,2019-03-05T02:27:54-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.782-07:00 Los_Angeles,"","",IRSDC_MF-2-4-1_SLAB_VALVE_CMD,✓,AO16,"",✓,"","","","","","",✓,IRSDC_MF-2-4-1_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.767Z UTC
@p:ubcv:r:24142068-5547149a IRSDC Unsorted Points IRSDC_MF-2-3-3_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL61,✓,IRSDC_MF-2-3-3_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-03-16T11:59:44-07:00 Los_Angeles,"",5422,2019-03-09T02:40:30-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.342-07:00 Los_Angeles,"","",IRSDC_MF-2-3-3_SLAB_VALVE_CMD,✓,AO15,"",✓,"","","","","","",✓,IRSDC_MF-2-3-3_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.768Z UTC
@p:ubcv:r:24142068-e5a0845e IRSDC Unsorted Points IRSDC_BOILER_HWST_MIN-SP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL73,✓,IRSDC_BOILER_HWST_MIN-SP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41962,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.341-07:00 Los_Angeles,"","",IRSDC_BOILER_HWST_MIN-SP,✓,AV3,"",✓,"","","","","","",✓,IRSDC_BOILER_HWST_MIN-SP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.769Z UTC
@p:ubcv:r:24141523-14163b75 IRSDC Unsorted Points IRSDC_MF-2-3-1_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL12,✓,IRSDC_MF-2-3-1_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41964,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.356-07:00 Los_Angeles,"","",IRSDC_MF-2-3-1_SLAB_TEMP,✓,AI25,"",✓,"","","","","","",✓,IRSDC_MF-2-3-1_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.77Z UTC
@p:ubcv:r:24142068-30452490 IRSDC Unsorted Points IRSDC_MF-2-2-6_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL56,✓,IRSDC_MF-2-2-6_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-02-21T03:24:12-08:00 Los_Angeles,"",16925,2019-03-05T06:38:06-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.22-07:00 Los_Angeles,"","",IRSDC_MF-2-2-6_SLAB_VALVE_PID,✓,AV37,"",✓,"","","","","","",✓,IRSDC_MF-2-2-6_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.771Z UTC
@p:ubcv:r:24141523-4711cc75 IRSDC Unsorted Points IRSDC_MF-2-2-5_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL28,✓,IRSDC_MF-2-2-5_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41962,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.371-07:00 Los_Angeles,"","",IRSDC_MF-2-2-5_ZONE_AIR_TEMP,✓,AI20,"",✓,"","","","","","",✓,IRSDC_MF-2-2-5_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.772Z UTC
@p:ubcv:r:24141523-398ebe0c IRSDC Unsorted Points IRSDC_MF-2-3-2_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL13,✓,IRSDC_MF-2-3-2_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41965,2019-03-05T10:45:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.385-07:00 Los_Angeles,"","",IRSDC_MF-2-3-2_SLAB_TEMP,✓,AI27,"",✓,"","","","","","",✓,IRSDC_MF-2-3-2_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.773Z UTC
@p:ubcv:r:24141523-064637ad IRSDC Unsorted Points IRSDC_MF-2-2-3_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL25,✓,IRSDC_MF-2-2-3_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41965,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.4-07:00 Los_Angeles,"","",IRSDC_MF-2-2-3_ZONE_AIR_TEMP,✓,AI16,"",✓,"","","","","","",✓,IRSDC_MF-2-2-3_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.774Z UTC
@p:ubcv:r:24141523-ff662ad4 IRSDC Unsorted Points IRSDC_MF-2-2-2_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL24,✓,IRSDC_MF-2-2-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41967,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.414-07:00 Los_Angeles,"","",IRSDC_MF-2-2-2_ZONE_AIR_TEMP,✓,AI14,"",✓,"","","","","","",✓,IRSDC_MF-2-2-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.775Z UTC
@p:ubcv:r:24142068-3a232d20 IRSDC Unsorted Points IRSDC_MF-2-2-4_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL52,✓,IRSDC_MF-2-2-4_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-02-21T08:46:54-08:00 Los_Angeles,"",16926,2019-03-02T10:36:51-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.249-07:00 Los_Angeles,"","",IRSDC_MF-2-2-4_SLAB_VALVE_PID,✓,AV31,"",✓,"","","","","","",✓,IRSDC_MF-2-2-4_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.776Z UTC
