id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,curStatus,disMacro,discharge,effective,elec,energy,enum,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,outside,point,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,valve,water,zachName,zone,mod
@p:ubcv:r:23d51254-fefc8010 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT21.OA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001018,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT21.OA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.184-07:00 Los_Angeles,"",Outside Air Temp,"",AO3001017,"",✓,✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT21.OA-T.Trend1,Los_Angeles,°C,"","",HRV-3.OA-T,"",2020-04-09T19:02:00.382Z UTC
@p:ubcv:r:23d51254-63bb163e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.HTG2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000988,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.HTG2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T04:39:51-07:00 Los_Angeles,"",1477,2019-01-31T14:05:57-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.192-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.HTG2-C,✓,BO3000987,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:05.996Z UTC
@p:ubcv:r:23d51254-ea7dc40f St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000945,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",124,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.199-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.CLG1-C,✓,BO3000944,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:08.254Z UTC
@p:ubcv:r:23d51254-a369786e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001124,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.207-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.HTG-CMD,✓,AO3001123,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",FUR-1.HTG-CMD,"",2020-04-09T19:02:00.383Z UTC
@p:ubcv:r:23d51254-02ead53b St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.SUMP-ALM,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000901,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.SUMP-ALM,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Normal,Alarm",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",9,2019-03-01T07:44:27-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.214-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT04.SUMP-ALM,✓,BI3000899,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT04.SUMP-ALM.Trend1,Los_Angeles,"","","",HRV-1.SUMP-ALM (from St. John's Colllege),"",2020-04-08T18:50:09.278Z UTC
@p:ubcv:r:23d51253-668096d1 St. John's College Unsorted Points JCL-NAE14/Event Rate Trend Log,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000006,✓,JCL-NAE14/Event Rate Trend Log,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",27261,2019-07-31T16:30:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.223-07:00 Los_Angeles,"",JCL-NAE14/Event Rate Trend Log,✓,"","","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:04.214Z UTC
@p:ubcv:r:23d51254-72f89b07 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001106,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:30-07:00 Los_Angeles,"",2701,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.23-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG1-C,✓,BO3001105,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:53.048Z UTC
@p:ubcv:r:23d51254-a4a769f3 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001096,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.237-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3001095,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.DA-T.Trend1,Los_Angeles,°C,"","",FUR-1.DA-T,"",2020-04-09T19:02:00.385Z UTC
@p:ubcv:r:23d51254-ca03b68c St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT24.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001130,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT24.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.247-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3001129,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT24.DA-T.Trend1,Los_Angeles,°C,"","",FUR-2.DA-T,"",2020-04-09T19:02:00.386Z UTC
@p:ubcv:r:23d51254-9bb012bc St. John's College Unsorted Points JCL-NAE14/Trend1,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001232,✓,JCL-NAE14/Trend1,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:18:47-07:00 Los_Angeles,"",358316,2019-08-02T15:22:05-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.255-07:00 Los_Angeles,"",JCL-NAE14/Trend1,✓,"","","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:04.215Z UTC
@p:ubcv:r:23d51254-5dced0cc St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001164,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.264-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.HTG-CMD,✓,AO3001163,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.HTG-CMD.Trend1,Los_Angeles,%,"","",FUR-3.HTG-CMD,"",2020-04-09T19:02:00.388Z UTC
